mean,std,max,min,rms,label
1.014597641492637,0.163754238697526,1.515018593945302,0.694503146141182,1.027466552156322,walking
1.0017766692473669,0.17434441678743445,1.3594166874067715,0.6500985386847136,1.0165355631752389,walking
0.986615045006031,0.15185277096161884,1.2900031085233865,0.7020503187094214,0.9980016662310741,walking
1.0425147782532833,0.1850211397836587,1.3481779036907555,0.6985419815587322,1.0584825121843062,walking
1.0146660866850048,0.16514566832548705,1.3041756438455674,0.6519740639013181,1.0277523521743943,walking
1.0195027975663127,0.18659125018984815,1.4072285848432726,0.6853846657169972,1.036101309235733,walking
0.9942226234079499,0.1298030969718503,1.261041339528566,0.725742971030378,1.002492140617571,walking
0.9994972231612468,0.11614887391266678,1.2828970223677347,0.7736427405463067,1.0060891853111236,walking
0.9879708367712926,0.10405312168346134,1.3535110306163005,0.815248753448909,0.9933261727146829,walking
0.973040923914454,0.13903301614829328,1.2705688371749089,0.7408156315845393,0.9827269282969711,walking
0.9602421589835943,0.1245761143881395,1.2811021114649683,0.7570807486655567,0.9681290347882352,walking
1.000213531079593,0.20205269126199862,1.5482791027460134,0.6151016989084,1.020017593965908,walking
0.9726530005232706,0.19572765692874058,1.4532607508633817,0.6313257954495444,0.9917645833563528,walking
0.9544144470636502,0.159465455398643,1.3736663095526511,0.6716547476196383,0.9673818189319044,walking
0.9961358318952067,0.1838840107309347,1.4573974372147085,0.6760886036607924,1.0126320449205626,walking
0.9849706588946983,0.15211041678475684,1.3372152930624148,0.6015459250963305,0.9964145855014368,walking
0.9763630317662048,0.11369842764651931,1.272836034216505,0.7203178256853013,0.9828293624022434,walking
0.9883507126446115,0.13237387765182515,1.2208854000273737,0.7546451749000983,0.9970002596790033,walking
0.9974929292562323,0.18134039275549046,1.3409632172434858,0.7221605984820828,1.0135180290453643,walking
0.9851340100154767,0.1972275250661033,1.4222660405142211,0.6440436320623006,1.004295643921649,walking
0.9964110392968615,0.19178003281647982,1.4755397249820148,0.643221936814969,1.0143367037626116,walking
1.0470293558067525,0.1962104687311334,1.4844958942348072,0.686386698589068,1.0648939144346727,walking
1.0787296092354581,0.1536506159916339,1.3785539126200324,0.7178221715717619,1.089400712043094,walking
1.0397863573976773,0.12606506244416404,1.3246911300374893,0.7890141570339534,1.047248882071497,walking
1.0494905655442315,0.17841096914676127,1.4984368154847236,0.7281692179706583,1.0642482377716207,walking
1.0123314644233306,0.1840236906291423,1.4248744646459208,0.6928716259163742,1.0285924451404453,walking
1.0165060213041985,0.13041016632896066,1.3637692180130774,0.723055032483697,1.0246712480595912,walking
1.0257466223347351,0.13230171828863305,1.3893889484230109,0.7412527436711449,1.0340743701494588,walking
0.9805774870545362,0.0810388108192034,1.1574152495971357,0.86347805415077,0.9838537244936363,walking
0.9976327771888233,0.09667189342346133,1.2462319647641846,0.841262824567923,1.0022124046328702,walking
1.0417991303347434,0.15745348660040967,1.5078501583380228,0.5291664104986257,1.0533950808694714,walking
0.985610251181322,0.11480228952372512,1.2083133078800383,0.6975576463633668,0.9921408879791216,walking
0.9914288528476299,0.09685624283838275,1.2080412079064191,0.7908929826468306,0.9960545564375477,walking
0.9722340927204783,0.13399139841410612,1.287437299444132,0.7312952481727198,0.9812409245440183,walking
1.0051348920314371,0.23618912091310415,1.4489075712411748,0.6098450130975902,1.0319717757768379,walking
1.0501651971909205,0.292215869690429,1.501633916771994,0.5508575133371606,1.0892792358252315,walking
1.0918430996412858,0.2432151390077521,1.5526550228560112,0.5748466056262315,1.1180750806631905,walking
1.0217146965127497,0.2229361680626749,1.4973548844545836,0.6262267400870072,1.0452786448598288,walking
1.0197797305171659,0.15419722074024744,1.4775690779114188,0.7545310132791098,1.031141089279251,walking
0.9944623038505369,0.11968464183045449,1.2937430270343488,0.7482090884238175,1.0014954812678887,walking
0.9893865213983378,0.1356358249711664,1.3606670312754696,0.7111863961016128,0.998456220472385,walking
1.001685953892296,0.1879820051496484,1.7519210056392382,0.7177178832939862,1.0188254216498527,walking
1.003789788095458,0.1794713794341469,1.4237495601404062,0.5658492201991622,1.0193918359492586,walking
1.0084956749346023,0.11919245130101,1.3312043607200212,0.788061729815628,1.0153749209036038,walking
1.0059108759695135,0.1322050618309304,1.3326876228133884,0.814362947339821,1.014389129082129,walking
0.9875253016468214,0.1061405008744146,1.352890073139721,0.8320445540955125,0.9930995474774923,walking
0.9749283367588465,0.13560030922481836,1.29362116556587,0.6981808433350203,0.9841264943085315,walking
