ax,ay,az,label
0.0997,1.1140,0.0640,walking
0.1207,1.0229,0.1198,walking
0.0818,1.2280,0.0006,walking
0.1018,1.2910,-0.1896,walking
0.1526,1.0626,-0.0144,walking
0.1394,0.9950,-0.0007,walking
0.1556,0.9823,-0.0414,walking
0.1672,1.0380,0.0441,walking
0.2014,0.9009,0.0869,walking
0.1501,0.7469,0.0975,walking
0.0885,0.6698,0.1641,walking
0.0625,0.6866,0.1973,walking
0.0782,0.7971,0.2389,walking
0.0948,0.8329,0.2688,walking
0.1052,0.9276,0.2677,walking
0.1072,0.9713,0.2545,walking
0.1511,0.8008,0.2710,walking
0.1461,0.8721,0.3191,walking
0.1154,1.1201,0.1755,walking
0.0709,1.0868,0.1339,walking
0.0609,1.0343,0.2885,walking
-0.0162,1.3113,0.0426,walking
-0.0316,1.2803,-0.1127,walking
-0.0372,1.0385,0.0948,walking
-0.0366,0.9568,-0.0122,walking
-0.0139,0.9991,0.0564,walking
0.0193,1.0464,0.1144,walking
0.0468,0.9480,0.0867,walking
0.0293,0.8298,0.0634,walking
0.0459,0.6915,0.0854,walking
0.0725,0.5835,0.1270,walking
0.1106,0.6859,0.1943,walking
0.0280,0.7971,0.0742,walking
0.0056,0.9015,0.2136,walking
0.0420,1.0171,0.2566,walking
0.0039,1.1222,0.0452,walking
-0.0018,1.1824,0.1344,walking
0.0896,1.1165,0.0659,walking
0.1122,1.0184,-0.0171,walking
0.0786,1.1886,0.1244,walking
0.1172,1.1406,-0.0903,walking
0.1622,0.9681,-0.0620,walking
0.1754,0.8147,0.1235,walking
0.0972,0.9490,0.0604,walking
0.0809,1.0618,0.0255,walking
0.0944,1.0439,0.0677,walking
0.1024,0.8607,0.0345,walking
0.1274,0.7379,0.1338,walking
0.1252,0.6919,0.1450,walking
0.0913,0.7391,0.2504,walking
0.0562,0.9398,0.2750,walking
-0.0168,0.9951,0.3129,walking
-0.0132,0.9913,0.3605,walking
0.0521,0.9158,0.2251,walking
0.0686,0.8971,0.2588,walking
0.0530,1.0267,0.2626,walking
0.0902,1.1133,0.2573,walking
0.1033,1.1243,0.2573,walking
0.0979,1.0092,0.3053,walking
0.0588,1.1115,0.1730,walking
-0.0547,1.2101,0.0696,walking
-0.0713,1.0483,0.1246,walking
0.0287,0.8444,-0.0917,walking
-0.0367,0.9889,0.0248,walking
-0.0280,1.0505,0.0448,walking
0.0198,1.0107,0.1296,walking
0.0240,0.9412,0.0710,walking
-0.0116,0.7902,0.1285,walking
-0.0199,0.7539,0.1147,walking
-0.0226,0.7413,0.1592,walking
-0.0198,0.8367,0.1658,walking
-0.0223,0.9285,0.2021,walking
-0.0149,0.9124,0.1700,walking
0.0033,0.9504,0.1460,walking
-0.0350,1.0740,0.0807,walking
-0.0072,1.0881,0.0074,walking
0.0596,1.0555,0.1936,walking
0.0155,1.3368,0.0295,walking
0.0977,1.1302,0.0305,walking
0.1689,0.9218,0.1343,walking
0.2096,0.6881,0.0380,walking
0.0372,0.8528,0.0122,walking
-0.0360,1.1451,-0.0249,walking
0.0070,1.1273,0.0277,walking
0.0881,0.9796,0.1322,walking
0.1937,0.8342,0.1299,walking
0.2045,0.7517,0.1383,walking
0.1053,0.8871,0.1729,walking
0.0809,0.9636,0.1414,walking
0.0669,0.9430,0.1277,walking
0.0654,0.8992,0.2090,walking
0.1141,0.9025,0.1956,walking
0.0994,0.8822,0.1727,walking
0.0895,0.8916,0.2081,walking
0.0944,0.9578,0.2457,walking
0.0453,1.0402,0.1401,walking
0.0421,1.0391,0.1522,walking
0.0613,0.9849,0.1122,walking
0.0428,0.9010,0.0515,walking
0.0308,1.0062,0.1990,walking
0.0211,1.2228,0.0975,walking
0.0483,1.2037,-0.0383,walking
0.0833,1.0254,0.0590,walking
0.0088,1.0342,-0.1185,walking
-0.0195,0.9707,-0.0952,walking
0.0327,0.9701,0.0132,walking
0.0505,0.9332,-0.0051,walking
0.0704,0.9219,0.1056,walking
0.0846,0.8793,0.1348,walking
0.0698,0.8878,0.1591,walking
0.0442,0.8689,0.1816,walking
0.0189,0.9181,0.1000,walking
0.0475,0.8790,0.1320,walking
0.0327,0.8851,0.1382,walking
0.0447,0.9603,0.1500,walking
0.0430,1.0563,0.1278,walking
0.0519,1.0682,0.0874,walking
0.0830,0.9857,0.1266,walking
0.1073,0.8466,0.1898,walking
0.0706,1.0219,0.0533,walking
0.0306,1.1809,0.0763,walking
0.0481,1.2620,0.1586,walking
0.1056,1.1320,0.1211,walking
0.1584,0.9207,0.0854,walking
0.2124,0.7542,0.0697,walking
0.1709,0.8344,0.0439,walking
0.1334,0.8804,0.0934,walking
0.1292,1.0266,0.1222,walking
0.2020,0.9602,0.2094,walking
0.2035,0.8921,0.2284,walking
0.2018,0.8854,0.1895,walking
-0.9020,-0.0558,0.0018,walking
-0.9531,-0.0305,-0.0355,walking
-0.9807,0.0018,-0.1022,walking
-1.0637,0.0306,-0.0931,walking
-1.1603,0.0469,-0.1012,walking
-1.1713,0.0521,-0.1470,walking
-1.1938,0.0698,-0.1449,walking
-1.1620,0.0796,-0.1410,walking
-0.8308,0.0540,-0.1162,walking
-0.7527,0.0598,-0.0068,walking
-0.9771,0.0669,0.0016,walking
-0.8430,0.0852,-0.0988,walking
-0.8024,0.0896,-0.0721,walking
-0.9104,0.0197,-0.0703,walking
-0.8763,-0.0260,-0.1125,walking
-0.8483,-0.0223,-0.1099,walking
-0.8870,0.0013,-0.0736,walking
-0.9030,0.0294,-0.0701,walking
-0.8837,0.0150,-0.1013,walking
-0.9746,-0.0122,-0.0713,walking
-1.1151,-0.0244,-0.0924,walking
-1.1017,-0.0149,-0.1665,walking
-1.1632,0.0184,-0.1525,walking
-1.1807,0.0247,-0.1713,walking
-1.0692,0.0322,-0.1747,walking
-1.1564,0.0601,-0.1278,walking
-1.2076,0.0614,-0.1688,walking
-0.8984,0.0305,-0.1650,walking
-0.8848,0.0270,-0.0186,walking
-0.9824,0.0199,-0.0208,walking
-0.9329,0.0427,-0.1077,walking
-0.9183,0.0535,-0.0937,walking
-0.9568,0.0110,-0.1041,walking
-0.9506,-0.0471,-0.1069,walking
-0.9056,-0.0750,-0.1278,walking
-0.8586,-0.0833,-0.1038,walking
-0.8539,-0.0676,-0.0554,walking
-0.8586,-0.0430,-0.0455,walking
-0.8593,-0.0288,-0.0631,walking
-0.9534,-0.0333,-0.0620,walking
-1.0813,-0.0338,-0.0941,walking
-1.1411,-0.0049,-0.1526,walking
-1.1918,0.0486,-0.1580,walking
-1.1309,0.0477,-0.1837,walking
-1.0963,0.0670,-0.0868,walking
-1.0846,0.0527,-0.0975,walking
-0.8390,0.0408,-0.0895,walking
-0.7523,0.0587,0.0094,walking
-0.9541,0.0906,0.0154,walking
-0.9279,0.0913,-0.0881,walking
-0.8643,0.0642,-0.1316,walking
-0.8964,-0.0146,-0.0797,walking
-0.9648,-0.0493,-0.0699,walking
-0.8499,0.0005,-0.0980,walking
-0.8263,0.0482,-0.0623,walking
-0.8911,0.0454,-0.0494,walking
-0.9264,0.0269,-0.0718,walking
-1.1672,0.0074,-0.0883,walking
-1.1874,-0.0208,-0.1912,walking
-1.1429,0.0321,-0.1648,walking
-1.3132,0.0533,-0.1647,walking
-1.3158,0.0483,-0.2184,walking
-1.2018,0.0687,-0.1897,walking
-1.1193,0.0399,-0.1246,walking
-1.1138,0.0414,-0.0673,walking
-0.8599,-0.0095,-0.1111,walking
-0.7565,0.0188,-0.0238,walking
-0.7218,0.0225,0.0038,walking
-0.8508,0.0101,-0.0099,walking
-0.8455,-0.0283,-0.1077,walking
-0.8766,-0.0447,-0.1063,walking
-0.8679,-0.0841,-0.1271,walking
-0.8326,-0.0845,-0.1174,walking
-0.8326,-0.0646,-0.0811,walking
-0.8441,-0.0524,-0.0693,walking
-0.8190,-0.0250,-0.0385,walking
-0.9174,-0.0200,-0.0127,walking
-1.1027,-0.0333,-0.0697,walking
-1.2316,-0.0085,-0.1105,walking
-1.2274,0.0099,-0.1553,walking
-1.1414,0.0341,-0.1698,walking
-1.3225,0.0605,-0.1178,walking
-1.2805,0.0289,-0.1884,walking
-0.8268,0.0206,-0.1189,walking
-0.8215,0.0371,0.0192,walking
-0.9534,0.0486,0.0317,walking
-0.7881,0.1244,-0.0612,walking
-0.8174,0.1766,-0.0944,walking
-0.9509,0.0897,-0.1075,walking
-0.9570,0.0322,-0.1118,walking
-0.7701,0.0017,-0.1144,walking
-0.8053,0.0695,-0.0314,walking
-0.9937,0.1033,-0.0830,walking
-0.9850,0.0548,-0.1376,walking
-0.9758,0.0099,-0.0887,walking
-1.0226,-0.0338,-0.0626,walking
-1.2579,-0.0109,-0.0959,walking
-1.3313,-0.0079,-0.1605,walking
-1.1953,-0.0450,-0.2236,walking
-1.1293,-0.0360,-0.1085,walking
-1.4097,0.0115,-0.1108,walking
-1.4087,0.0214,-0.1948,walking
-1.0845,0.0121,-0.2117,walking
-0.8892,-0.0193,-0.0586,walking
-0.9631,-0.0143,0.0394,walking
-0.9910,-0.0123,-0.0480,walking
-0.8582,0.0160,-0.0770,walking
-0.6918,0.0312,-0.0284,walking
-0.6438,-0.0160,-0.0076,walking
-0.8015,-0.0430,-0.0050,walking
-0.8361,-0.0485,-0.0675,walking
-0.7488,0.0139,-0.0438,walking
-0.8879,0.0376,0.0006,walking
-1.1180,0.0125,-0.0803,walking
-1.3542,0.0154,-0.0907,walking
-1.3035,0.0000,-0.1785,walking
-1.1960,0.0308,-0.1785,walking
-1.1305,0.0778,-0.1246,walking
-1.3071,0.0613,-0.1508,walking
-0.9623,0.0592,-0.1558,walking
-0.7949,0.0823,-0.0541,walking
-0.9471,0.0828,0.0150,walking
-0.8289,0.0566,-0.0715,walking
-0.8099,0.1187,-0.0378,walking
-0.9484,0.0837,-0.0870,walking
-0.8734,0.0275,-0.1235,walking
-0.6542,-0.0155,-0.0852,walking
-0.7513,0.0206,0.0061,walking
-0.8555,0.0652,-0.0400,walking
-0.7915,0.0730,-0.0598,walking
-0.8734,0.0500,0.0173,walking
-0.9645,0.0162,-0.0060,walking
-0.9913,0.0011,-0.0858,walking
-1.1318,0.0215,-0.1140,walking
-1.1908,0.0175,-0.1417,walking
-1.0984,0.0049,-0.1550,walking
-1.0837,-0.0260,-0.1084,walking
-1.2678,-0.0425,-0.0959,walking
-1.1311,-0.0306,-0.1440,walking
-1.0179,0.0074,-0.0989,walking
-1.1091,0.0074,-0.0885,walking
-1.0662,0.0029,-0.1516,walking
-0.8818,0.0348,-0.1025,walking
-1.0173,0.0393,-0.0509,walking
-0.9655,0.0167,-0.1057,walking
-0.7533,0.0238,-0.0703,walking
-0.7526,0.0392,0.0001,walking
-0.8784,0.0521,0.0172,walking
-0.8353,0.0443,-0.0496,walking
-0.8333,0.0396,-0.0322,walking
-0.9667,0.0143,-0.0208,walking
-1.1448,0.0262,-0.0625,walking
-1.1147,0.0033,-0.1824,walking
-1.1439,0.0312,-0.1085,walking
-1.1768,0.0155,-0.0937,walking
-1.1505,-0.0043,-0.1125,walking
-1.0892,0.0001,-0.0803,walking
-0.9221,0.0226,-0.0369,walking
-0.8007,0.0382,0.0096,walking
-0.9304,0.0419,0.0424,walking
-0.9341,0.0044,-0.0591,walking
-0.7322,0.0100,-0.0433,walking
-0.7985,-0.0002,0.0010,walking
-0.8881,-0.0063,-0.0608,walking
-0.8323,0.0011,-0.0864,walking
-0.7914,-0.0045,-0.0439,walking
-0.9711,0.0024,-0.0261,walking
-1.0664,0.0061,-0.1245,walking
-1.0153,0.0161,-0.1497,walking
-1.1078,0.0204,-0.1079,walking
-1.2439,0.0332,-0.1322,walking
-1.2289,0.0619,-0.1871,walking
-1.1183,0.0846,-0.1744,walking
-1.1389,0.0790,-0.1090,walking
-1.3533,0.0803,-0.0875,walking
-1.1057,0.0493,-0.2091,walking
-0.8551,0.0546,-0.0667,walking
-1.1113,0.0310,0.0275,walking
-1.1530,-0.0026,-0.0659,walking
-0.9116,0.0173,-0.0911,walking
-0.7955,0.0194,-0.0146,walking
-0.9149,-0.0103,0.0199,walking
-0.7871,-0.0536,-0.0793,walking
-0.7401,-0.0431,-0.0061,walking
-0.7601,-0.0524,0.0085,walking
-0.8082,-0.0419,0.0120,walking
-0.8663,-0.0105,-0.0112,walking
-0.9987,0.0007,-0.0432,walking
-1.0695,-0.0066,-0.0653,walking
-1.2279,-0.0062,-0.0817,walking
-1.2003,-0.0037,-0.1523,walking
-1.2936,0.0367,-0.1274,walking
-1.4716,0.0416,-0.0994,walking
-0.9878,0.0081,-0.2197,walking
-0.6567,0.0481,-0.0013,walking
-1.0531,0.0237,0.1134,walking
-0.9534,-0.0050,-0.0652,walking
-0.7228,0.0745,-0.0685,walking
-0.6365,0.0890,-0.0261,walking
-0.8873,0.0455,-0.0142,walking
-0.8888,0.0261,-0.1177,walking
-0.8967,0.0231,-0.1543,walking
-0.9938,0.0256,-0.1310,walking
-1.0369,0.0452,-0.1296,walking
-1.1198,0.0784,-0.1604,walking
-1.1897,0.0454,-0.2014,walking
-1.1873,0.0245,-0.1779,walking
-1.2257,0.0135,-0.1499,walking
-1.1726,-0.0013,-0.1765,walking
-1.0897,0.0387,-0.1445,walking
-1.3683,0.0804,-0.0879,walking
-1.3119,0.0433,-0.1969,walking
-1.0126,0.0326,-0.1761,walking
-1.0483,0.0339,0.0179,walking
-1.2279,-0.0021,-0.0170,walking
-1.0278,0.0541,-0.0380,walking
-0.8909,0.0671,0.0122,walking
-0.8965,0.0394,0.0446,walking
-0.8696,-0.0005,0.0684,walking
-0.7974,-0.0247,0.0400,walking
-0.7512,-0.0261,0.0366,walking
-0.7708,-0.0155,0.0604,walking
-0.7872,-0.0043,0.0540,walking
-0.9324,-0.0109,0.0342,walking
-1.0331,-0.0176,-0.0540,walking
-1.1431,0.0087,-0.0608,walking
-1.2019,0.0137,-0.1323,walking
-1.2543,0.0342,-0.1525,walking
-1.4761,0.0626,-0.1447,walking
-1.4126,0.0449,-0.2277,walking
-0.7681,0.0250,-0.2502,walking
-0.8185,0.0576,-0.0100,walking
-1.0697,0.0388,0.0138,walking
-1.0116,0.0243,-0.1265,walking
-0.6866,0.0513,-0.0793,walking
-0.6855,0.0339,-0.0082,walking
-0.8671,-0.0007,0.0111,walking
-0.8518,-0.0278,-0.0946,walking
-0.8795,-0.0358,-0.1025,walking
-0.9694,-0.0475,-0.0756,walking
-1.0187,-0.0242,-0.0924,walking
-1.1447,-0.0037,-0.1356,walking
-1.2235,-0.0089,-0.1654,walking
-1.2264,0.0099,-0.1428,walking
-1.2031,0.0396,-0.1138,walking
-1.0862,0.0508,-0.1229,walking
-1.1254,0.1174,-0.0310,walking
-1.3502,0.1416,-0.0895,walking
-1.0796,0.1072,-0.2068,walking
-0.7029,0.1251,-0.0745,walking
-0.9557,0.1447,0.0392,walking
-1.0342,0.1232,-0.0778,walking
-0.9586,0.1422,-0.0736,walking
-0.9615,0.0616,-0.0397,walking
-1.0182,0.0255,0.0077,walking
-0.9713,-0.0269,-0.0535,walking
-0.8779,-0.0326,-0.0696,walking
-0.8942,-0.0497,-0.0299,walking
-0.8663,-0.0753,-0.0422,walking
-0.8768,-0.0752,-0.0182,walking
-0.9844,-0.0901,-0.0483,walking
-1.0249,-0.0867,-0.0914,walking
-1.0139,-0.0408,-0.0875,walking
-1.0690,-0.0198,-0.1018,walking
-1.1661,0.0076,-0.1366,walking
-1.2294,0.0297,-0.1421,walking
-1.3358,0.0304,-0.1335,walking
-1.2904,0.0389,-0.1552,walking
-0.9598,0.0831,-0.1265,walking
-0.7996,0.0970,-0.0985,walking
-0.9435,0.1278,-0.0099,walking
-0.9343,0.0986,-0.0702,walking
-0.9204,0.0972,-0.0396,walking
-0.9133,0.0725,-0.0515,walking
-1.0139,0.0840,-0.0385,walking
-1.0028,0.0651,-0.1062,walking
-1.0696,0.0416,-0.0925,walking
-1.0552,0.0087,-0.0848,walking
-0.9989,-0.0022,-0.0765,walking
-1.0531,-0.0028,-0.0686,walking
-1.0541,-0.0115,-0.0898,walking
-1.0300,0.0061,-0.0542,walking
-1.1143,0.0023,-0.0824,walking
-1.1622,-0.0111,-0.0996,walking
-1.3760,0.0225,-0.0808,walking
-1.3182,0.0203,-0.1536,walking
-1.1505,0.0292,-0.1475,walking
-1.3363,0.0166,-0.1033,walking
-1.3502,0.0007,-0.1349,walking
-1.1501,0.0038,-0.1057,walking
-1.1841,-0.0245,-0.0735,walking
-1.1824,-0.0316,-0.0864,walking
-1.1267,-0.0161,-0.0621,walking
-1.1041,-0.0314,-0.0649,walking
-1.1613,-0.0559,-0.0273,walking
-1.2351,-0.0835,-0.0298,walking
-1.2428,-0.0800,-0.0229,walking
-1.1997,-0.0662,-0.0076,walking
-1.2916,-0.0623,-0.0076,walking
-1.2578,-0.0530,0.0143,walking
-1.1930,-0.0275,0.0579,walking
-1.1937,0.0028,0.0698,walking
-1.1611,0.0126,0.0613,walking
-1.0536,0.0275,0.0659,walking
-1.1227,0.0472,0.1187,walking
-1.1068,0.0481,0.0687,walking
-0.9395,0.0641,0.0460,walking
-0.9170,0.0797,0.0697,walking
-1.0094,0.0880,0.0841,walking
-0.9888,0.0961,0.0437,walking
-0.8735,0.1055,0.0194,walking
-0.9414,0.1119,0.0559,walking
-1.0483,0.1000,0.0171,walking
-1.0771,0.1055,-0.0206,walking
-1.1129,0.1121,-0.0460,walking
-1.0753,0.0948,-0.0732,walking
-1.1112,0.0999,-0.0651,walking
-1.1813,0.0997,-0.0857,walking
-1.1487,0.0828,-0.1407,walking
-0.9402,0.0859,-0.1160,walking
-0.9348,0.0792,-0.0609,walking
-1.0238,0.0626,-0.1272,walking
-1.1042,0.0703,-0.1305,walking
-1.0360,0.0588,-0.1544,walking
-0.8932,0.0671,-0.1282,walking
-0.9214,0.0723,-0.1285,walking
-0.9674,0.0530,-0.1710,walking
-0.8298,0.0216,-0.1661,walking
-0.9331,0.0295,-0.0575,walking
-0.9578,-0.0217,-0.1392,walking
-0.9874,0.0078,-0.0721,walking
-1.0839,-0.0167,-0.0950,walking
-1.1626,-0.0195,-0.0967,walking
-1.1456,-0.0239,-0.1215,walking
-1.1899,-0.0187,-0.0948,walking
-1.3217,-0.0239,-0.0857,walking
-1.2476,-0.0137,-0.1001,walking
-1.0391,0.0205,-0.0276,walking
-1.1116,0.0323,0.0363,walking
-1.2096,0.0204,0.0302,walking
-1.0896,0.0244,0.0166,walking
-0.9612,0.0514,0.0387,walking
-0.8594,0.0607,0.0131,walking
-0.7861,0.0673,0.0078,walking
-0.8988,0.0840,0.0499,walking
-0.8690,0.0638,-0.0098,walking
-0.8413,0.0875,0.0122,walking
-0.8890,0.1040,-0.0023,walking
-0.9536,0.1128,-0.0243,walking
-0.9331,0.1161,-0.0798,walking
-1.0737,0.1105,-0.0696,walking
-1.2510,0.0889,-0.1069,walking
-1.2595,0.0883,-0.1362,walking
-1.1794,0.0745,-0.1589,walking
-1.1732,0.0530,-0.1289,walking
-1.2690,0.0614,-0.1172,walking
-1.3385,0.0667,-0.1672,walking
-0.9297,0.0208,-0.2238,walking
-0.7610,0.0250,-0.0544,walking
-0.9581,0.0133,0.0062,walking
-1.1211,-0.0464,-0.1127,walking
-1.0189,-0.0132,-0.0616,walking
-0.8888,-0.0258,-0.0276,walking
-0.9340,-0.0481,-0.0005,walking
-0.9807,-0.0717,-0.0355,walking
-0.9261,-0.0669,-0.0077,walking
-0.9038,-0.0453,0.0277,walking
-1.0022,-0.0104,0.0466,walking
-1.0579,0.0133,-0.0021,walking
-1.0702,0.0426,-0.0017,walking
-1.0360,0.0635,-0.0166,walking
-1.2908,0.0896,-0.0018,walking
-1.4714,0.0968,-0.0472,walking
-0.9025,0.0912,-0.2152,walking
-0.7189,0.1206,0.0118,walking
-1.1726,0.0697,0.0490,walking
-0.9393,0.0553,-0.0920,walking
-0.7168,0.1276,-0.0121,walking
-0.7770,0.1107,0.0010,walking
-0.9385,0.0814,-0.0125,walking
-0.9667,0.0486,-0.0952,walking
-1.0413,0.0150,-0.1040,walking
-1.1245,0.0114,-0.0815,walking
-1.1544,0.0054,-0.1154,walking
-1.1150,0.0059,-0.1685,walking
-1.2440,0.0151,-0.1483,walking
-1.1025,-0.0460,-0.1815,walking
-1.0129,-0.0397,-0.1202,walking
-1.1943,-0.0144,-0.0588,walking
-1.4941,0.0128,-0.1132,walking
-0.9867,0.0151,-0.2048,walking
-0.8298,0.0466,-0.0266,walking
-1.2164,0.0469,0.0220,walking
-1.1738,0.0381,-0.0837,walking
-0.9446,0.0730,-0.0066,walking
-0.9664,0.0814,0.0679,walking
-0.9341,0.0551,0.0627,walking
-0.8461,0.0521,0.0448,walking
-0.8109,0.0359,0.0348,walking
-0.7720,0.0270,0.0592,walking
-0.8752,0.0322,0.0972,walking
-0.8829,0.0211,0.0214,walking
-0.8447,0.0221,0.0099,walking
-0.9180,0.0238,0.0344,walking
-1.0586,0.0231,-0.0068,walking
-1.0763,0.0476,-0.0573,walking
-1.1241,0.0435,-0.0870,walking
-1.1583,0.0414,-0.0885,walking
-1.2672,0.0615,-0.0771,walking
-1.4172,0.0958,-0.1124,walking
-0.8976,0.0697,-0.2316,walking
-0.9058,0.0831,-0.0096,walking
-1.1182,0.0289,0.0006,walking
-0.9739,-0.0052,-0.1033,walking
-0.6338,-0.0670,-0.3822,walking
-1.0387,0.0648,0.0664,walking
-0.7133,-0.0449,-0.0205,walking
-0.9418,-0.0320,0.1016,walking
-0.8679,-0.0531,-0.1102,walking
-0.9525,0.0089,-0.0431,walking
-1.0358,-0.0038,-0.0433,walking
-0.9235,-0.0023,-0.0493,walking
-1.2118,0.0629,-0.0004,walking
-1.2753,0.0125,-0.1477,walking
-1.2621,-0.0503,-0.0734,walking
-1.2281,-0.0327,-0.0826,walking
-1.0865,-0.0385,-0.0911,walking
-0.9637,0.0278,-0.0367,walking
-1.0753,0.0103,-0.0022,walking
-0.9382,-0.0160,0.0007,walking
-0.9572,0.0477,0.0319,walking
-1.0188,0.0883,0.0037,walking
-1.0071,0.1544,-0.0505,walking
-0.7377,0.1555,-0.1091,walking
-0.6912,0.1584,-0.0258,walking
-0.7172,0.1455,0.0028,walking
-0.7982,0.1620,0.0023,walking
-0.8479,0.1542,-0.0255,walking
-0.9927,0.1310,-0.0093,walking
-1.1329,0.0660,-0.0446,walking
-1.2825,0.0265,-0.0613,walking
-1.2576,-0.0372,-0.1062,walking
-1.3473,-0.0679,-0.0496,walking
-1.2983,-0.0804,-0.0481,walking
-0.9149,-0.0778,-0.0756,walking
-0.9668,-0.0239,0.0363,walking
-1.1589,-0.0465,0.0723,walking
-0.9849,-0.0486,0.0416,walking
-0.6898,-0.0159,0.0632,walking
-0.7157,0.0328,0.0975,walking
-0.8627,0.0732,0.1074,walking
-0.9574,0.1060,0.0269,walking
-0.8965,0.1301,-0.0413,walking
-1.0201,0.1666,-0.0012,walking
-1.1462,0.1255,-0.0800,walking
-1.0803,0.1096,-0.1238,walking
-1.0767,0.1121,-0.1145,walking
-1.1813,0.1007,-0.0795,walking
-1.3580,0.1122,-0.0558,walking
-1.1636,0.0906,-0.1436,walking
-0.8485,0.0897,-0.0691,walking
-0.8971,0.0908,0.0089,walking
-1.0610,0.1154,-0.0206,walking
-0.9391,0.1119,-0.1211,walking
-0.9905,0.0741,-0.0491,walking
-1.0471,0.0222,-0.0804,walking
-1.0856,0.0417,-0.0706,walking
-1.0107,0.0470,-0.1133,walking
-0.9894,0.0411,-0.0548,walking
-1.0118,-0.0081,-0.0522,walking
-0.9653,-0.0474,-0.0488,walking
-0.9248,-0.0604,-0.0247,walking
-0.8574,-0.0802,-0.0193,walking
-0.9349,-0.0685,0.0195,walking
-0.8976,-0.0742,-0.0284,walking
-0.8853,-0.0603,0.0060,walking
-1.0575,-0.0541,0.0127,walking
-1.2140,-0.0402,-0.0184,walking
-1.2649,-0.0066,-0.0234,walking
-1.2738,0.0513,-0.0441,walking
-0.9884,0.0754,-0.0980,walking
-1.1285,0.1425,0.0433,walking
-1.1394,0.0973,-0.0590,walking
-0.9995,0.1112,-0.0273,walking
-0.9111,0.1193,0.0499,walking
-0.8513,0.1162,0.0129,walking
-0.8649,0.1597,0.0254,walking
-0.8698,0.1425,-0.0204,walking
-0.8901,0.1047,-0.0392,walking
-0.8350,0.0709,-0.0621,walking
-0.8871,0.0820,-0.0502,walking
-0.9893,0.0934,-0.0796,walking
-1.0214,0.0850,-0.0977,walking
-1.0542,0.0837,-0.0604,walking
-1.1008,0.0771,-0.0731,walking
-1.0983,0.0824,-0.1100,walking
-1.1729,0.0875,-0.1169,walking
-1.0175,0.0492,-0.1417,walking
-1.0592,0.0618,-0.0702,walking
-1.2635,0.0530,-0.0571,walking
-1.3872,0.0466,-0.0625,walking
-1.2198,0.0024,-0.0886,walking
-0.9473,-0.0337,-0.0588,walking
-0.8583,-0.0374,-0.0125,walking
-1.0145,-0.0437,0.0425,walking
-0.9594,-0.0796,-0.0142,walking
-0.8037,-0.0780,0.0375,walking
-0.7366,-0.0837,0.0216,walking
-0.7355,-0.0917,0.0093,walking
-0.7985,-0.0625,-0.0009,walking
-0.9133,-0.0200,-0.0161,walking
-0.9980,0.0187,-0.0322,walking
-1.0167,0.0410,-0.0549,walking
-1.0717,0.0787,-0.0686,walking
-1.0879,0.0981,-0.0994,walking
-1.1527,0.1256,-0.0742,walking
-1.0836,0.1206,-0.0906,walking
-1.0737,0.1433,-0.0187,walking
-1.0997,0.1354,-0.0243,walking
-1.1830,0.1482,-0.0054,walking
-1.1440,0.1176,-0.0461,walking
-1.0767,0.1091,-0.0515,walking
-1.0002,0.0929,-0.0529,walking
-1.0483,0.0928,-0.0135,walking
-1.0685,0.0759,-0.0039,walking
-0.9623,0.0515,-0.0085,walking
-0.8838,0.0353,0.0441,walking
-0.8931,0.0293,0.0632,walking
-0.8748,0.0452,0.0560,walking
-0.9863,0.0343,0.0115,walking
-1.0284,0.0247,-0.0182,walking
-1.1105,0.0121,-0.0300,walking
-0.9204,-0.0078,-0.1223,walking
-0.9082,0.0543,0.0588,walking
-0.9923,0.0896,0.0720,walking
-1.0011,0.0239,0.0724,walking
-1.0383,0.0101,0.0879,walking
-1.1400,0.0190,0.1100,walking
-1.1825,0.0048,0.1215,walking
-1.1870,-0.0131,0.1311,walking
-1.1626,-0.0271,0.1340,walking
-1.1377,-0.0286,0.1335,walking
-1.0928,-0.0155,0.1309,walking
-0.9910,-0.0443,0.1094,walking
-0.9136,-0.0518,0.0800,walking
-0.9413,-0.0035,0.0619,walking
-0.9835,0.0332,0.0605,walking
-0.9944,0.0294,0.0592,walking
-0.9957,0.0195,0.0466,walking
-0.9485,0.0088,0.0182,walking
-0.9379,0.0286,0.0288,walking
-0.9655,0.1028,0.0330,walking
-0.9031,0.1058,0.0355,walking
-0.8896,0.1033,0.0516,walking
-0.8564,0.1035,0.0619,walking
-0.9094,0.1123,0.0706,walking
-1.0137,0.1212,0.0905,walking
-1.0267,0.0527,0.1034,walking
-1.0398,0.0037,0.1060,walking
-1.1002,0.0219,0.1163,walking
-1.1266,0.0288,0.1266,walking
-1.0776,-0.0081,0.1176,walking
-0.9845,-0.0472,0.1040,walking
-0.9318,-0.0447,0.0891,walking
-0.8668,-0.0109,0.0649,walking
-0.8611,0.0355,0.0533,walking
-0.8696,0.0646,0.0538,walking
-0.8788,0.0653,0.0504,walking
-0.9673,0.0686,0.0481,walking
-1.0059,0.0391,0.0364,walking
-0.9856,-0.0032,0.0214,walking
-0.9456,-0.0490,0.0144,walking
-0.9541,-0.0071,0.0280,walking
-0.9924,0.0773,0.0602,walking
-0.9398,0.1025,0.0884,walking
-0.8940,0.1016,0.0934,walking
-0.8813,0.1035,0.0809,walking
-0.8979,0.1100,0.0592,walking
