ax,ay,az,gx,gy,gz,label
-0.916,0.297,0.240,3.296,-0.854,-5.005,0
-0.918,0.302,0.243,4.150,-0.610,-5.920,0
-0.927,0.298,0.237,6.165,0.122,-6.470,0
-0.940,0.292,0.237,6.958,0.427,-6.836,0
-0.922,0.295,0.238,8.423,0.977,-7.202,0
-0.917,0.294,0.234,11.292,1.221,-7.202,0
-0.920,0.289,0.231,12.451,1.404,-7.263,0
-0.919,0.294,0.227,12.451,1.404,-7.263,0
-0.910,0.285,0.224,6.348,0.977,-7.385,0
-0.915,0.284,0.233,-2.197,0.305,-7.568,0
-0.913,0.285,0.238,-3.723,0.122,-8.179,0
-0.882,0.292,0.233,2.625,-0.183,-8.362,0
-0.877,0.293,0.228,11.902,0.305,-8.911,0
-0.901,0.294,0.227,18.921,0.366,-9.521,0
-0.910,0.293,0.224,21.057,0.366,-9.949,0
-0.896,0.287,0.220,14.648,-0.244,-10.681,0
-0.894,0.289,0.215,4.883,-0.610,-11.108,0
-0.888,0.297,0.211,-2.930,-1.160,-11.292,0
-0.884,0.303,0.210,-7.080,-1.160,-10.925,0
-0.891,0.308,0.216,-9.033,-1.160,-10.986,0
-0.913,0.319,0.219,-7.446,-1.404,-10.498,0
-0.927,0.327,0.224,-2.869,-1.648,-9.460,0
-0.941,0.329,0.226,-1.038,-2.075,-8.545,0
-0.916,0.331,0.227,-2.014,-2.625,-7.751,0
-0.902,0.333,0.229,-2.319,-2.991,-7.080,0
-0.891,0.337,0.229,0.671,-3.235,-6.165,0
-0.885,0.342,0.228,5.127,-2.991,-6.104,0
-0.876,0.345,0.233,6.775,-2.808,-5.615,0
-0.875,0.340,0.236,0.610,-2.930,-5.615,0
-0.897,0.342,0.237,-8.179,-2.686,-6.042,0
-0.915,0.348,0.242,-12.207,-2.502,-6.165,0
-0.948,0.359,0.253,-8.789,-2.441,-6.042,0
-0.959,0.366,0.258,-0.366,-2.625,-5.432,0
-0.946,0.371,0.252,9.705,-2.625,-4.333,0
-0.925,0.360,0.240,13.489,-2.808,-2.563,0
-0.910,0.355,0.232,10.010,-2.625,-1.404,0
-0.897,0.345,0.227,7.202,-2.808,-0.977,0
-0.881,0.344,0.232,7.690,-2.991,-1.099,0
-0.875,0.343,0.220,10.986,-3.357,-1.892,0
-0.866,0.337,0.210,10.376,-3.845,-2.563,0
-0.872,0.335,0.197,6.409,-4.211,-3.357,0
-0.891,0.339,0.195,1.648,-4.700,-3.845,0
-0.917,0.340,0.195,-1.831,-4.944,-4.395,0
-0.896,0.341,0.194,-2.441,-5.737,-4.333,0
-0.877,0.345,0.196,1.099,-6.226,-3.723,0
-0.881,0.338,0.186,4.761,-6.958,-3.296,0
-0.883,0.329,0.188,5.188,-7.141,-2.991,0
-0.891,0.335,0.187,6.531,-7.263,-2.747,0
-0.912,0.338,0.191,9.460,-7.507,-2.136,0
-0.921,0.331,0.196,11.475,-7.629,-1.892,0
-0.920,0.334,0.198,13.367,-7.690,-1.465,0
-0.923,0.339,0.203,14.404,-7.751,-1.282,0
-0.928,0.341,0.199,12.146,-7.080,-1.038,0
-0.936,0.339,0.202,8.301,-6.165,-0.916,0
-0.927,0.345,0.202,4.761,-5.188,-0.732,0
-0.912,0.349,0.204,2.197,-3.967,-0.183,0
-0.905,0.341,0.205,-2.563,-3.113,-0.244,0
-0.900,0.342,0.209,-11.169,-2.197,-0.488,0
-0.888,0.343,0.208,-18.799,-1.343,-0.916,0
-0.893,0.349,0.208,-23.621,-0.488,-0.916,0
-0.905,0.359,0.210,-23.560,0.427,-1.099,0
-0.905,0.358,0.212,-20.630,0.793,-0.854,0
-0.891,0.366,0.210,-16.052,1.221,-0.366,0
-0.888,0.368,0.207,-12.329,1.221,0.244,0
-0.905,0.366,0.208,-8.606,1.282,0.305,0
-0.924,0.369,0.209,-1.587,1.587,0.183,0
-0.918,0.371,0.212,4.150,1.587,0.000,0
-0.895,0.368,0.212,4.150,1.648,-0.061,0
-0.881,0.364,0.202,-0.854,1.587,-0.122,0
-0.879,0.366,0.199,-7.080,2.136,-0.427,0
-0.885,0.370,0.205,-11.963,2.625,-0.183,0
-0.893,0.372,0.213,-16.724,3.174,-0.244,0
-0.901,0.370,0.209,-19.104,3.906,-0.183,0
-0.897,0.373,0.214,-18.738,4.456,-0.366,0
-0.898,0.370,0.213,-19.348,4.883,-0.549,0
-0.893,0.367,0.213,-24.780,5.127,-1.099,0
-0.906,0.372,0.212,-28.137,5.005,-1.465,0
-0.912,0.380,0.214,-25.757,5.188,-0.977,0
-0.920,0.390,0.226,-19.775,5.371,-0.366,0
-0.910,0.389,0.227,-11.475,5.127,-0.244,0
-0.908,0.370,0.215,-3.479,4.761,0.122,0
-0.908,0.373,0.210,3.357,4.700,0.183,0
-0.890,0.371,0.198,7.263,4.333,0.610,0
-0.888,0.360,0.181,5.554,4.211,0.854,0
-0.890,0.367,0.187,4.272,4.089,1.282,0
-0.887,0.362,0.188,1.038,4.211,1.709,0
-0.892,0.359,0.191,-4.883,4.333,2.319,0
-0.891,0.359,0.196,-6.897,5.005,2.869,0
-0.882,0.381,0.193,-4.578,5.371,3.845,0
-0.895,0.364,0.183,-7.812,5.371,4.028,0
-0.913,0.370,0.193,-8.545,5.737,3.723,0
-0.907,0.367,0.192,-4.639,5.737,3.174,0
-0.904,0.372,0.191,1.465,5.310,2.808,0
-0.909,0.377,0.184,3.723,4.578,2.502,0
-0.912,0.375,0.179,-0.183,3.845,2.075,0
-0.906,0.379,0.175,-8.362,3.662,1.709,0
-0.905,0.378,0.171,-15.259,3.479,1.587,0
-0.892,0.378,0.174,-16.052,3.540,1.038,0
-0.888,0.382,0.177,-13.184,2.930,0.427,0
-0.893,0.381,0.183,-9.277,2.136,-0.305,0
-0.899,0.384,0.188,-6.714,1.038,-0.671,0
-0.894,0.380,0.185,-3.296,0.610,-1.343,0
-0.883,0.371,0.189,-0.977,0.366,-1.831,0
-0.881,0.380,0.183,1.831,0.549,-1.953,0
-0.876,0.376,0.188,4.456,0.549,-1.892,0
-0.883,0.365,0.183,4.211,0.916,-1.831,0
-0.876,0.364,0.185,2.808,1.343,-1.709,0
-0.885,0.354,0.181,-1.770,1.953,-1.587,0
-0.905,0.354,0.177,-7.324,2.197,-1.099,0
-0.907,0.353,0.179,-11.475,2.563,-0.122,0
-0.900,0.367,0.192,-10.742,2.319,1.099,0
-0.906,0.366,0.193,-9.155,1.709,2.502,0
-0.900,0.363,0.194,-10.498,1.099,3.357,0
-0.885,0.370,0.198,-11.292,0.610,3.723,0
-0.889,0.375,0.204,-6.714,0.122,3.540,0
-0.890,0.383,0.206,-0.549,0.000,3.052,0
-0.896,0.389,0.210,5.920,-0.488,2.563,0
-0.901,0.387,0.210,8.057,-0.732,2.014,0
-0.893,0.379,0.207,3.906,-0.793,1.526,0
-0.885,0.386,0.207,-0.793,-0.488,0.732,0
-0.908,0.386,0.211,-2.808,0.122,0.488,0
-0.904,0.387,0.220,-4.395,0.488,-0.122,0
-0.900,0.385,0.220,-4.944,0.610,-0.793,0
-0.886,0.381,0.217,-4.150,0.549,-1.404,0
-0.883,0.377,0.217,-3.296,0.488,-1.892,0
-0.881,0.376,0.212,-2.747,0.000,-2.319,0
-0.886,0.377,0.209,-2.197,0.427,-2.319,0
-0.887,0.373,0.208,-2.563,0.122,-2.075,0
-0.875,0.373,0.206,-4.272,0.183,-2.075,0
-0.872,0.372,0.206,-5.432,-0.183,-1.709,0
-0.873,0.371,0.211,-4.578,-0.183,-1.526,0
-0.875,0.369,0.205,-3.357,-0.122,-1.404,0
-0.883,0.369,0.201,-1.526,0.305,-1.343,0
-0.887,0.371,0.205,1.282,0.793,-0.977,0
