ax,ay,az,gx,gy,gz,label
-1.120,0.258,-0.248,-104.492,36.865,-48.767,2
-1.078,0.271,-0.234,-123.291,36.072,-57.190,2
-1.012,0.300,-0.201,-124.695,35.156,-64.453,2
-0.934,0.327,-0.167,-96.130,35.217,-69.946,2
-0.876,0.331,-0.158,-46.570,37.354,-73.792,2
-0.832,0.332,-0.146,9.460,40.894,-74.951,2
-0.804,0.334,-0.151,94.299,49.011,-72.327,2
-0.761,0.318,-0.197,192.688,61.951,-63.721,2
-0.818,0.283,-0.271,267.822,78.796,-49.744,2
-0.962,0.212,-0.310,281.067,92.041,-33.203,2
-0.957,0.122,-0.277,222.900,100.098,-14.221,2
-0.909,0.048,-0.235,101.929,102.234,3.174,2
-0.902,0.085,-0.176,4.517,100.281,14.404,2
-0.800,0.089,-0.126,-94.421,96.313,20.447,2
-0.913,0.101,0.004,-250.366,87.219,18.677,2
-0.918,0.295,0.117,-360.229,76.477,13.794,2
-0.904,0.470,0.250,-354.736,67.627,10.681,2
-0.954,0.555,0.356,-286.743,57.495,9.949,2
-0.928,0.553,0.413,-218.079,47.729,8.972,2
-1.028,0.549,0.442,-172.729,39.124,5.310,2
-0.952,0.494,0.422,-170.044,32.288,-2.319,2
-0.919,0.474,0.409,-215.698,26.794,-14.465,2
-0.946,0.561,0.420,-252.014,24.109,-25.452,2
-1.020,0.699,0.458,-252.441,22.644,-36.194,2
-1.160,0.826,0.493,-228.760,21.484,-43.213,2
-1.266,0.902,0.525,-187.683,19.897,-48.340,2
-1.285,0.939,0.520,-135.559,18.494,-52.612,2
-1.240,0.945,0.491,-86.243,17.456,-58.655,2
-1.137,0.913,0.436,-68.054,16.846,-66.162,2
-1.170,0.905,0.420,-75.012,15.137,-75.500,2
-1.086,0.930,0.393,-52.368,14.954,-84.351,2
-1.075,0.932,0.372,-19.104,16.418,-92.957,2
-1.056,0.925,0.361,-0.305,17.456,-100.037,2
-0.979,0.895,0.360,4.639,16.968,-106.445,2
-0.991,0.872,0.367,-23.071,12.756,-111.450,2
-1.020,0.920,0.380,-30.518,9.521,-113.525,2
-1.068,0.972,0.390,-2.930,8.667,-113.831,2
-1.083,1.002,0.384,48.218,11.169,-114.685,2
-1.091,0.996,0.329,108.337,18.555,-118.286,2
-1.148,0.939,0.271,119.934,29.541,-124.939,2
-1.094,0.867,0.245,75.012,42.542,-135.071,2
-1.123,0.872,0.255,20.203,53.467,-148.010,2
-1.154,0.931,0.280,17.029,62.744,-160.828,2
-1.188,0.929,0.265,50.842,70.923,-169.067,2
-1.137,0.832,0.203,72.083,80.688,-175.232,2
-1.115,0.709,0.122,52.673,90.271,-180.298,2
-1.043,0.618,0.068,14.282,98.083,-183.472,2
-0.961,0.578,0.073,9.033,102.966,-182.495,2
-0.847,0.490,0.067,40.588,108.765,-175.354,2
-0.764,0.356,0.003,69.946,115.173,-164.368,2
-0.678,0.166,-0.062,59.509,121.765,-153.076,2
-0.535,0.054,-0.111,11.658,123.779,-144.287,2
-0.535,0.156,0.065,-21.118,122.437,-137.817,2
-0.351,0.389,0.121,-78.003,114.014,-122.009,2
0.346,0.405,0.074,-152.039,102.051,-99.426,2
0.873,0.474,-0.077,-174.744,98.267,-80.505,2
1.144,0.584,-0.014,-194.763,96.008,-60.059,2
0.376,0.578,0.200,-251.770,79.712,-39.612,2
-0.225,0.816,0.154,-282.532,53.711,-27.405,2
0.248,1.090,0.098,-127.930,40.894,-17.151,2
0.162,1.276,0.089,112.793,35.461,-11.108,2
-0.035,1.276,0.085,209.961,28.748,-11.597,2
-0.021,1.255,0.037,205.383,24.048,-18.738,2
0.095,1.302,0.078,102.966,20.874,-25.330,2
0.249,1.229,0.151,72.327,21.729,-32.471,2
0.055,1.308,0.151,118.713,26.611,-32.776,2
0.154,1.109,-0.017,171.326,35.583,-34.180,2
0.100,1.051,0.145,169.312,44.922,-37.048,2
0.203,0.866,0.069,144.958,52.063,-39.551,2
0.219,0.773,0.053,94.666,58.228,-43.213,2
0.195,0.805,0.102,43.945,63.477,-47.546,2
0.208,0.842,0.138,41.931,69.092,-50.232,2
0.207,0.819,0.135,53.101,74.402,-50.842,2
0.257,0.735,0.119,51.575,79.407,-49.377,2
0.249,0.795,0.169,27.527,82.275,-48.584,2
0.227,0.831,0.230,8.118,83.801,-48.523,2
0.261,0.849,0.258,2.319,84.229,-49.500,2
0.239,0.904,0.310,9.094,83.740,-50.049,2
0.265,0.926,0.340,20.935,83.435,-50.354,2
0.237,0.947,0.350,26.489,83.496,-51.208,2
0.238,0.969,0.367,34.058,83.801,-51.819,2
0.231,0.962,0.396,43.335,84.229,-53.223,2
0.222,1.037,0.472,54.932,83.862,-54.626,2
0.199,1.081,0.575,54.749,82.031,-59.692,2
0.137,1.283,0.633,89.661,80.322,-64.209,2
0.199,1.194,0.678,146.179,83.130,-71.777,2
0.300,1.162,0.610,164.307,86.365,-76.843,2
0.370,1.124,0.520,137.390,90.332,-79.956,2
0.459,1.207,0.484,94.055,95.581,-82.703,2
0.380,1.164,0.482,77.209,101.135,-85.999,2
0.356,0.993,0.498,71.106,108.948,-92.834,2
0.463,0.853,0.534,54.749,113.586,-97.656,2
0.521,0.752,0.499,36.682,117.798,-101.562,2
0.634,0.506,0.460,4.822,121.277,-106.384,2
0.641,0.481,0.430,-1.221,125.122,-108.459,2
0.642,0.321,0.314,-27.527,130.005,-108.032,2
0.672,0.276,0.288,-55.542,133.667,-104.065,2
0.588,0.175,0.198,-47.729,140.503,-96.619,2
0.270,0.421,0.040,-5.615,153.076,-79.712,2
0.090,-0.013,-0.181,19.043,170.471,-63.049,2
-0.129,-0.077,-0.303,29.602,183.838,-47.424,2
-0.423,-0.126,-0.334,39.917,201.111,-27.466,2
-0.757,-0.220,-0.781,-62.683,229.675,-6.714,2
-1.099,-0.135,-1.016,-203.918,257.690,13.184,2
-1.542,-0.022,-0.989,-267.639,271.545,30.334,2
-1.385,0.045,-1.020,-169.739,268.799,61.829,2
-1.221,-0.336,-1.288,-91.919,246.582,105.408,2
-1.406,-0.432,-1.583,-58.899,209.045,157.959,2
