ax,ay,az,gx,gy,gz,label
-0.930,0.487,-0.162,-88.318,32.104,-17.212,2
-0.931,0.474,-0.141,-69.641,33.325,-19.043,2
-0.940,0.444,-0.123,-68.359,34.668,-23.010,2
-0.948,0.444,-0.099,-77.332,36.133,-28.503,2
-0.938,0.458,-0.075,-87.463,37.537,-33.691,2
-0.938,0.488,-0.025,-86.609,39.368,-39.368,2
-0.948,0.530,0.014,-58.594,41.992,-45.715,2
-0.928,0.531,0.020,-28.748,45.410,-50.903,2
-0.893,0.509,0.017,-30.334,49.377,-56.458,2
-0.904,0.508,0.012,-54.871,52.917,-61.218,2
-0.886,0.550,0.048,-85.022,56.580,-66.284,2
-0.918,0.623,0.099,-84.900,60.791,-70.618,2
-0.917,0.678,0.151,-56.335,64.636,-73.181,2
-0.954,0.686,0.192,-27.222,68.665,-75.073,2
-1.057,0.698,0.229,-25.696,72.327,-76.965,2
-1.108,0.689,0.281,-49.316,74.524,-80.505,2
-1.148,0.712,0.355,-81.909,75.867,-85.144,2
-1.222,0.757,0.444,-95.581,75.806,-91.003,2
-1.287,0.816,0.525,-83.374,76.721,-97.961,2
-1.363,0.849,0.520,-70.007,80.322,-108.826,2
-1.476,0.879,0.493,-79.041,87.036,-124.817,2
-1.487,0.917,0.469,-100.708,93.445,-144.104,2
-1.418,1.028,0.465,-129.700,96.802,-166.138,2
-1.321,1.126,0.482,-99.426,99.426,-185.181,2
-1.195,1.094,0.443,-44.312,102.783,-197.632,2
-1.072,0.985,0.403,-26.550,104.858,-206.482,2
-0.953,0.917,0.358,-55.908,104.919,-214.050,2
-0.986,0.930,0.326,-63.293,102.844,-216.614,2
-0.929,0.937,0.312,-33.752,100.708,-212.830,2
-0.768,0.850,0.244,-11.230,101.013,-202.148,2
-0.680,0.761,0.183,-15.259,102.234,-190.124,2
-0.539,0.660,0.173,-18.860,101.135,-177.551,2
-0.373,0.542,0.134,2.869,98.450,-163.391,2
-0.323,0.364,0.059,28.687,96.191,-149.719,2
0.132,0.207,-0.051,54.504,95.276,-138.550,2
-0.335,0.620,0.110,80.688,88.318,-115.479,2
0.030,0.878,0.048,69.275,76.782,-70.740,2
0.612,0.594,-0.147,67.566,75.623,-36.438,2
0.289,0.611,-0.070,49.500,71.228,-7.874,2
-0.062,0.475,-0.004,-13.855,59.814,10.559,2
-0.176,0.674,0.077,-15.625,49.377,12.329,2
-0.292,0.930,0.120,74.097,46.814,11.047,2
-0.387,0.990,0.142,115.540,45.410,5.432,2
-0.356,1.094,0.196,125.732,46.875,-4.150,2
-0.324,1.089,0.246,125.061,49.561,-12.268,2
-0.330,1.087,0.319,101.440,52.795,-21.606,2
-0.277,1.118,0.357,80.078,56.213,-29.480,2
-0.240,1.108,0.411,47.058,58.899,-34.302,2
-0.183,1.139,0.419,36.560,63.232,-39.490,2
-0.268,1.170,0.361,48.889,66.650,-41.809,2
-0.210,1.079,0.343,53.772,69.946,-43.762,2
-0.208,1.046,0.359,46.509,71.289,-44.800,2
-0.156,0.944,0.402,28.198,73.181,-45.715,2
-0.141,0.876,0.425,-11.963,74.585,-47.913,2
-0.100,0.854,0.422,-35.095,74.951,-49.377,2
-0.038,0.833,0.420,-33.630,73.486,-49.255,2
0.001,0.783,0.385,-30.090,71.228,-48.340,2
0.101,0.750,0.351,-29.419,69.214,-46.936,2
0.140,0.719,0.319,-32.349,66.406,-46.326,2
0.178,0.706,0.297,-32.227,63.354,-45.471,2
0.216,0.699,0.301,-20.935,59.143,-44.006,2
0.271,0.683,0.290,-5.859,54.382,-42.053,2
0.394,0.685,0.260,-0.549,48.645,-38.452,2
0.444,0.671,0.228,-4.517,44.067,-34.546,2
0.460,0.693,0.208,-7.935,40.466,-31.006,2
0.386,0.737,0.190,4.578,38.391,-26.978,2
0.418,0.751,0.170,19.104,36.804,-22.888,2
0.509,0.760,0.139,27.100,35.461,-18.127,2
0.608,0.763,0.115,28.442,35.034,-12.085,2
0.583,0.764,0.093,32.837,36.682,-5.432,2
0.456,0.747,0.085,42.786,39.795,-1.099,2
1.346,-0.715,-1.546,45.044,59.509,20.325,2
0.161,3.138,0.070,19.104,57.922,12.085,2
-0.357,1.614,0.163,18.188,63.232,16.968,2
0.275,0.284,-0.727,7.690,61.646,10.559,2
0.431,0.958,-0.231,27.405,59.143,13.611,2
