ax,ay,az,gx,gy,gz,label
-0.890,0.356,0.262,-13.977,-2.930,-4.395,0
-0.884,0.338,0.258,-0.183,-2.136,-3.967,0
-0.882,0.315,0.251,7.568,-0.732,-3.845,0
-0.904,0.287,0.248,9.521,1.221,-4.333,0
-0.917,0.261,0.232,9.155,3.052,-4.272,0
-0.920,0.234,0.237,6.409,4.578,-4.578,0
-0.944,0.244,0.246,6.470,5.432,-3.967,0
-0.951,0.268,0.259,11.108,5.859,-2.136,0
-0.940,0.270,0.261,16.479,5.554,-0.122,0
-0.922,0.258,0.248,16.418,5.127,2.197,0
-0.917,0.244,0.237,7.080,4.272,3.845,0
-0.916,0.242,0.238,-8.545,3.601,5.310,0
-0.923,0.256,0.239,-24.902,2.502,7.446,0
-0.924,0.276,0.233,-32.349,1.831,9.399,0
-0.916,0.297,0.232,-27.893,1.831,11.597,0
-0.904,0.292,0.224,-17.212,2.258,13.428,0
-0.913,0.286,0.212,-8.179,2.869,14.587,0
-0.921,0.279,0.209,-8.301,3.784,14.526,0
-0.925,0.286,0.201,-10.437,4.883,13.916,0
-0.932,0.304,0.194,-8.179,6.409,12.939,0
-0.932,0.315,0.187,-2.563,8.301,11.658,0
-0.903,0.313,0.176,0.793,10.010,10.864,0
-0.934,0.305,0.187,-4.333,11.047,9.705,0
-0.924,0.291,0.186,-15.442,11.353,8.484,0
-0.930,0.284,0.193,-27.405,11.719,7.446,0
-0.930,0.285,0.193,-33.936,12.024,6.348,0
-0.927,0.293,0.195,-33.691,12.085,6.042,0
-0.923,0.290,0.203,-29.053,11.902,5.432,0
-0.926,0.277,0.206,-26.672,11.475,5.371,0
-0.931,0.275,0.202,-25.024,11.108,5.066,0
-0.928,0.267,0.214,-25.635,10.315,4.883,0
-0.913,0.268,0.224,-27.222,9.216,4.456,0
-0.907,0.289,0.229,-25.513,8.179,4.333,0
-0.906,0.290,0.228,-20.508,6.592,4.761,0
-0.914,0.294,0.224,-17.029,5.859,4.761,0
-0.926,0.297,0.221,-14.648,5.066,4.944,0
-0.927,0.286,0.223,-14.160,4.456,4.822,0
-0.915,0.276,0.231,-18.188,2.991,4.028,0
-0.920,0.287,0.232,-16.724,1.953,3.723,0
-0.930,0.297,0.218,-6.775,1.892,3.601,0
-0.917,0.287,0.206,0.732,1.831,2.930,0
-0.914,0.280,0.198,0.854,1.526,2.197,0
-0.921,0.286,0.201,0.061,1.404,1.831,0
-0.925,0.293,0.197,-1.465,1.221,1.282,0
-0.930,0.284,0.202,-1.892,0.610,0.977,0
