ax,ay,az,gx,gy,gz,label
-0.837,0.689,0.027,-80.627,19.653,7.996,2
-0.842,0.725,0.053,-114.685,23.376,6.653,2
-0.862,0.796,0.093,-106.750,28.687,4.578,2
-0.862,0.811,0.113,-54.749,35.645,2.319,2
-0.845,0.736,0.070,-49.500,42.725,-1.038,2
-0.803,0.708,0.063,-83.801,50.110,-5.920,2
-0.826,0.728,0.128,-119.873,59.692,-12.573,2
-0.809,0.750,0.182,-133.545,66.284,-19.409,2
-0.810,0.781,0.214,-88.501,72.815,-25.757,2
-0.774,0.775,0.219,-44.922,77.393,-29.114,2
-0.813,0.734,0.193,-57.556,82.153,-34.851,2
-0.816,0.699,0.156,-102.844,85.388,-41.382,2
-0.850,0.811,0.207,-135.437,88.989,-50.049,2
-0.825,0.896,0.268,-108.643,91.125,-58.167,2
-0.801,0.889,0.269,-62.683,92.957,-64.148,2
-0.793,0.884,0.255,-35.889,94.177,-67.566,2
-0.850,0.861,0.263,-32.715,95.886,-71.838,2
-0.820,0.882,0.265,-46.997,97.107,-78.491,2
-0.856,0.926,0.268,-54.993,97.900,-85.937,2
-0.988,1.002,0.307,-45.044,98.694,-95.154,2
-0.921,1.017,0.347,-18.555,99.854,-104.065,2
-0.853,0.961,0.351,-19.714,101.624,-113.647,2
-0.811,0.889,0.293,-67.017,102.417,-123.169,2
-0.783,0.888,0.286,-128.662,101.257,-134.155,2
-0.802,0.939,0.317,-143.127,96.985,-143.188,2
-0.799,0.962,0.360,-109.314,89.294,-150.391,2
-0.811,0.979,0.385,-41.138,79.651,-152.222,2
-0.718,0.936,0.335,0.793,71.533,-149.963,2
-0.662,0.958,0.343,5.859,62.622,-145.508,2
-0.657,1.018,0.354,44.373,56.335,-137.390,2
-0.596,1.005,0.370,77.881,52.063,-125.183,2
-0.481,1.028,0.366,106.262,48.584,-109.741,2
-0.445,1.015,0.369,122.314,44.189,-95.276,2
-0.429,0.989,0.369,120.972,38.818,-83.008,2
-0.445,0.970,0.361,126.648,34.729,-74.524,2
