ax,ay,az,gx,gy,gz,label
0.744,0.914,-0.075,-53.345,20.569,-11.780,2
-0.738,0.914,-0.064,-49.622,24.048,-14.526,2
-0.744,0.904,-0.056,-48.218,28.198,-18.188,2
-0.719,0.881,-0.061,-55.847,32.959,-21.301,2
-0.700,0.874,-0.032,-46.570,39.551,-24.353,2
-0.662,0.802,-0.072,-25.452,47.058,-25.635,2
-0.590,0.732,-0.057,-24.963,55.847,-26.001,2
-0.564,0.719,-0.044,-37.354,64.087,-25.208,2
-0.516,0.682,-0.010,-50.842,70.923,-23.560,2
-0.585,0.693,0.008,-72.876,76.477,-23.621,2
-0.698,0.726,0.021,-68.298,80.994,-23.254,2
-0.792,0.720,-0.038,-30.457,85.815,-23.254,2
-0.815,0.710,-0.064,-17.700,91.675,-21.973,2
-0.847,0.747,-0.071,-41.626,96.558,-23.682,2
-0.895,0.875,-0.062,-37.842,100.403,-28.625,2
-0.918,0.995,-0.024,-9.399,102.722,-34.668,2
-0.917,1.039,-0.009,23.743,104.736,-39.551,2
-0.919,1.042,-0.041,9.155,106.445,-44.006,2
-0.910,1.022,-0.070,-13.489,111.633,-50.842,2
-0.918,1.003,-0.080,-44.373,117.493,-59.387,2
-0.867,1.020,-0.101,-59.082,123.291,-67.444,2
-0.870,1.031,-0.099,-75.500,129.517,-75.623,2
-1.035,1.069,-0.082,-124.023,132.324,-82.886,2
-1.274,1.217,-0.031,-171.997,131.653,-92.651,2
-1.512,1.376,0.125,-144.043,126.099,-100.769,2
-1.623,1.346,0.209,-58.899,117.676,-105.652,2
-1.635,1.095,0.186,-19.714,109.863,-111.511,2
-1.408,0.743,0.187,-45.227,99.365,-117.126,2
-1.175,0.585,0.094,-30.273,96.191,-119.385,2
-0.722,0.347,0.043,-17.761,98.755,-114.380,2
-0.266,0.134,0.058,-33.691,98.938,-110.291,2
0.143,0.097,0.094,-34.790,95.337,-103.943,2
0.337,0.247,0.089,-18.188,92.407,-95.276,2
0.484,0.320,0.104,-16.357,88.867,-80.322,2
0.592,0.614,0.230,-45.166,77.209,-51.147,2
0.968,0.610,-0.132,-41.809,78.735,-21.912,2
1.714,0.106,0.133,-18.616,79.956,-14.160,2
1.687,0.025,0.012,-60.974,76.721,-20.142,2
-0.063,0.679,0.040,-114.502,63.843,-6.165,2
-0.412,0.906,0.068,-2.808,60.059,-2.991,2
-0.354,0.958,0.151,133.423,58.350,-6.226,2
-0.416,0.895,0.109,116.821,55.298,-16.785,2
-0.626,1.178,0.084,-38.208,53.162,-37.659,2
-0.722,1.491,0.294,-30.151,54.626,-54.321,2
-0.491,1.531,0.360,30.273,56.641,-64.697,2
-0.440,1.499,0.378,34.912,57.312,-71.350,2
-0.438,1.561,0.392,52.307,58.350,-72.998,2
-0.483,1.517,0.350,62.317,59.143,-74.463,2
-0.472,1.429,0.332,59.387,59.265,-78.491,2
-0.504,1.357,0.318,65.674,59.875,-82.275,2
-0.398,1.247,0.300,65.613,60.791,-85.815,2
-0.396,1.144,0.251,45.410,62.744,-88.501,2
-0.278,1.126,0.326,49.316,63.660,-89.355,2
-0.265,1.090,0.349,75.134,64.026,-88.867,2
-0.296,1.064,0.296,137.634,66.895,-85.449,2
-0.211,0.903,0.203,175.537,70.374,-79.590,2
-0.145,0.755,0.144,152.588,72.876,-74.951,2
-0.071,0.743,0.121,115.662,74.768,-70.068,2
-0.001,0.733,0.121,97.961,76.782,-64.026,2
0.073,0.741,0.139,91.248,78.918,-56.030,2
0.165,0.692,-0.001,67.871,80.811,-46.631,2
0.305,0.641,-0.045,3.357,81.543,-37.476,2
0.323,0.638,-0.072,-52.734,81.421,-27.771,2
0.302,0.706,-0.072,-49.072,81.787,-17.578,2
0.264,0.735,-0.074,-24.963,81.726,-10.376,2
0.279,0.741,-0.127,-11.780,80.811,-3.601,2
0.234,0.834,-0.104,-5.798,78.796,3.418,2
0.290,0.863,-0.126,26.672,76.721,10.559,2
0.183,0.878,-0.112,-27.466,73.792,13.672,2
0.148,0.951,-0.026,-83.191,71.350,12.085,2
0.139,1.106,0.092,-42.480,69.824,9.155,2
0.149,1.164,0.153,36.560,66.284,6.653,2
0.094,1.116,0.129,53.040,63.110,1.770,2
0.038,1.104,0.121,28.442,61.462,-6.409,2
-0.000,1.107,0.117,22.766,61.523,-13.916,2
0.007,1.068,0.100,38.635,61.279,-18.677,2
0.164,0.918,0.027,21.240,59.998,-20.752,2
0.092,0.861,0.023,21.362,58.899,-20.935,2
0.168,0.810,-0.039,35.767,57.556,-20.447,2
0.107,0.746,-0.012,56.519,53.955,-18.250,2
0.195,0.735,-0.048,77.576,49.927,-13.916,2
0.146,0.749,-0.031,84.717,45.471,-8.850,2
0.151,0.740,-0.023,108.765,42.480,-4.822,2
0.108,0.803,0.020,149.658,38.635,-0.916,2
0.021,0.800,-0.017,172.729,36.194,3.357,2
0.029,0.781,-0.032,117.065,34.058,4.883,2
-0.033,0.742,-0.011,31.677,33.813,3.906,2
0.065,0.897,0.095,-32.593,34.790,1.465,2
0.078,0.975,0.163,-27.344,36.499,-0.427,2
0.109,0.991,0.219,-22.949,36.377,-1.404,2
0.240,1.037,0.288,-31.250,34.973,0.244,2
0.327,1.067,0.370,-37.659,33.264,3.418,2
0.424,1.116,0.458,-12.939,31.311,6.165,2
0.539,1.107,0.500,11.597,29.053,7.690,2
0.603,1.062,0.520,9.399,28.198,6.958,2
0.647,1.024,0.535,2.808,28.503,4.639,2
0.672,0.970,0.382,-1.892,30.945,0.610,2
0.755,0.928,0.413,23.437,34.607,-3.296,2
0.868,0.902,0.495,11.047,36.499,-6.042,2
0.760,1.002,0.512,22.644,39.429,-9.216,2
0.847,0.889,0.469,52.063,43.579,-13.123,2
0.816,0.870,0.420,56.641,47.302,-16.418,2
0.775,0.875,0.403,34.607,51.514,-20.752,2
0.782,0.925,0.436,28.748,55.176,-24.109,2
0.769,0.963,0.469,25.879,58.777,-27.100,2
0.717,1.016,0.426,36.560,63.599,-31.189,2
0.740,1.040,0.455,46.875,69.580,-38.940,2
0.752,1.151,0.526,33.142,73.792,-49.011,2
0.779,1.266,0.602,36.194,76.782,-57.800,2
0.803,1.277,0.702,46.875,80.017,-66.162,2
0.714,1.073,0.562,51.636,86.060,-78.735,2
0.636,1.201,0.629,55.603,93.384,-92.896,2
0.617,1.087,0.528,35.828,97.290,-107.239,2
0.650,0.948,0.511,41.016,98.389,-118.408,2
0.644,0.835,0.460,64.331,100.037,-125.793,2
0.717,0.599,0.318,58.899,101.501,-129.395,2
0.668,0.386,0.181,16.907,104.431,-129.395,2
0.580,0.226,0.113,-53.406,108.032,-127.991,2
0.455,0.145,0.063,-90.759,112.122,-124.084,2
0.341,0.096,-0.002,-75.439,119.751,-118.042,2
0.150,0.064,-0.113,-31.799,132.935,-108.459,2
-0.407,-0.010,-0.090,-5.005,151.855,-93.567,2
-0.793,-0.424,-0.292,-24.353,168.884,-89.966,2
-1.149,-0.589,-0.816,-24.963,186.707,-78.308,2
-1.623,-0.469,-1.236,-15.991,211.121,-52.002,2
-1.932,-0.512,-1.590,-107.910,227.905,-13.916,2
-1.659,-0.586,-1.409,-250.732,224.365,28.687,2
-1.512,-0.457,-1.155,-214.111,208.862,75.378,2
-1.539,-0.535,-1.334,-120.239,177.673,137.573,2
-1.750,-0.594,-1.632,-97.290,132.568,206.116,2
-1.714,-0.661,-2.071,-108.704,74.951,276.489,2
-1.747,-0.632,-2.220,-133.179,6.104,348.022,2
-2.226,-0.468,-2.610,-60.608,-88.257,423.523,2
-2.844,-0.176,-2.806,17.395,-194.946,489.685,2
-3.646,0.213,-3.087,153.442,-323.791,538.818,2
-4.789,-0.055,-2.276,199.097,-471.436,561.096,2
-6.263,0.947,-1.819,309.326,-630.310,555.908,2
-7.697,0.892,-1.184,413.574,-772.522,509.399,2
-8.000,1.116,-0.398,468.933,-906.982,424.011,2
-8.000,1.164,0.399,506.226,-1007.507,313.721,2
-8.000,1.585,1.519,566.833,-1067.505,202.393,2
-8.000,1.310,3.100,512.512,-1110.413,85.571,2
-6.587,6.202,-8.000,685.364,-595.459,104.126,2
-7.903,2.246,-8.000,913.208,-664.185,-30.396,2
-5.982,2.190,-7.985,648.193,-605.774,-131.104,2
-5.422,1.760,-6.000,434.082,-522.034,-197.998,2
-4.335,1.673,-5.758,357.178,-428.345,-223.022,2
-3.259,0.817,-2.977,423.096,-324.768,-231.934,2
-2.661,0.116,-1.293,419.800,-225.586,-231.018,2
-2.285,-0.244,-0.119,332.764,-144.104,-219.482,2
-1.847,-0.464,0.471,230.835,-66.772,-199.341,2
-1.335,-0.428,0.028,148.621,-20.020,-177.734,2
-0.906,-0.386,0.508,126.343,17.395,-152.161,2
-0.623,-0.330,0.487,102.905,46.143,-125.366,2
-0.376,-0.340,0.362,42.297,65.430,-100.342,2
-0.462,-0.260,0.240,-87.158,77.942,-77.454,2
-0.470,-0.082,0.287,-151.245,78.918,-61.035,2
-0.441,0.065,0.400,-152.405,78.064,-41.748,2
-0.488,0.189,0.259,-146.667,73.242,-24.780,2
-0.458,0.262,0.269,-130.554,69.092,-7.507,2
-0.521,0.326,0.288,-117.371,63.477,3.662,2
-0.573,0.406,0.259,-81.421,58.533,12.939,2
-0.633,0.420,0.221,-54.260,54.138,19.592,2
-0.583,0.426,0.289,-56.824,49.683,25.085,2
-0.441,0.441,0.306,-69.275,44.861,28.442,2
-0.335,0.509,0.315,-70.435,39.917,31.494,2
-0.356,0.568,0.319,-41.687,35.278,33.691,2
-0.282,0.566,0.299,-23.010,31.860,36.316,2
-0.330,0.561,0.262,-42.175,28.198,39.307,2
-0.371,0.603,0.260,-64.270,26.123,42.908,2
-0.310,0.651,0.271,-74.585,26.184,47.119,2
-0.237,0.718,0.292,-63.171,27.771,52.795,2
-0.212,0.753,0.314,-48.767,28.564,57.800,2
-0.295,0.753,0.303,-33.203,29.724,60.303,2
-0.278,0.722,0.286,-43.945,32.593,59.570,2
-0.329,0.725,0.290,-76.538,36.987,57.617,2
-0.432,0.779,0.335,-108.643,41.931,55.603,2
-0.350,0.864,0.371,-95.703,47.119,56.885,2
-0.297,0.824,0.382,-70.557,52.490,59.326,2
-0.299,0.767,0.386,-69.946,55.969,61.035,2
-0.206,0.764,0.390,-107.666,58.960,63.354,2
-0.139,0.818,0.425,-135.254,64.209,67.688,2
-0.132,0.880,0.468,-134.705,70.496,70.984,2
-0.222,0.930,0.519,-117.554,77.026,72.693,2
-0.227,0.943,0.544,-115.723,83.618,72.083,2
-0.314,0.971,0.543,-152.344,91.187,68.542,2
-0.371,1.042,0.571,-184.326,101.257,62.256,2
-0.435,1.168,0.639,-174.255,112.183,54.871,2
-0.489,1.233,0.708,-132.690,122.559,47.363,2
-0.583,1.224,0.680,-111.206,130.920,40.039,2
-0.673,1.207,0.642,-138.855,142.273,29.236,2
-0.790,1.230,0.693,-174.377,154.236,9.521,2
-0.967,1.307,0.762,-173.279,162.720,-11.658,2
-1.019,1.398,0.809,-152.100,167.603,-26.733,2
-1.090,1.458,0.804,-122.925,171.020,-35.400,2
-1.110,1.474,0.787,-96.802,173.828,-41.809,2
-1.162,1.485,0.769,-64.758,177.246,-50.293,2
-1.187,1.461,0.745,-22.034,180.847,-60.120,2
-1.159,1.385,0.672,2.747,184.998,-69.580,2
-1.131,1.302,0.603,-3.113,188.477,-79.041,2
-1.043,1.262,0.537,-0.366,191.406,-87.891,2
-1.018,1.233,0.456,16.052,194.336,-93.079,2
-1.009,1.198,0.396,30.945,197.021,-95.764,2
-0.995,1.136,0.331,38.940,198.975,-98.572,2
-0.975,1.083,0.287,27.710,199.158,-101.196,2
-0.960,1.034,0.264,15.320,199.158,-104.736,2
-0.963,1.001,0.254,10.742,198.730,-107.849,2
-0.938,0.966,0.227,13.428,198.364,-111.023,2
-0.931,0.955,0.207,16.418,197.388,-111.755,2
-0.897,0.930,0.178,20.752,196.106,-110.352,2
-0.806,0.885,0.148,20.264,194.763,-106.323,2
-0.737,0.821,0.112,3.052,192.261,-102.356,2
-0.678,0.802,0.115,-21.851,188.354,-98.694,2
-0.619,0.835,0.145,-27.588,182.495,-94.604,2
-0.563,0.852,0.154,-2.075,178.101,-89.844,2
-0.557,0.818,0.135,23.743,174.011,-83.984,2
-0.534,0.772,0.110,28.442,171.387,-80.505,2
-0.509,0.738,0.109,18.433,168.823,-78.857,2
-0.466,0.736,0.115,-1.892,166.321,-78.125,2
-0.424,0.790,0.154,-1.160,163.635,-77.087,2
-0.391,0.829,0.173,19.958,161.560,-74.890,2
-0.314,0.829,0.161,26.978,158.752,-73.059,2
-0.272,0.825,0.156,4.578,155.212,-73.242,2
-0.192,0.875,0.180,-13.000,151.062,-74.463,2
-0.129,0.984,0.220,-3.479,147.339,-76.843,2
-0.110,1.104,0.255,32.104,144.653,-78.674,2
-0.054,1.176,0.267,47.241,140.991,-80.994,2
0.042,1.219,0.272,20.508,136.963,-85.388,2
0.117,1.310,0.305,5.737,133.362,-92.163,2
0.158,1.373,0.352,32.166,131.226,-100.037,2
0.208,1.352,0.361,75.684,130.371,-108.826,2
0.282,1.218,0.321,78.369,130.432,-121.765,2
0.344,1.099,0.313,59.326,130.493,-132.812,2
0.360,0.965,0.287,33.630,130.737,-144.470,2
0.391,0.745,0.185,8.118,131.592,-153.442,2
0.364,0.531,0.098,-24.536,132.874,-157.959,2
0.263,0.357,0.056,-39.124,135.071,-157.959,2
0.081,0.367,0.064,-33.691,139.526,-151.733,2
0.159,-0.457,-0.467,-6.958,147.583,-143.494,2
-0.271,0.198,-0.216,44.434,163.818,-124.451,2
-0.537,0.499,-0.065,127.991,178.528,-103.210,2
-0.990,0.195,-0.398,131.531,197.205,-79.773,2
-1.762,-0.432,-0.767,-25.146,221.741,-60.852,2
-1.815,-0.251,-1.047,-166.809,243.469,-40.283,2
-1.948,-0.213,-0.880,-215.576,250.671,-12.878,2
-1.477,-0.212,-0.793,-116.821,235.107,33.630,2
-1.290,-0.596,-1.112,-108.215,198.425,93.323,2
-1.478,-0.693,-1.426,-99.731,154.602,158.264,2
-1.759,-0.654,-1.781,-12.695,97.351,228.699,2
-1.677,-0.880,-1.798,-44.861,20.813,300.415,2
-1.915,-0.756,-1.923,44.434,-65.613,372.620,2
-2.479,-0.596,-2.215,149.719,-186.218,450.623,2
-3.236,-0.299,-1.871,266.907,-334.045,510.681,2
-4.507,-0.362,-1.691,385.071,-502.808,536.682,2
-5.886,-0.273,-1.708,426.575,-659.790,524.597,2
-7.484,0.003,-1.267,463.806,-817.749,480.896,2
-8.000,0.016,-0.452,482.605,-960.815,397.095,2
-8.000,0.308,0.178,482.544,-1063.049,300.476,2
-8.000,0.839,1.177,441.650,-1135.132,208.801,2
-6.602,0.366,3.069,25.146,-997.681,263.062,2
-6.833,0.537,7.963,725.464,-989.014,208.374,2
-7.759,0.282,8.000,800.842,-953.369,45.227,2
-7.851,-0.003,8.000,590.881,-826.721,-125.305,2
-7.181,-0.407,7.992,314.758,-697.388,-217.834,2
-5.548,-0.212,7.245,405.579,-560.669,-262.085,2
