ax,ay,az,gx,gy,gz,label
-0.943,0.485,-0.295,-57.678,28.076,-17.700,2
-0.926,0.480,-0.310,-58.655,31.738,-18.250,2
-0.946,0.476,-0.328,-62.012,36.865,-20.691,2
-1.042,0.428,-0.354,-66.467,42.786,-25.574,2
-1.063,0.436,-0.396,-93.689,50.171,-31.921,2
-0.969,-0.082,-0.852,-119.629,56.885,-35.889,2
-1.044,0.030,-0.637,-184.692,50.049,-33.875,2
-0.823,0.537,-0.211,-179.871,50.293,-35.217,2
-0.821,0.619,-0.148,-101.807,51.025,-39.978,2
-0.794,0.602,-0.152,-64.087,50.110,-43.335,2
-0.753,0.590,-0.175,-58.411,50.049,-47.485,2
-0.776,0.612,-0.172,-71.350,51.880,-51.392,2
-0.760,0.642,-0.115,-86.548,54.810,-56.763,2
-0.812,0.682,-0.099,-86.975,57.495,-64.514,2
-0.832,0.694,-0.109,-76.782,61.646,-74.219,2
-0.899,0.694,-0.108,-102.600,64.026,-83.862,2
-1.008,0.750,-0.044,-146.057,62.500,-92.712,2
-1.142,0.916,0.052,-150.574,57.617,-99.609,2
-1.244,1.053,0.131,-84.534,53.162,-104.919,2
-1.290,0.988,0.142,-42.725,52.551,-110.107,2
-1.179,0.910,0.222,-83.740,49.744,-120.361,2
-1.277,0.925,0.234,-110.657,48.889,-131.714,2
-1.296,0.884,0.253,-133.667,48.157,-146.057,2
-1.161,0.843,0.340,-142.517,44.128,-160.522,2
-1.169,0.843,0.382,-117.859,37.537,-170.959,2
-1.183,0.845,0.371,-63.965,32.104,-176.880,2
-1.036,0.788,0.285,-7.507,31.067,-178.345,2
-0.995,0.719,0.209,-27.649,31.006,-173.828,2
-0.798,0.654,0.156,-70.862,27.588,-167.358,2
-0.743,0.623,0.208,-86.609,19.409,-158.203,2
-0.741,0.541,0.186,-45.105,10.437,-148.315,2
-0.765,0.410,0.106,1.404,4.456,-137.512,2
-0.051,0.285,-0.033,56.030,0.366,-124.329,2
-0.570,0.734,0.084,179.321,-1.648,-101.746,2
-0.385,0.761,-0.242,306.458,6.348,-65.430,2
0.036,0.508,-0.272,303.345,12.207,-41.016,2
-0.057,0.314,-0.241,144.226,7.690,-22.522,2
-0.402,0.327,-0.107,-108.032,-7.019,-11.108,2
-0.495,0.631,-0.051,-204.651,-18.677,-8.240,2
-0.521,1.031,0.077,-4.578,-16.846,-5.249,2
-0.613,1.126,0.048,244.385,-9.155,-5.127,2
-0.650,1.053,-0.032,304.932,-0.183,-9.155,2
-0.530,0.898,-0.005,182.495,8.911,-17.761,2
-0.437,0.940,0.071,61.829,17.395,-25.635,2
-0.430,1.041,0.182,9.827,25.146,-31.799,2
-0.429,1.087,0.267,26.733,31.677,-35.583,2
-0.408,1.066,0.276,41.931,36.499,-39.001,2
-0.389,1.005,0.281,14.709,41.748,-43.701,2
-0.392,1.004,0.293,-19.836,46.875,-49.561,2
-0.457,1.029,0.322,-21.118,52.734,-54.871,2
-0.432,1.002,0.323,8.606,57.617,-56.824,2
-0.371,0.941,0.311,33.630,62.622,-56.885,2
-0.296,0.873,0.279,32.898,66.406,-55.969,2
-0.203,0.844,0.234,7.751,69.702,-54.504,2
-0.137,0.868,0.229,-21.362,72.815,-53.467,2
-0.081,0.904,0.245,-34.912,76.172,-52.917,2
-0.097,0.928,0.250,-19.592,79.712,-52.429,2
-0.147,0.906,0.248,5.127,83.496,-51.636,2
-0.118,0.886,0.246,3.052,84.290,-49.316,2
-0.017,0.887,0.254,-7.629,82.153,-43.701,2
0.081,0.867,0.230,-14.282,78.125,-36.194,2
0.106,0.849,0.205,-19.043,75.012,-29.724,2
0.037,0.861,0.180,-19.043,73.120,-24.719,2
-0.020,0.870,0.167,-9.827,72.571,-19.653,2
0.022,0.862,0.170,-0.427,71.777,-14.221,2
0.082,0.863,0.159,-7.507,69.763,-9.277,2
0.120,0.893,0.180,-21.973,67.200,-3.723,2
0.113,0.939,0.202,-17.517,65.613,0.305,2
0.057,0.960,0.228,3.906,64.880,3.052,2
0.034,0.958,0.244,37.842,64.636,4.761,2
0.039,0.942,0.221,61.584,64.514,7.629,2
0.059,0.915,0.206,62.317,64.514,10.742,2
0.027,0.869,0.167,30.396,65.918,12.024,2
0.001,0.865,0.177,-5.798,67.810,9.827,2
-0.011,0.883,0.227,-5.005,68.970,6.287,2
-0.012,0.914,0.280,36.072,68.665,2.563,2
0.023,0.931,0.263,95.398,67.932,0.793,2
0.013,0.911,0.194,121.094,69.214,0.305,2
0.031,0.868,0.151,85.754,71.594,-0.488,2
-0.029,0.894,0.195,31.189,73.792,-3.235,2
-0.052,1.012,0.352,51.331,74.402,-4.578,2
0.007,1.080,0.412,149.780,75.928,-2.686,2
0.083,0.955,0.348,178.345,78.186,-0.854,2
0.059,0.922,0.286,70.557,82.947,-2.869,2
0.087,0.908,0.342,-58.044,89.539,-9.277,2
0.016,1.137,0.480,-66.589,95.398,-15.808,2
0.049,1.200,0.537,3.418,99.670,-20.386,2
0.078,1.179,0.523,17.334,103.088,-24.475,2
0.099,1.215,0.552,-16.907,109.009,-32.288,2
0.053,1.317,0.620,-10.620,115.295,-41.626,2
0.065,1.360,0.666,17.090,119.873,-51.697,2
0.106,1.397,0.679,18.677,123.718,-64.758,2
0.196,1.495,0.745,18.066,126.587,-75.623,2
0.287,1.560,0.791,34.546,130.127,-85.266,2
0.322,1.561,0.761,37.598,134.094,-93.323,2
0.376,1.522,0.696,32.959,139.893,-101.685,2
0.391,1.404,0.598,28.198,146.179,-110.535,2
0.441,1.176,0.474,2.625,149.475,-119.324,2
0.517,0.935,0.400,-28.687,150.208,-128.723,2
0.515,0.731,0.319,-18.494,148.010,-132.690,2
0.385,0.484,0.197,-5.920,146.057,-132.446,2
0.302,0.245,0.085,-12.817,146.057,-128.296,2
0.229,0.154,-0.021,-23.560,147.400,-122.437,2
0.063,0.045,-0.074,-36.560,152.710,-111.694,2
-0.597,0.447,0.003,-51.208,161.926,-93.079,2
-0.807,0.584,0.252,-32.898,175.781,-89.416,2
-1.476,-0.113,-0.295,69.702,196.838,-78.613,2
-1.432,-0.347,-1.004,133.850,227.539,-41.931,2
-1.203,-0.472,-1.251,-78.674,232.727,-3.418,2
-1.219,-0.696,-1.246,-320.557,220.032,35.583,2
-1.085,-0.538,-1.272,-350.708,196.228,76.050,2
-1.385,-0.531,-1.508,-257.202,166.504,127.991,2
-1.468,-0.644,-1.858,-201.233,124.084,198.425,2
-1.872,-0.742,-2.169,-148.315,69.824,277.893,2
-2.329,-0.703,-2.228,-100.647,5.310,354.065,2
-2.843,-0.668,-2.278,-50.842,-75.623,426.392,2
-3.511,-0.639,-2.274,-4.211,-165.100,486.816,2
-4.082,-0.225,-2.122,103.638,-283.569,543.030,2
-5.086,-0.019,-1.794,228.027,-414.795,575.623,2
-6.262,0.121,-1.249,361.206,-560.303,583.496,2
-7.697,0.331,-0.671,458.435,-717.407,557.800,2
-8.000,0.545,-0.095,471.680,-853.943,499.023,2
-8.000,0.906,0.777,441.589,-944.641,437.561,2
-8.000,1.579,1.474,478.882,-1018.005,367.004,2
-5.104,-0.333,1.330,-1721.557,-692.444,466.797,2
-7.995,4.307,-3.831,1160.522,-576.965,593.079,2
-7.981,2.026,-8.000,1434.570,-735.474,324.646,2
-7.218,2.133,-6.819,623.596,-739.746,94.299,2
-6.540,1.948,-1.377,299.744,-680.359,4.883,2
-5.096,1.511,2.886,417.786,-599.365,-54.199,2
-4.035,0.821,4.738,571.960,-497.925,-120.361,2
-3.531,-0.092,5.910,554.871,-391.785,-172.302,2
-2.958,-0.419,4.965,443.909,-293.152,-199.219,2
-2.328,-0.523,3.899,312.195,-212.280,-205.994,2
-1.785,-0.498,2.390,244.263,-146.606,-199.890,2
-1.275,-0.658,2.085,218.140,-87.646,-188.293,2
-1.078,-0.781,1.851,170.532,-36.377,-169.617,2
-0.687,-0.577,1.490,157.776,6.470,-143.494,2
-0.430,-0.590,1.320,195.679,32.349,-119.019,2
-0.356,-0.599,1.121,203.308,46.875,-94.604,2
-0.149,-0.600,0.824,181.519,52.063,-68.970,2
0.105,-0.561,0.793,123.962,50.781,-43.640,2
0.240,-0.403,0.586,68.542,46.814,-18.799,2
0.240,-0.328,0.293,21.118,44.067,2.563,2
0.251,-0.218,0.232,-25.024,41.565,24.109,2
0.038,-0.063,0.258,-43.823,39.368,46.204,2
-0.132,0.014,0.195,-71.411,37.170,64.209,2
-0.305,0.114,0.186,-133.301,33.630,80.750,2
-0.464,0.219,0.163,-199.829,30.457,94.971,2
-0.649,0.340,0.204,-226.807,27.649,109.070,2
-0.616,0.436,0.295,-217.590,26.062,122.131,2
-0.546,0.480,0.295,-204.712,25.085,130.737,2
-0.646,0.593,0.338,-190.430,25.208,136.047,2
-0.827,0.621,0.356,-139.221,25.940,138.367,2
-0.855,0.701,0.342,-78.796,26.001,138.916,2
-0.840,0.756,0.336,-38.879,24.597,137.756,2
-0.857,0.784,0.305,-41.382,23.010,134.827,2
-0.809,0.739,0.292,-80.750,23.132,130.371,2
-0.830,0.809,0.289,-115.906,25.269,124.268,2
-0.907,0.875,0.309,-112.366,26.733,118.530,2
-0.916,0.920,0.339,-84.106,27.283,112.366,2
-0.840,0.934,0.332,-58.716,26.001,106.934,2
-0.770,0.954,0.305,-53.284,24.963,103.333,2
-0.720,0.950,0.281,-59.204,24.841,101.257,2
-0.684,0.899,0.249,-66.284,24.231,98.450,2
-0.838,0.932,0.231,-58.228,23.987,93.994,2
-0.841,0.927,0.217,-48.340,23.865,88.806,2
-0.764,0.908,0.199,-41.199,23.865,82.764,2
-0.675,0.905,0.175,-33.569,25.635,76.294,2
-0.684,0.890,0.129,-25.757,27.893,70.740,2
-0.755,0.873,0.098,-32.349,29.358,65.796,2
-0.786,0.853,0.089,-47.058,29.480,61.646,2
-0.930,0.871,0.115,-56.763,29.236,57.312,2
-0.991,0.833,0.103,-53.894,28.931,53.101,2
-0.919,0.807,0.095,-49.683,29.053,47.424,2
-0.863,0.794,0.071,-47.485,30.579,42.725,2
-0.801,0.771,0.059,-41.382,32.837,39.185,2
-0.768,0.749,0.037,-32.654,35.645,36.621,2
-0.753,0.710,0.030,-36.865,38.086,34.424,2
-0.765,0.628,0.019,-47.668,39.917,32.532,2
-0.784,0.669,0.022,-65.002,41.504,30.640,2
-0.732,0.650,0.026,-78.674,43.335,29.053,2
-0.748,0.641,0.008,-80.566,45.349,28.076,2
-0.791,0.611,-0.001,-85.999,47.607,27.649,2
-0.770,0.590,-0.015,-94.910,49.500,27.100,2
-0.779,0.587,-0.005,-112.488,50.903,26.123,2
-0.786,0.559,-0.010,-155.273,51.880,23.743,2
-0.780,0.546,0.008,-203.674,54.077,20.020,2
-0.768,0.562,0.047,-236.450,56.885,15.076,2
-0.757,0.582,0.084,-246.399,60.120,10.376,2
-0.796,0.631,0.124,-239.807,63.965,6.042,2
-0.798,0.661,0.153,-217.041,67.932,2.686,2
-0.816,0.702,0.211,-194.214,71.228,0.427,2
-0.820,0.714,0.240,-180.176,74.707,-1.038,2
-0.805,0.732,0.281,-176.147,77.148,-2.808,2
-0.781,0.751,0.310,-173.584,81.299,-6.409,2
-0.788,0.791,0.364,-173.462,85.876,-11.902,2
-0.844,0.867,0.420,-153.748,91.431,-18.311,2
-0.854,0.916,0.442,-129.089,97.656,-24.414,2
-0.875,0.928,0.448,-115.906,104.736,-30.457,2
-0.940,0.940,0.471,-113.953,112.671,-38.330,2
-1.041,0.971,0.494,-110.168,119.141,-47.546,2
-1.107,0.986,0.504,-108.643,125.244,-57.678,2
-1.177,0.993,0.496,-108.887,132.202,-68.542,2
-1.228,0.999,0.498,-112.122,138.916,-78.796,2
-1.250,1.008,0.501,-113.708,143.555,-87.341,2
-1.308,1.006,0.495,-105.835,148.010,-95.764,2
-1.302,0.977,0.488,-102.051,151.855,-103.943,2
-1.345,0.969,0.472,-100.220,154.175,-110.779,2
-1.379,0.960,0.457,-88.013,156.189,-117.981,2
-1.409,0.952,0.451,-72.571,158.264,-124.451,2
-1.390,0.925,0.455,-66.101,159.912,-129.333,2
-1.369,0.911,0.457,-62.317,161.011,-132.629,2
-1.331,0.893,0.454,-54.138,161.987,-135.742,2
-1.315,0.885,0.450,-43.274,163.025,-138.489,2
-1.313,0.864,0.441,-28.137,164.429,-141.235,2
-1.299,0.860,0.429,-14.832,167.725,-142.822,2
-1.164,0.820,0.416,-16.785,172.241,-143.616,2
-1.153,0.816,0.409,-39.795,175.354,-144.470,2
-1.086,0.821,0.411,-59.326,176.941,-148.071,2
-1.100,0.860,0.424,-68.298,174.438,-153.870,2
-1.100,0.904,0.455,-41.016,171.936,-158.997,2
-1.117,0.955,0.386,0.244,169.678,-162.903,2
-1.059,0.931,0.395,48.767,169.312,-164.001,2
-0.933,0.892,0.353,65.186,169.312,-163.025,2
-0.832,0.888,0.339,52.673,168.640,-163.269,2
-0.728,0.939,0.319,17.578,166.565,-164.978,2
-0.627,1.030,0.304,0.549,163.696,-168.335,2
-0.553,1.064,0.278,24.475,161.865,-171.204,2
-0.414,0.974,0.211,43.396,160.950,-174.133,2
-0.265,0.863,0.173,22.156,159.973,-179.077,2
-0.105,0.756,0.139,-27.466,157.104,-185.059,2
0.008,0.707,0.126,-74.402,152.039,-190.247,2
0.097,0.656,0.112,-81.970,147.339,-193.542,2
0.146,0.558,0.087,-78.247,142.212,-193.787,2
0.153,0.444,0.049,-86.487,138.428,-193.298,2
0.138,0.331,0.024,-103.149,133.667,-192.627,2
0.099,0.230,0.004,-105.408,129.456,-192.200,2
-0.309,0.769,0.204,-111.511,127.502,-187.866,2
-0.479,0.260,-0.375,-127.869,129.883,-190.063,2
-0.336,0.003,-0.245,-116.943,131.775,-194.824,2
-0.891,-0.008,-0.626,-45.776,140.686,-190.552,2
-0.732,0.239,-0.848,36.743,168.457,-171.631,2
-0.954,0.021,-1.143,18.250,201.538,-145.447,2
-1.121,-0.210,-0.990,-95.459,224.426,-114.807,2
-1.196,-0.240,-0.759,-105.591,232.910,-88.135,2
-0.866,-0.312,-0.636,-14.709,229.187,-55.603,2
-0.682,-0.528,-0.850,11.719,217.651,-11.353,2
-0.721,-0.666,-1.108,-84.290,199.524,31.860,2
-0.746,-0.676,-1.318,-172.180,175.903,77.637,2
-1.006,-0.802,-1.489,-183.166,149.902,129.089,2
-1.190,-0.933,-1.547,-142.700,116.699,190.674,2
-1.339,-1.068,-1.638,-98.755,76.111,257.446,2
-1.631,-1.122,-1.691,-62.317,18.250,335.083,2
-1.949,-0.966,-1.718,23.071,-50.354,409.302,2
-2.769,-0.774,-1.628,185.547,-156.372,491.455,2
-3.749,-0.605,-1.550,285.583,-280.945,550.476,2
-4.898,-0.422,-1.418,336.304,-416.077,590.637,2
-6.224,-0.242,-1.164,364.685,-551.758,607.727,2
-7.305,-0.063,-0.851,395.874,-683.044,601.196,2
-7.999,0.209,-0.231,457.886,-810.181,568.359,2
-8.000,0.490,0.249,540.649,-922.302,507.446,2
-8.000,0.837,0.778,665.771,-1024.109,407.227,2
-4.415,-1.543,-0.209,-1835.815,-662.170,388.123,2
-7.991,1.516,0.763,380.310,-403.625,816.833,2
-8.000,4.191,3.333,1713.379,-701.355,688.965,2
-8.000,0.812,2.177,1713.928,-893.677,299.927,2
-8.000,-0.395,-1.520,1088.806,-865.539,-65.918,2
-7.973,-1.018,1.165,487.793,-764.587,-218.262,2
-7.439,0.447,1.695,330.261,-666.382,-257.935,2
-5.921,0.413,1.854,438.965,-566.040,-298.950,2
-4.814,-0.046,1.450,621.155,-449.524,-342.468,2
-4.023,-0.589,1.865,699.585,-307.922,-377.869,2
-2.997,-0.849,1.710,536.865,-196.411,-384.521,2
-2.201,-0.774,1.310,433.411,-123.596,-366.333,2
-2.074,-0.853,1.250,382.690,-60.181,-341.614,2
-1.875,-0.693,1.186,325.867,-12.817,-315.430,2
-1.736,-0.653,1.083,257.690,23.071,-284.729,2
-1.301,-0.827,0.983,184.998,42.664,-253.418,2
-0.849,-0.811,0.973,98.511,48.218,-218.323,2
-0.769,-0.664,0.957,79.285,50.110,-187.439,2
-0.750,-0.751,0.740,61.707,56.274,-153.503,2
-0.258,-0.814,0.568,27.344,65.552,-125.427,2
0.147,-0.934,0.537,-32.532,73.486,-98.755,2
0.219,-0.833,0.586,-68.909,79.041,-76.294,2
0.174,-0.698,0.587,-52.246,83.984,-53.101,2
0.192,-0.601,0.553,-49.805,86.121,-30.029,2
0.153,-0.446,0.466,-58.411,87.097,-8.423,2
0.108,-0.326,0.441,-78.552,85.693,15.259,2
0.145,-0.211,0.435,-107.361,81.360,39.917,2
0.180,-0.106,0.467,-124.451,76.904,61.646,2
0.226,-0.016,0.448,-138.184,71.960,83.191,2
