ax,ay,az,gx,gy,gz,label
-0.732,0.580,-0.323,-100.708,18.494,-21.790,1
-0.778,0.647,-0.332,-71.594,19.287,-23.804,1
-0.804,0.684,-0.353,-59.814,20.386,-28.381,1
-0.815,0.752,-0.365,-54.749,21.179,-33.447,1
-0.825,0.818,-0.348,-41.199,22.583,-40.039,1
-0.859,0.859,-0.359,-21.729,23.804,-47.363,1
-0.851,0.873,-0.371,-23.010,25.085,-55.664,1
-0.883,0.922,-0.385,-26.611,26.001,-64.636,1
-0.917,0.954,-0.398,-24.780,27.039,-73.914,1
-0.938,0.980,-0.424,-38.757,27.405,-84.778,1
-0.930,1.027,-0.415,-39.246,26.794,-95.886,1
-0.935,1.053,-0.416,-32.898,26.184,-106.628,1
-0.961,1.070,-0.444,-29.297,26.001,-116.882,1
-0.953,1.093,-0.447,-26.978,24.414,-124.756,1
-0.921,1.114,-0.455,-20.325,22.583,-133.545,1
-0.888,1.122,-0.450,-6.897,20.081,-140.686,1
-0.907,1.071,-0.465,-10.864,18.188,-147.522,1
-0.885,1.063,-0.442,-19.714,15.564,-154.968,1
-0.905,1.057,-0.425,-12.085,12.634,-163.208,1
-0.858,0.983,-0.414,-26.001,10.376,-170.593,1
-0.804,0.998,-0.380,-44.312,7.874,-176.636,1
-0.794,1.005,-0.352,-43.152,5.249,-181.091,1
-0.784,1.013,-0.322,-29.907,3.418,-184.021,1
-0.752,0.998,-0.325,-15.076,2.686,-184.753,1
-0.721,0.984,-0.333,-10.559,3.052,-184.082,1
-0.680,1.006,-0.331,-18.433,3.113,-182.068,1
-0.671,1.055,-0.306,-7.141,2.502,-179.016,1
-0.648,1.056,-0.279,17.822,2.197,-174.805,1
-0.568,1.035,-0.268,40.649,3.052,-169.434,1
-0.465,1.017,-0.257,57.129,4.395,-162.292,1
-0.357,1.000,-0.251,71.899,7.507,-153.259,1
-0.272,0.973,-0.273,67.383,10.193,-143.860,1
-0.219,0.933,-0.278,49.255,12.695,-137.146,1
-0.200,0.942,-0.249,28.992,14.404,-130.554,1
-0.157,0.818,-0.280,23.254,15.808,-126.831,1
-0.038,0.790,-0.276,29.114,16.602,-122.864,1
-0.010,0.729,-0.253,40.222,17.700,-118.347,1
-0.039,0.749,-0.354,51.270,21.484,-115.540,1
-0.094,0.763,-0.804,38.147,27.039,-112.366,1
0.095,0.534,-0.691,-12.512,30.090,-115.540,1
-0.005,0.651,-0.547,-39.307,31.433,-116.577,1
0.094,0.633,-0.483,-16.052,32.288,-115.662,1
0.147,0.594,-0.355,-18.616,29.541,-113.281,1
0.155,0.621,-0.346,-12.512,24.170,-108.704,1
0.186,0.615,-0.345,8.606,19.775,-102.722,1
0.232,0.581,-0.359,27.893,16.907,-96.680,1
0.272,0.547,-0.365,47.485,16.296,-90.881,1
0.343,0.474,-0.398,52.673,17.578,-85.327,1
0.429,0.448,-0.379,41.321,19.958,-79.956,1
0.468,0.438,-0.364,20.691,21.912,-74.646,1
0.399,0.485,-0.326,2.563,21.729,-70.190,1
0.393,0.506,-0.304,2.991,21.179,-65.247,1
0.431,0.503,-0.335,4.395,20.447,-61.096,1
0.455,0.498,-0.368,-10.315,19.592,-56.091,1
0.476,0.531,-0.348,-30.090,18.860,-52.063,1
0.521,0.653,-0.351,-28.625,17.761,-47.668,1
0.581,0.747,-0.311,-3.174,15.381,-44.128,1
0.627,0.839,-0.306,26.062,12.512,-41.626,1
0.577,0.864,-0.320,37.537,10.254,-42.175,1
0.576,0.793,-0.385,18.494,9.644,-43.701,1
0.589,0.852,-0.477,8.850,10.132,-50.110,1
0.696,1.033,-0.384,15.869,9.216,-57.861,1
0.773,1.115,-0.223,18.250,7.263,-67.139,1
0.758,1.220,-0.242,32.654,7.141,-77.026,1
0.764,1.272,-0.228,38.635,7.324,-88.318,1
0.710,1.427,-0.137,7.385,6.775,-94.543,1
0.633,1.408,-0.150,37.659,6.042,-111.511,1
0.741,1.204,-0.170,44.983,3.784,-122.925,1
0.709,1.151,-0.197,12.512,1.099,-133.179,1
0.578,1.142,-0.145,3.113,-2.991,-142.090,1
0.702,1.097,-0.214,16.235,-7.324,-149.780,1
0.617,1.122,-0.163,33.020,-13.062,-155.518,1
0.879,0.942,-0.281,51.636,-15.259,-159.363,1
0.830,0.847,-0.324,37.354,-16.907,-162.231,1
0.771,0.831,-0.351,34.363,-18.494,-165.466,1
0.691,0.716,-0.398,42.053,-20.264,-169.678,1
0.561,0.563,-0.405,40.771,-24.475,-174.438,1
0.460,0.456,-0.397,56.335,-29.907,-178.528,1
0.438,0.322,-0.398,80.933,-32.166,-180.847,1
0.470,0.212,-0.366,92.407,-31.372,-181.824,1
0.512,0.108,-0.348,83.801,-27.771,-180.420,1
0.521,0.056,-0.276,69.519,-23.682,-177.429,1
0.511,0.010,-0.229,65.979,-19.287,-173.645,1
0.497,-0.053,-0.180,67.444,-13.428,-170.105,1
0.437,-0.113,-0.141,64.697,-6.958,-168.030,1
0.370,-0.225,-0.114,66.711,0.732,-167.175,1
0.283,-0.330,-0.074,75.134,11.963,-167.114,1
0.232,-0.389,-0.047,74.707,24.048,-165.771,1
0.052,-0.480,-0.057,57.922,38.818,-158.813,1
0.043,-0.557,-0.058,41.077,55.603,-148.865,1
-0.030,-0.766,-0.014,38.330,73.853,-137.939,1
-0.181,-0.923,0.046,34.180,97.107,-120.117,1
-0.329,-1.096,0.050,13.611,117.126,-97.717,1
-0.703,-1.098,-0.080,10.498,137.573,-71.045,1
-0.858,-1.127,-0.219,-4.700,159.546,-41.077,1
-1.102,-1.048,-0.351,-20.386,182.068,-3.418,1
-1.074,-1.159,-0.400,-33.997,204.224,46.143,1
-1.357,-1.004,-0.408,-1.099,223.022,100.586,1
-1.604,-1.028,-0.510,22.705,236.389,159.485,1
-1.943,-0.954,-0.659,20.569,246.094,212.524,1
-2.281,-0.904,-0.697,58.777,252.747,277.405,1
-2.740,-0.772,-0.858,80.383,249.878,358.398,1
-3.219,-0.624,-1.034,142.883,238.770,439.941,1
-3.717,-0.633,-1.237,244.934,202.454,552.063,1
-4.328,-0.592,-1.341,305.847,131.165,673.523,1
-5.438,-0.382,-1.362,380.676,34.607,786.194,1
-6.851,-0.281,-1.261,438.049,-90.942,885.925,1
-8.000,0.002,-1.043,492.554,-237.671,963.135,1
-8.000,0.298,-0.858,508.240,-381.531,1005.188,1
-8.000,0.747,-0.496,522.705,-534.363,1017.395,1
-8.000,1.496,0.478,615.967,-702.698,999.390,1
-8.000,2.130,0.534,857.666,-867.248,922.424,1
-8.000,2.013,0.755,1109.680,-1037.354,709.595,1
-8.000,1.888,0.972,1261.963,-1139.648,350.891,1
-8.000,1.670,1.067,1308.472,-1087.463,-97.778,1
-8.000,0.962,0.747,993.591,-908.997,-393.799,1
-8.000,0.531,1.290,791.016,-699.585,-559.143,1
-8.000,0.219,1.081,739.502,-510.010,-643.799,1
-7.326,-0.374,1.074,524.841,-337.280,-679.810,1
-6.389,-0.887,1.417,306.030,-222.412,-673.462,1
-5.888,-1.153,1.563,224.976,-143.127,-647.949,1
-4.613,-1.133,1.859,232.422,-69.092,-600.037,1
-3.810,-1.171,1.448,258.728,0.916,-536.865,1
-2.745,-1.528,1.172,248.901,65.247,-473.022,1
-2.094,-1.475,1.070,177.429,104.370,-406.494,1
-2.047,-1.153,0.905,190.613,128.113,-336.060,1
-1.759,-0.972,0.852,221.191,146.851,-272.583,1
-1.509,-0.770,0.730,209.412,162.231,-209.778,1
-1.361,-0.619,0.679,194.763,170.837,-159.668,1
-1.152,-0.545,0.554,159.668,175.293,-114.685,1
-0.971,-0.482,0.462,133.362,176.575,-78.918,1
-0.795,-0.415,0.358,118.347,176.270,-49.561,1
-0.601,-0.363,0.300,104.980,175.110,-27.161,1
-0.421,-0.271,0.291,97.900,172.363,-3.784,1
-0.231,-0.160,0.304,101.257,169.617,14.282,1
-0.076,-0.102,0.333,113.403,164.307,31.494,1
0.105,-0.046,0.308,131.897,158.386,46.509,1
0.241,0.002,0.272,148.804,153.381,57.983,1
0.367,0.010,0.227,154.663,148.682,68.359,1
0.410,0.019,0.199,140.686,144.836,75.500,1
0.500,0.048,0.166,119.080,141.357,79.834,1
0.524,0.072,0.121,105.713,139.465,81.787,1
0.607,0.084,0.073,103.333,138.672,82.275,1
0.679,0.139,0.044,111.389,138.245,84.167,1
0.727,0.194,0.027,115.906,137.207,86.914,1
0.753,0.230,0.021,107.300,134.827,88.745,1
0.789,0.265,-0.025,95.642,132.751,89.355,1
0.809,0.293,-0.039,88.684,131.165,88.135,1
0.822,0.381,-0.068,83.923,130.310,86.853,1
0.806,0.475,-0.058,100.342,130.005,85.388,1
0.761,0.557,-0.107,115.601,129.211,85.999,1
0.699,0.601,-0.127,117.187,126.953,85.999,1
0.607,0.619,-0.217,119.080,127.014,83.374,1
0.574,0.658,-0.243,142.578,128.113,78.430,1
0.520,0.778,-0.242,164.246,128.113,74.890,1
