ax,ay,az,gx,gy,gz,label
-0.945,0.103,0.188,-6.714,2.258,-2.502,0
-0.951,0.103,0.182,-6.836,2.197,-2.380,0
-0.957,0.104,0.182,-6.714,2.075,-2.014,0
-0.949,0.103,0.179,-5.859,1.770,-1.892,0
-0.948,0.105,0.181,-3.113,1.404,-1.892,0
-0.958,0.104,0.180,-1.099,1.038,-1.648,0
-0.974,0.100,0.174,-3.235,0.977,-1.587,0
-0.979,0.102,0.179,-6.287,0.610,-1.221,0
-0.979,0.104,0.176,-7.568,0.732,-0.916,0
-0.960,0.105,0.178,-6.287,0.610,-0.671,0
-0.959,0.102,0.186,-3.296,0.549,-0.488,0
-0.958,0.103,0.184,-2.869,-0.122,-0.549,0
-0.954,0.101,0.188,-5.188,-0.244,-0.854,0
-0.958,0.102,0.192,-5.920,-0.305,-1.221,0
-0.952,0.106,0.193,-5.188,-0.183,-1.343,0
-0.967,0.109,0.199,-3.723,-0.732,-1.465,0
-0.967,0.110,0.196,-2.625,-0.916,-1.709,0
-0.957,0.103,0.199,-2.869,-0.916,-1.648,0
-0.954,0.100,0.204,-3.784,-1.038,-2.197,0
-0.969,0.106,0.204,-2.380,-1.160,-1.648,0
-0.965,0.102,0.206,-0.488,-1.160,-1.892,0
-0.968,0.100,0.205,0.610,-1.282,-1.587,0
-0.976,0.105,0.203,2.502,-0.732,-1.221,0
-0.967,0.106,0.206,5.737,-0.427,-0.977,0
-0.953,0.098,0.200,6.714,0.122,-0.610,0
-0.947,0.100,0.199,4.883,0.061,-0.305,0
-0.959,0.103,0.201,1.587,0.061,-0.244,0
-0.961,0.100,0.201,-0.122,-0.183,0.061,0
-0.964,0.104,0.192,-0.671,-0.061,0.488,0
-0.955,0.102,0.192,-0.244,0.000,0.671,0
-0.960,0.107,0.192,2.991,0.488,0.854,0
-0.961,0.110,0.195,5.493,0.549,0.732,0
-0.970,0.107,0.187,5.981,0.488,1.160,0
-0.970,0.105,0.187,2.197,0.488,1.160,0
-0.968,0.107,0.192,-0.244,0.244,1.282,0
-0.961,0.112,0.189,0.305,0.122,1.282,0
-0.964,0.113,0.193,1.099,0.061,1.160,0
-0.964,0.110,0.188,-0.671,-0.122,1.099,0
-0.964,0.112,0.192,-2.625,-0.305,0.977,0
-0.970,0.117,0.188,-2.808,-0.427,0.916,0
-0.964,0.113,0.188,-2.258,-0.549,0.854,0
-0.965,0.118,0.186,-1.648,-0.671,0.671,0
-0.972,0.115,0.181,0.061,-0.793,0.610,0
-0.965,0.117,0.182,1.343,-0.610,0.488,0
-0.970,0.117,0.184,2.319,-0.366,0.183,0
-0.961,0.113,0.187,1.343,-0.305,-0.122,0
-0.961,0.111,0.186,-1.099,-0.610,-0.366,0
-0.962,0.112,0.183,-3.296,-0.671,-0.671,0
-0.958,0.118,0.184,-3.601,-0.732,-0.366,0
-0.967,0.115,0.187,-2.625,-1.099,-0.427,0
-0.967,0.111,0.183,-2.075,-1.282,-0.732,0
-0.973,0.110,0.180,-1.648,-1.160,-0.610,0
-0.973,0.108,0.186,0.366,-1.343,-0.488,0
-0.965,0.109,0.187,3.235,-1.404,-0.854,0
