ax,ay,az,gx,gy,gz,label
-0.924,0.275,0.236,1.953,0.122,-2.014,0
-0.916,0.278,0.233,3.479,0.122,-1.953,0
-0.911,0.277,0.229,4.089,-0.061,-1.648,0
-0.916,0.277,0.225,2.380,-0.244,-1.343,0
-0.923,0.275,0.218,-1.343,-0.305,-0.793,0
-0.914,0.267,0.216,-5.066,-0.549,-0.305,0
-0.908,0.273,0.224,-5.249,-0.183,-0.244,0
-0.912,0.278,0.226,-2.319,-0.366,0.549,0
-0.908,0.283,0.227,0.732,-0.549,1.221,0
-0.911,0.282,0.224,1.404,-0.610,1.587,0
-0.914,0.276,0.224,-1.648,-0.671,1.709,0
-0.920,0.286,0.225,-5.249,-0.732,1.465,0
-0.922,0.293,0.230,-4.944,-1.099,1.465,0
-0.919,0.292,0.234,-2.380,-0.427,1.404,0
-0.922,0.292,0.234,-0.488,-0.488,1.404,0
-0.914,0.297,0.237,-0.122,-0.793,1.282,0
-0.911,0.295,0.237,-1.221,-0.916,0.977,0
-0.907,0.293,0.234,-1.892,-1.099,0.854,0
-0.912,0.288,0.241,-0.854,-1.160,0.366,0
-0.918,0.290,0.238,1.770,-1.282,-0.183,0
-0.923,0.286,0.236,3.540,-0.732,-1.099,0
-0.927,0.291,0.231,5.798,-0.366,-1.282,0
-0.927,0.291,0.230,7.141,-0.061,-1.587,0
-0.919,0.285,0.230,6.348,0.366,-1.526,0
-0.912,0.283,0.228,4.456,0.122,-1.282,0
-0.910,0.279,0.229,3.784,0.061,-1.282,0
-0.922,0.270,0.231,3.723,0.183,-1.221,0
-0.927,0.273,0.217,4.395,0.244,-1.404,0
-0.921,0.269,0.231,4.333,0.000,-1.221,0
-0.914,0.268,0.233,4.456,-0.183,-1.465,0
-0.929,0.273,0.236,5.005,-0.854,-1.160,0
-0.937,0.262,0.225,2.136,-0.671,-1.160,0
-0.926,0.259,0.224,-3.113,-0.977,-1.160,0
-0.920,0.261,0.225,-7.263,-0.793,-1.221,0
-0.906,0.267,0.231,-7.690,-0.916,-1.038,0
-0.910,0.275,0.239,-7.080,-1.282,-0.732,0
-0.910,0.286,0.238,-3.479,-1.465,0.000,0
-0.912,0.294,0.237,2.075,-1.526,0.610,0
-0.909,0.295,0.233,5.249,-1.587,1.648,0
-0.914,0.301,0.234,2.808,-2.136,1.831,0
-0.915,0.299,0.231,0.854,-2.075,2.258,0
-0.930,0.290,0.234,0.732,-1.892,1.587,0
-0.930,0.285,0.233,1.343,-1.770,0.793,0
-0.927,0.284,0.236,2.441,-1.465,-0.427,0
-0.927,0.287,0.234,4.089,-0.916,-1.709,0
-0.930,0.284,0.231,5.676,-0.305,-2.563,0
-0.921,0.285,0.232,5.249,-0.183,-3.235,0
-0.922,0.284,0.229,2.136,-0.061,-3.906,0
-0.930,0.284,0.230,-1.587,0.244,-4.089,0
-0.929,0.283,0.229,-3.723,0.183,-3.723,0
-0.925,0.282,0.226,-3.723,0.610,-3.540,0
-0.908,0.281,0.230,-2.869,0.671,-3.235,0
-0.908,0.281,0.225,-2.075,0.916,-2.502,0
-0.908,0.280,0.219,-3.113,0.610,-1.648,0
-0.905,0.278,0.219,-4.517,0.916,-0.977,0
-0.907,0.283,0.218,-4.883,0.977,-0.427,0
-0.914,0.284,0.221,-3.845,0.977,0.305,0
-0.919,0.293,0.220,-2.014,0.671,1.038,0
-0.913,0.290,0.215,-1.099,0.549,1.587,0
-0.912,0.287,0.214,-1.587,0.244,1.892,0
-0.924,0.290,0.224,-2.686,0.305,1.770,0
-0.922,0.288,0.223,-2.258,-0.061,1.526,0
-0.920,0.291,0.227,-1.526,-0.549,1.099,0
-0.919,0.291,0.227,0.793,-1.099,0.732,0
-0.927,0.293,0.227,2.991,-1.404,-0.122,0
-0.924,0.292,0.222,3.662,-1.709,-0.488,0
-0.926,0.287,0.221,1.709,-1.648,-0.977,0
-0.922,0.294,0.224,-0.549,-1.892,-1.587,0
-0.919,0.295,0.229,0.366,-1.953,-1.831,0
-0.919,0.293,0.230,3.418,-1.648,-2.075,0
-0.919,0.288,0.227,6.348,-1.099,-2.197,0
-0.928,0.291,0.229,6.714,-0.793,-2.136,0
-0.922,0.285,0.230,2.869,-0.549,-2.625,0
-0.919,0.289,0.232,-0.183,-0.244,-2.441,0
-0.917,0.286,0.231,-1.099,-0.061,-2.014,0
-0.915,0.286,0.235,-0.610,-0.061,-1.831,0
-0.921,0.280,0.234,-0.122,0.305,-1.221,0
-0.922,0.280,0.232,0.488,0.610,-1.099,0
-0.915,0.278,0.231,0.793,0.977,-0.793,0
-0.917,0.279,0.231,0.732,1.099,-0.427,0
-0.917,0.282,0.231,-1.709,1.160,-0.183,0
-0.916,0.286,0.227,-3.174,1.099,0.183,0
-0.915,0.285,0.228,-2.380,1.282,0.671,0
-0.922,0.288,0.228,-0.793,1.587,0.977,0
-0.918,0.283,0.227,-1.160,1.709,1.221,0
-0.920,0.289,0.228,-4.089,1.770,1.160,0
-0.917,0.290,0.222,-5.676,1.648,1.221,0
-0.913,0.291,0.222,-4.761,1.587,1.343,0
-0.916,0.295,0.218,-3.235,1.587,1.038,0
-0.910,0.292,0.223,-2.441,1.831,0.793,0
-0.918,0.295,0.223,-2.502,1.526,0.610,0
-0.922,0.296,0.222,-3.296,1.526,0.000,0
-0.908,0.295,0.221,-3.784,1.282,-0.244,0
-0.916,0.301,0.223,-2.930,1.099,-0.122,0
-0.914,0.299,0.222,-1.160,0.793,-0.305,0
-0.919,0.298,0.218,0.427,0.671,-0.366,0
-0.918,0.290,0.220,0.061,0.427,-0.610,0
-0.914,0.296,0.221,-0.549,0.122,-0.610,0
-0.909,0.295,0.228,-0.610,-0.183,-0.671,0
-0.912,0.296,0.228,0.610,-0.793,-0.366,0
-0.919,0.292,0.224,2.380,-0.793,-0.488,0
-0.916,0.291,0.222,2.808,-0.977,-0.549,0
-0.923,0.291,0.222,2.258,-1.099,-0.366,0
-0.920,0.294,0.224,2.136,-1.038,-0.366,0
-0.916,0.295,0.226,1.770,-0.977,-0.183,0
-0.909,0.292,0.226,1.343,-1.404,-0.427,0
-0.914,0.290,0.225,1.099,-1.282,-0.732,0
-0.921,0.287,0.227,2.319,-1.465,-0.916,0
-0.916,0.285,0.224,3.967,-1.160,-1.221,0
-0.921,0.285,0.224,4.822,-0.916,-1.221,0
-0.930,0.285,0.230,4.028,-0.916,-1.465,0
-0.925,0.284,0.228,2.869,-1.160,-1.160,0
-0.928,0.283,0.228,2.258,-0.732,-1.038,0
-0.920,0.279,0.230,1.221,-0.732,-0.793,0
-0.913,0.285,0.237,-0.366,-0.488,-0.366,0
-0.912,0.278,0.241,-1.526,-0.610,-0.488,0
-0.912,0.276,0.236,-2.625,-0.488,-0.366,0
-0.910,0.280,0.235,-2.747,-0.244,-0.183,0
-0.908,0.287,0.237,-1.221,-0.061,-0.183,0
-0.912,0.292,0.235,1.282,0.183,0.305,0
-0.922,0.293,0.233,2.686,0.366,0.549,0
-0.920,0.293,0.227,1.160,0.732,0.793,0
-0.916,0.293,0.224,-1.526,1.221,0.977,0
-0.917,0.300,0.224,-3.357,1.465,1.038,0
-0.918,0.303,0.231,-3.174,1.770,1.038,0
-0.920,0.299,0.234,-2.258,2.014,1.099,0
-0.918,0.300,0.232,-1.038,2.075,0.854,0
-0.912,0.295,0.226,0.000,2.075,0.671,0
-0.914,0.295,0.227,0.122,2.136,0.244,0
-0.910,0.298,0.229,-0.122,2.075,-0.244,0
-0.918,0.293,0.223,-1.038,1.831,-0.488,0
-0.915,0.287,0.222,-2.441,1.465,-0.977,0
-0.913,0.289,0.214,-3.296,1.648,-1.587,0
-0.915,0.292,0.215,-2.563,1.099,-1.831,0
-0.917,0.295,0.217,-0.793,0.977,-1.709,0
-0.917,0.296,0.217,0.732,0.671,-1.953,0
-0.915,0.292,0.222,1.099,0.183,-1.587,0
-0.915,0.289,0.222,0.000,0.183,-1.404,0
-0.912,0.286,0.225,-0.610,-0.610,-1.465,0
-0.919,0.287,0.223,0.244,-0.977,-1.404,0
-0.921,0.291,0.227,2.258,-1.038,-1.038,0
-0.917,0.288,0.229,3.601,-0.977,-0.732,0
-0.922,0.285,0.231,2.319,-1.038,-0.488,0
-0.914,0.283,0.230,0.183,-1.160,-0.488,0
-0.911,0.291,0.238,-0.671,-1.099,-0.244,0
-0.916,0.291,0.234,1.343,-1.160,-0.061,0
-0.921,0.287,0.233,2.563,-0.488,-0.122,0
-0.926,0.287,0.235,1.587,-0.305,-0.183,0
-0.919,0.290,0.233,0.122,0.183,-0.122,0
-0.910,0.291,0.236,-0.610,0.366,-0.183,0
-0.912,0.286,0.235,-0.671,0.732,-0.061,0
-0.915,0.291,0.236,-2.258,0.793,-0.122,0
-0.918,0.287,0.232,-2.563,0.854,0.000,0
-0.920,0.292,0.231,-1.343,1.282,-0.061,0
-0.914,0.290,0.232,-0.427,1.465,0.000,0
-0.916,0.285,0.231,-1.404,1.648,0.183,0
-0.909,0.290,0.232,-2.625,1.526,0.305,0
-0.910,0.291,0.228,-3.235,1.282,0.427,0
-0.906,0.291,0.231,-3.906,1.343,0.610,0
-0.909,0.289,0.229,-3.906,1.160,0.671,0
-0.912,0.293,0.233,-2.991,0.732,0.549,0
-0.917,0.299,0.230,-0.610,0.305,0.671,0
-0.917,0.302,0.229,2.258,0.305,0.671,0
-0.912,0.302,0.227,2.747,0.366,0.671,0
-0.919,0.305,0.221,1.892,0.000,0.793,0
-0.921,0.300,0.225,-0.183,0.061,0.488,0
-0.917,0.301,0.227,-1.160,0.183,0.061,0
-0.911,0.300,0.231,-0.427,0.122,-0.488,0
-0.910,0.293,0.230,0.610,0.122,-0.854,0
-0.918,0.293,0.234,1.099,-0.061,-1.404,0
-0.917,0.298,0.234,1.038,0.183,-1.892,0
-0.917,0.296,0.234,1.587,-0.061,-2.014,0
-0.919,0.296,0.235,1.770,0.000,-2.136,0
-0.911,0.291,0.233,0.244,0.000,-2.136,0
-0.911,0.289,0.233,-1.099,-0.122,-1.953,0
-0.912,0.287,0.235,-0.488,-0.122,-1.831,0
-0.913,0.284,0.236,2.197,-0.061,-1.404,0
-0.913,0.290,0.237,3.418,0.183,-1.160,0
-0.915,0.287,0.235,3.967,-0.061,-0.488,0
-0.919,0.285,0.230,2.869,0.122,-0.122,0
-0.920,0.283,0.224,0.732,0.244,0.122,0
-0.916,0.284,0.226,-1.099,0.122,0.427,0
-0.914,0.287,0.230,-0.793,0.183,0.488,0
-0.918,0.284,0.229,-0.061,0.183,0.916,0
-0.920,0.283,0.229,0.061,0.183,1.160,0
-0.915,0.285,0.233,-0.916,0.244,1.160,0
-0.913,0.289,0.230,-2.319,0.366,0.793,0
-0.913,0.290,0.234,-2.502,0.122,1.038,0
-0.915,0.296,0.235,-1.587,0.000,0.977,0
-0.913,0.293,0.229,-0.854,-0.061,0.732,0
-0.912,0.295,0.230,-1.343,0.305,0.671,0
-0.912,0.298,0.229,-1.892,0.366,0.427,0
-0.912,0.304,0.239,-2.014,-0.061,0.244,0
-0.916,0.304,0.230,-1.038,0.183,0.488,0
-0.910,0.302,0.235,0.427,0.305,0.305,0
-0.914,0.304,0.233,0.916,0.183,0.061,0
-0.919,0.301,0.232,1.343,0.061,-0.183,0
-0.914,0.296,0.233,1.221,0.000,-0.305,0
-0.920,0.298,0.233,1.587,0.122,-0.671,0
-0.911,0.294,0.231,0.671,-0.122,-0.854,0
-0.912,0.291,0.230,-0.244,-0.122,-1.221,0
-0.910,0.285,0.230,-0.305,-0.183,-1.404,0
-0.911,0.286,0.232,0.732,-0.183,-1.648,0
-0.916,0.292,0.233,2.625,-0.427,-1.526,0
-0.917,0.290,0.230,2.441,-0.732,-1.343,0
-0.916,0.294,0.230,0.977,-0.488,-1.282,0
-0.913,0.294,0.230,-0.488,-0.732,-0.610,0
-0.918,0.296,0.234,-0.183,-0.671,-0.305,0
-0.914,0.295,0.238,1.770,-0.427,0.183,0
-0.916,0.290,0.234,2.502,-0.366,0.305,0
-0.921,0.287,0.239,1.892,-0.610,0.183,0
-0.921,0.283,0.237,1.648,0.061,-0.061,0
-0.917,0.288,0.235,1.343,0.122,-0.061,0
-0.916,0.291,0.237,1.404,0.366,0.000,0
-0.913,0.288,0.231,0.916,0.549,-0.122,0
-0.912,0.285,0.232,-1.038,0.793,-0.366,0
-0.910,0.285,0.229,-3.662,0.610,-0.427,0
-0.909,0.289,0.231,-4.578,0.732,-0.488,0
-0.918,0.294,0.233,-1.892,0.488,-0.244,0
-0.917,0.296,0.230,1.404,0.488,0.061,0
-0.906,0.293,0.228,3.418,0.427,0.000,0
-0.915,0.293,0.224,3.418,0.305,0.183,0
-0.915,0.287,0.230,-0.122,0.122,0.244,0
-0.917,0.288,0.231,-3.418,-0.427,0.366,0
-0.913,0.292,0.237,-1.953,-0.305,0.305,0
-0.918,0.293,0.232,1.892,-0.427,-0.061,0
-0.913,0.292,0.229,1.953,-0.549,-0.061,0
-0.912,0.293,0.230,-0.122,-0.671,-0.488,0
-0.913,0.293,0.230,-0.488,-0.671,-0.610,0
-0.913,0.297,0.232,1.160,-0.793,-0.610,0
-0.923,0.293,0.236,2.075,-0.854,-0.671,0
-0.916,0.294,0.235,0.305,-0.549,-0.732,0
-0.922,0.296,0.233,0.183,-0.732,-0.732,0
-0.914,0.296,0.232,1.709,-0.488,-0.366,0
-0.910,0.292,0.232,3.906,-0.305,-0.549,0
-0.916,0.287,0.233,3.357,-0.549,-0.427,0
-0.914,0.288,0.232,-1.770,-0.488,-0.732,0
-0.919,0.296,0.234,-3.357,-0.488,-0.793,0
-0.919,0.290,0.232,-0.793,-0.061,-0.732,0
-0.916,0.291,0.232,2.563,0.183,-0.427,0
-0.915,0.287,0.234,2.808,0.183,-0.427,0
-0.909,0.289,0.234,0.427,0.122,-0.244,0
-0.907,0.287,0.232,-1.892,-0.244,-0.183,0
-0.911,0.285,0.228,-2.563,-0.305,-0.427,0
-0.920,0.290,0.226,-0.916,-0.549,-0.244,0
-0.909,0.297,0.234,1.953,-0.427,-0.366,0
-0.911,0.301,0.232,3.479,-0.549,0.122,0
-0.920,0.301,0.229,2.380,-0.610,0.183,0
-0.921,0.293,0.227,0.427,-0.671,0.183,0
-0.917,0.295,0.226,-0.305,-0.305,-0.183,0
-0.908,0.297,0.233,0.854,-0.183,0.122,0
-0.909,0.294,0.237,1.526,-0.244,-0.183,0
-0.925,0.294,0.237,0.671,-0.488,-0.610,0
-0.922,0.294,0.234,0.427,-0.244,-0.854,0
-0.912,0.299,0.234,0.793,-0.061,-0.977,0
-0.910,0.296,0.230,2.075,0.000,-1.038,0
