ax,ay,az,gx,gy,gz,label
-0.974,0.036,0.171,-0.305,-0.305,0.061,0
-0.975,0.039,0.167,0.061,-0.183,-0.183,0
-0.976,0.043,0.176,0.488,-0.183,-0.244,0
-0.975,0.045,0.176,-0.061,-0.183,-0.305,0
-0.975,0.046,0.177,-0.732,-0.305,-0.061,0
-0.976,0.044,0.170,-1.099,-0.183,0.000,0
-0.974,0.042,0.163,-0.488,0.000,0.000,0
-0.976,0.038,0.165,0.122,0.183,0.061,0
-0.974,0.038,0.181,0.305,0.122,-0.183,0
-0.972,0.038,0.181,-0.366,0.061,-0.488,0
-0.973,0.044,0.179,-0.122,-0.183,-0.244,0
-0.975,0.046,0.172,-0.061,-0.366,-0.183,0
-0.977,0.039,0.170,-0.732,-0.061,-0.061,0
-0.973,0.039,0.170,-0.793,-0.183,-0.305,0
-0.975,0.044,0.177,-1.465,0.000,-0.122,0
-0.974,0.044,0.175,-2.441,-0.305,0.000,0
-0.978,0.048,0.173,-3.052,-0.305,0.000,0
-0.977,0.051,0.175,-2.441,-0.183,0.305,0
-0.975,0.048,0.167,-1.953,-0.061,0.549,0
-0.972,0.041,0.166,-3.113,0.000,0.671,0
-0.970,0.039,0.168,-4.822,0.183,0.549,0
-0.972,0.043,0.169,-5.493,0.427,0.488,0
-0.976,0.048,0.167,-5.188,0.549,0.671,0
-0.976,0.047,0.171,-4.761,0.549,0.793,0
-0.975,0.043,0.178,-4.700,0.732,0.732,0
-0.975,0.039,0.182,-5.310,0.427,0.793,0
-0.974,0.044,0.181,-6.409,0.244,0.854,0
-0.975,0.043,0.184,-7.202,-0.183,0.793,0
-0.974,0.037,0.174,-8.667,-0.122,0.793,0
-0.976,0.041,0.171,-9.949,-0.122,0.610,0
-0.973,0.039,0.172,-10.864,-0.183,0.427,0
-0.976,0.044,0.171,-9.705,0.000,0.427,0
-0.978,0.046,0.168,-7.874,0.061,0.488,0
-0.972,0.045,0.175,-5.554,0.000,0.549,0
-0.975,0.039,0.174,-3.540,0.183,0.671,0
-0.974,0.038,0.172,-2.563,0.305,0.427,0
-0.977,0.038,0.167,-1.099,0.549,-0.061,0
-0.974,0.034,0.173,0.427,0.671,-0.305,0
-0.972,0.035,0.179,0.977,0.427,-0.671,0
-0.972,0.042,0.176,0.671,0.244,-0.488,0
-0.975,0.047,0.187,0.122,-0.061,-0.427,0
-0.972,0.047,0.190,-0.427,-0.488,-0.488,0
-0.974,0.043,0.185,-0.427,-0.732,-0.671,0
-0.976,0.042,0.176,-0.244,-0.732,-0.488,0
-0.975,0.039,0.174,0.000,-0.793,-0.854,0
-0.977,0.044,0.170,0.732,-0.549,-0.854,0
-0.974,0.040,0.171,0.305,-0.610,-1.160,0
-0.975,0.043,0.172,-0.366,-0.671,-1.221,0
-0.976,0.046,0.174,-0.366,-0.854,-1.160,0
-0.978,0.042,0.172,-0.183,-0.549,-1.038,0
-0.975,0.043,0.161,-0.366,-0.427,-0.977,0
