ax,ay,az,gx,gy,gz,label
-0.943,0.456,-0.300,-17.334,18.433,-5.066,1
-0.960,0.532,-0.295,-33.264,18.066,-8.972,1
-0.964,0.614,-0.283,-13.184,18.494,-12.573,1
-0.994,0.660,-0.282,16.357,17.761,-17.334,1
-0.995,0.674,-0.295,17.639,16.174,-22.644,1
-1.012,0.702,-0.297,3.540,14.709,-29.724,1
-1.020,0.736,-0.295,-9.216,13.733,-37.842,1
-0.995,0.755,-0.269,-5.249,14.160,-44.800,1
-0.980,0.745,-0.241,5.188,16.907,-50.476,1
-0.960,0.725,-0.210,10.376,21.057,-55.298,1
-0.938,0.680,-0.183,-6.165,26.855,-60.486,1
-0.920,0.659,-0.142,-46.265,33.020,-65.491,1
-0.977,0.697,-0.069,-76.172,35.889,-69.763,1
-1.008,0.779,0.023,-75.867,38.330,-73.120,1
-0.971,0.773,0.159,-64.697,41.138,-76.904,1
-0.891,0.808,0.164,-38.269,48.401,-81.482,1
-0.865,0.793,0.217,-44.739,57.251,-88.318,1
-0.871,0.864,0.245,-91.675,66.284,-96.069,1
-0.985,0.986,0.284,-86.670,73.120,-106.201,1
-1.058,1.064,0.258,-76.477,79.651,-114.563,1
-1.123,1.129,0.206,-76.172,85.999,-120.605,1
-1.239,1.222,0.191,-78.796,89.905,-126.343,1
-1.225,1.292,0.138,-59.204,91.492,-132.507,1
-1.206,1.290,0.089,-49.072,89.661,-140.076,1
-1.220,1.325,0.001,-72.083,84.534,-150.757,1
-1.152,1.425,-0.041,-68.787,81.543,-161.987,1
-1.132,1.446,-0.106,-47.668,80.627,-171.387,1
-1.105,1.417,-0.165,-45.410,79.041,-179.199,1
-1.068,1.376,-0.203,-53.040,75.439,-184.814,1
-1.007,1.342,-0.231,-60.303,69.153,-190.491,1
-0.929,1.305,-0.242,-49.377,60.974,-196.045,1
-0.841,1.277,-0.234,-27.832,52.063,-201.111,1
-0.778,1.265,-0.248,5.981,42.786,-205.627,1
-0.741,1.222,-0.252,20.447,35.095,-209.351,1
-0.664,1.174,-0.297,11.719,29.663,-213.745,1
-0.594,1.153,-0.276,-14.893,26.794,-218.506,1
-0.567,1.193,-0.291,-20.081,26.062,-224.548,1
-0.519,1.128,-0.348,-18.433,27.893,-231.628,1
-0.525,1.025,-0.354,-48.767,26.123,-241.333,1
-0.568,1.023,-0.342,-60.059,18.555,-252.991,1
-0.555,0.964,-0.378,-62.744,9.583,-261.658,1
-0.503,0.941,-0.409,-74.280,-1.465,-268.921,1
-0.424,0.954,-0.408,-86.853,-13.489,-270.813,1
-0.317,0.960,-0.351,-62.256,-24.048,-267.517,1
-0.259,0.861,-0.327,-31.128,-30.701,-262.634,1
-0.224,0.720,-0.296,-20.142,-36.499,-257.935,1
-0.183,0.588,-0.267,-23.132,-41.077,-254.456,1
-0.163,0.485,-0.229,-29.968,-45.959,-249.756,1
-0.082,0.432,-0.182,-28.931,-49.805,-242.920,1
0.027,0.422,-0.187,-14.771,-50.842,-233.704,1
0.081,0.381,-0.173,9.888,-49.805,-223.206,1
0.120,0.304,-0.166,28.442,-48.645,-214.783,1
0.166,0.255,-0.183,34.363,-46.570,-205.688,1
0.203,0.208,-0.199,27.954,-43.884,-196.533,1
0.263,0.170,-0.217,21.240,-42.297,-187.378,1
0.304,0.159,-0.195,27.710,-41.565,-177.429,1
0.396,0.130,-0.186,54.199,-40.161,-169.312,1
0.434,0.126,-0.125,89.111,-38.635,-161.438,1
0.532,0.140,-0.119,129.944,-35.339,-153.564,1
0.604,0.174,-0.180,154.114,-28.381,-144.226,1
0.669,0.119,-0.212,139.709,-20.691,-136.414,1
0.661,0.083,-0.208,98.877,-14.038,-129.333,1
0.655,0.094,-0.195,75.378,-8.545,-125.732,1
0.672,0.060,-0.174,76.965,-2.930,-123.840,1
0.669,0.074,-0.117,88.196,2.991,-122.498,1
0.688,0.058,-0.097,98.145,8.179,-120.239,1
0.628,0.076,-0.103,114.075,14.587,-116.943,1
0.615,0.084,-0.143,145.935,23.926,-112.854,1
0.618,0.004,-0.139,166.992,33.630,-109.741,1
0.534,-0.043,-0.135,176.086,42.480,-106.628,1
0.472,-0.055,-0.146,213.806,48.645,-102.173,1
0.606,-0.096,-0.246,265.076,56.519,-95.276,1
0.797,-0.242,-0.342,238.037,66.406,-88.135,1
0.728,-0.300,-0.371,145.020,73.242,-83.557,1
0.706,-0.237,-0.310,72.021,76.599,-80.627,1
0.600,-0.237,-0.277,38.879,79.346,-79.285,1
0.513,-0.253,-0.244,-16.968,82.092,-78.979,1
0.524,-0.263,-0.270,-114.380,85.022,-82.275,1
0.497,-0.276,-0.261,-225.769,87.646,-90.820,1
0.457,-0.167,-0.286,-263.000,91.003,-106.262,1
0.393,-0.180,-0.257,-186.523,93.384,-120.544,1
0.338,-0.308,-0.253,-110.352,96.313,-132.080,1
0.298,-0.412,-0.282,-56.396,101.135,-137.634,1
0.242,-0.458,-0.275,1.282,104.248,-139.648,1
0.010,-0.556,-0.371,87.830,112.610,-137.817,1
-0.097,-0.763,-0.498,71.106,120.728,-130.920,1
-0.087,-0.815,-0.521,20.813,127.808,-122.620,1
-0.175,-0.902,-0.547,39.795,136.230,-111.694,1
-0.088,-0.933,-0.578,53.894,146.973,-92.163,1
-0.272,-0.994,-0.673,55.237,155.457,-67.993,1
-0.434,-1.248,-0.789,-19.653,162.231,-42.725,1
-0.323,-1.213,-0.697,-33.630,165.161,-14.221,1
-0.487,-1.281,-0.717,25.696,167.053,16.113,1
-0.763,-1.284,-0.810,73.975,167.114,51.208,1
-0.882,-1.222,-0.864,78.979,167.114,89.600,1
-1.008,-1.217,-0.933,84.900,164.612,131.836,1
-1.080,-1.306,-1.048,95.032,155.945,183.228,1
-1.172,-1.418,-1.157,93.384,145.569,225.647,1
-1.365,-1.460,-1.299,83.984,129.517,286.560,1
-1.721,-1.410,-1.367,84.717,110.718,348.206,1
-2.122,-1.241,-1.429,87.708,88.623,413.513,1
-2.837,-1.068,-1.490,102.661,56.091,492.249,1
-3.505,-0.830,-1.504,127.747,13.733,564.575,1
-4.192,-0.563,-1.494,191.345,-42.419,628.052,1
-4.809,-0.319,-1.432,260.498,-120.789,683.166,1
-5.525,-0.031,-1.279,319.031,-218.567,721.069,1
-6.261,0.157,-1.078,337.952,-328.369,737.854,1
-7.290,0.373,-0.743,381.714,-434.448,735.840,1
-7.998,0.607,-0.420,495.605,-555.908,708.740,1
-8.000,0.752,-0.039,646.423,-680.908,640.747,1
-8.000,0.691,0.372,700.684,-794.128,534.912,1
-8.000,0.575,0.886,634.460,-869.934,426.392,1
-8.000,0.487,1.432,491.455,-913.391,330.749,1
-8.000,0.518,1.903,425.598,-933.350,256.287,1
-8.000,1.070,2.186,421.204,-935.364,194.153,1
-8.000,1.053,2.186,641.357,-911.377,95.215,1
-8.000,0.730,1.814,611.633,-872.803,-39.612,1
-8.000,0.676,1.875,574.951,-810.730,-137.939,1
-8.000,0.099,2.180,467.957,-712.036,-225.159,1
-6.956,-0.063,2.327,340.576,-623.413,-265.747,1
-6.047,0.007,2.321,302.368,-534.607,-289.734,1
-5.210,0.000,1.824,369.263,-444.885,-312.256,1
-3.959,-0.313,1.696,440.918,-360.229,-332.458,1
-3.303,-0.686,1.642,377.869,-283.203,-345.886,1
-2.818,-1.007,1.634,215.271,-222.961,-343.933,1
-2.509,-0.930,1.604,79.529,-179.993,-325.378,1
-2.059,-0.752,1.840,45.593,-146.790,-301.208,1
-2.033,-0.797,1.782,73.486,-111.023,-269.470,1
-1.893,-0.786,1.523,101.868,-74.585,-238.220,1
-1.694,-0.728,1.266,117.249,-42.297,-207.947,1
-1.533,-0.702,1.075,121.887,-14.648,-177.856,1
-0.982,-0.611,1.077,83.740,12.146,-144.348,1
-0.795,-0.537,0.866,33.813,31.006,-112.915,1
-0.817,-0.456,0.825,11.230,46.997,-82.336,1
-0.795,-0.404,0.861,15.625,58.655,-56.519,1
-0.742,-0.283,0.697,35.461,68.909,-29.175,1
-0.630,-0.246,0.669,31.860,76.782,-4.211,1
-0.549,-0.215,0.732,31.799,83.191,19.897,1
-0.519,-0.198,0.652,11.414,88.074,43.030,1
-0.456,-0.176,0.681,-19.165,92.712,64.819,1
-0.478,-0.180,0.615,-47.424,97.412,84.900,1
-0.453,-0.135,0.678,-63.354,103.149,105.408,1
-0.473,-0.059,0.667,-79.773,109.741,126.160,1
-0.535,-0.054,0.536,-96.619,117.859,145.447,1
-0.597,0.017,0.522,-117.187,126.831,162.170,1
-0.674,0.104,0.482,-148.682,136.475,176.636,1
-0.727,0.135,0.398,-172.852,149.353,189.148,1
-0.830,0.164,0.378,-200.378,163.940,199.585,1
-1.035,0.172,0.345,-223.755,179.687,205.688,1
-1.224,0.221,0.316,-234.802,197.510,207.642,1
-1.302,0.288,0.295,-249.878,217.224,207.397,1
-1.376,0.322,0.303,-250.610,236.328,204.651,1
-1.500,0.410,0.272,-240.234,256.165,200.562,1
-1.611,0.390,0.238,-230.713,276.978,192.749,1
-1.856,0.441,0.258,-212.524,295.166,184.875,1
-2.097,0.506,0.179,-227.051,313.049,175.110,1
-2.367,0.591,0.150,-275.146,330.811,161.194,1
-2.407,0.715,0.110,-307.861,346.802,144.104,1
-2.554,0.775,0.015,-333.801,362.061,121.216,1
-2.696,0.786,-0.097,-359.558,370.422,89.478,1
-2.752,0.830,-0.200,-375.915,371.338,53.467,1
-2.601,0.882,-0.402,-377.869,367.432,16.785,1
-2.528,0.901,-0.520,-376.099,355.041,-19.775,1
-2.428,0.874,-0.545,-337.769,332.703,-53.101,1
-2.548,0.816,-0.656,-293.884,309.204,-77.087,1
-2.457,0.693,-0.660,-284.485,283.936,-95.642,1
-2.336,0.622,-0.650,-269.226,258.484,-110.291,1
-1.963,0.560,-0.488,-226.318,238.342,-121.033,1
-1.797,0.507,-0.402,-217.712,222.107,-128.967,1
-1.734,0.508,-0.364,-228.455,205.749,-136.230,1
-1.635,0.505,-0.301,-261.475,188.354,-144.653,1
-1.479,0.488,-0.298,-285.706,171.387,-155.945,1
-1.367,0.522,-0.299,-285.767,154.968,-166.748,1
-1.177,0.544,-0.250,-265.137,140.625,-173.279,1
-1.173,0.576,-0.242,-224.365,128.662,-175.537,1
-1.086,0.563,-0.216,-169.434,119.995,-174.316,1
-1.051,0.555,-0.220,-145.874,114.624,-171.204,1
-0.847,0.588,-0.235,-166.748,111.084,-165.710,1
-0.674,0.621,-0.274,-229.065,109.131,-162.720,1
-0.594,0.797,-0.240,-258.240,105.896,-163.635,1
-0.670,0.901,-0.212,-223.633,101.257,-168.701,1
-0.660,0.961,-0.244,-166.138,98.328,-176.331,1
-0.618,0.957,-0.338,-171.631,96.497,-186.890,1
-0.528,1.087,-0.410,-204.468,91.553,-199.158,1
-0.490,1.079,-0.474,-230.896,82.275,-211.670,1
-0.526,1.066,-0.559,-263.428,64.941,-228.455,1
-0.555,1.135,-0.620,-256.592,46.387,-242.065,1
-0.576,1.166,-0.657,-204.651,29.663,-253.052,1
-0.646,1.100,-0.782,-149.048,16.357,-264.038,1
-0.757,1.110,-0.876,-76.782,4.944,-279.236,1
-0.878,1.063,-0.850,-10.742,-5.493,-293.701,1
-0.769,0.988,-0.822,14.099,-14.526,-303.223,1
-0.765,0.943,-0.899,-12.451,-25.269,-311.584,1
-0.703,0.889,-0.983,-76.111,-41.443,-317.932,1
-0.666,0.807,-1.042,-116.150,-59.021,-320.251,1
-0.628,0.658,-1.038,-132.385,-76.172,-317.871,1
-0.634,0.497,-1.015,-119.690,-90.271,-312.439,1
-0.491,0.284,-0.860,-104.553,-103.149,-303.955,1
-0.405,0.076,-0.725,-110.535,-111.816,-294.434,1
-0.219,-0.068,-0.534,-81.970,-116.272,-286.194,1
-0.231,-0.097,-0.437,53.162,-106.018,-287.292,1
-0.341,-0.025,-0.279,138.367,-93.262,-288.940,1
-0.135,0.002,-0.510,98.877,-79.285,-277.039,1
0.057,-0.148,-0.684,11.719,-62.195,-264.038,1
0.098,-0.165,-0.708,-121.582,-47.852,-250.610,1
0.294,-0.146,-0.438,-181.091,-40.771,-232.605,1
0.093,0.035,-0.419,-80.933,-25.879,-216.370,1
-0.189,-0.022,-0.211,84.717,-5.127,-201.721,1
-0.189,-0.464,-0.124,145.996,5.066,-204.346,1
-0.146,-0.591,-0.372,25.635,9.766,-207.397,1
-0.108,-0.533,-0.310,-26.978,22.095,-201.660,1
-0.035,-0.524,-0.209,-17.822,30.701,-191.223,1
-0.135,-0.572,-0.312,-24.963,39.917,-179.321,1
-0.297,-0.548,-0.357,-41.565,46.570,-167.786,1
-0.170,-0.517,-0.356,-7.507,52.917,-156.799,1
-0.125,-0.589,-0.458,17.334,59.875,-145.386,1
-0.065,-0.674,-0.503,-1.526,65.491,-132.385,1
-0.143,-0.690,-0.547,-10.315,71.533,-120.972,1
-0.203,-0.753,-0.594,-0.183,77.759,-110.352,1
-0.244,-0.737,-0.639,-3.601,81.787,-99.731,1
-0.263,-0.743,-0.674,14.038,85.083,-88.013,1
-0.322,-0.784,-0.721,7.324,87.708,-76.843,1
-0.351,-0.776,-0.741,3.052,90.454,-65.552,1
-0.477,-0.804,-0.774,4.028,93.018,-53.833,1
-0.617,-0.879,-0.778,-11.108,95.093,-41.687,1
-0.755,-0.930,-0.802,-21.423,96.191,-27.344,1
-0.828,-0.997,-0.843,-6.165,95.581,-9.216,1
-0.831,-1.064,-0.851,20.508,93.811,14.343,1
-0.763,-1.198,-0.907,13.184,90.637,40.771,1
-0.731,-1.301,-1.003,-2.258,86.853,74.219,1
-0.738,-1.382,-0.991,31.006,84.534,114.502,1
-0.798,-1.458,-1.121,32.104,81.848,160.645,1
-0.985,-1.524,-1.154,23.254,76.599,215.698,1
-1.224,-1.543,-1.107,27.893,68.359,271.301,1
-1.623,-1.519,-1.166,59.204,54.443,336.487,1
-2.094,-1.435,-1.257,77.881,35.461,401.672,1
-2.549,-1.163,-1.198,83.252,12.085,466.919,1
-3.119,-1.098,-1.275,126.587,-20.203,532.104,1
-3.797,-0.952,-1.351,141.235,-64.209,593.689,1
-4.574,-0.757,-1.340,164.978,-118.469,650.635,1
-5.375,-0.606,-1.297,218.567,-182.983,699.463,1
-6.276,-0.545,-1.223,294.495,-272.278,743.347,1
-7.109,-0.527,-1.079,346.802,-375.671,772.461,1
-8.000,-0.433,-0.840,377.991,-482.727,784.241,1
-8.000,-0.216,-0.570,410.156,-586.304,776.794,1
-8.000,0.120,-0.087,480.469,-682.800,748.657,1
-8.000,0.256,0.378,526.489,-784.729,689.087,1
-8.000,0.369,0.875,458.496,-862.122,620.300,1
-8.000,0.781,1.263,399.170,-918.518,558.655,1
-8.000,1.189,1.722,516.357,-956.726,489.929,1
-8.000,1.131,1.736,795.776,-989.624,336.609,1
-8.000,1.157,1.676,1052.734,-994.690,104.004,1
-8.000,0.818,1.512,999.817,-914.856,-181.091,1
-8.000,0.512,-0.078,883.545,-729.553,-357.361,1
-8.000,-0.060,0.968,527.954,-643.494,-459.045,1
-6.875,0.149,1.012,577.026,-525.330,-502.930,1
-6.212,-0.641,1.066,597.412,-405.762,-544.189,1
-5.623,-1.249,1.132,367.126,-291.870,-574.951,1
-4.979,-0.591,1.492,257.019,-227.844,-557.312,1
-4.595,-1.011,1.158,280.640,-159.363,-525.635,1
-4.381,-0.992,1.450,248.718,-85.266,-478.882,1
-3.255,-1.395,1.313,221.924,-25.513,-430.603,1
-2.416,-1.481,1.344,218.384,27.588,-368.652,1
-1.638,-1.512,1.427,242.676,74.646,-302.551,1
-1.459,-1.366,1.377,231.079,109.924,-236.206,1
-1.372,-1.025,1.289,253.906,137.817,-170.654,1
-1.188,-0.795,1.138,270.996,157.959,-112.122,1
-1.185,-0.365,1.050,273.193,171.814,-50.049,1
-1.104,-0.214,0.971,286.194,180.237,6.226,1
-0.908,-0.164,0.895,267.944,184.692,49.561,1
-0.837,-0.078,0.889,234.985,185.730,86.182,1
-0.878,0.050,0.870,216.614,186.035,112.244,1
-0.925,0.182,0.877,211.853,183.838,133.606,1
-1.022,0.223,0.891,188.599,180.664,149.841,1
-1.019,0.256,0.880,133.911,178.955,162.476,1
-0.875,0.382,0.969,101.501,182.312,169.067,1
-0.638,0.438,1.009,83.313,186.768,170.044,1
-0.372,0.520,1.056,85.266,189.697,168.701,1
-0.336,0.571,0.974,105.530,191.895,167.969,1
-0.262,0.491,0.883,86.426,191.833,164.917,1
-0.064,0.505,0.844,48.950,191.772,159.119,1
0.003,0.567,0.813,53.528,191.406,152.649,1
0.100,0.569,0.713,75.317,189.331,147.461,1
0.181,0.493,0.561,65.186,187.195,143.616,1
0.261,0.474,0.479,55.847,185.364,141.785,1
0.314,0.490,0.458,80.566,183.228,140.625,1
0.225,0.475,0.391,82.458,179.382,140.076,1
0.348,0.523,0.299,70.923,176.697,142.029,1
0.411,0.646,0.259,59.082,174.744,143.860,1
0.306,0.708,0.271,40.405,171.143,144.714,1
0.296,0.805,0.248,48.340,167.419,142.700,1
0.272,0.902,0.161,77.271,167.358,140.137,1
0.360,0.939,0.167,59.204,164.429,136.230,1
0.305,1.017,0.143,34.973,162.537,130.615,1
0.331,1.140,0.184,40.588,160.217,123.779,1
0.317,1.240,0.055,59.692,158.447,116.333,1
0.299,1.091,-0.030,39.490,156.128,109.253,1
0.157,1.152,0.071,41.138,153.320,97.595,1
0.195,1.304,0.078,65.430,148.682,85.999,1
0.153,1.374,0.089,55.237,144.226,73.486,1
0.297,1.428,-0.038,50.476,140.137,62.988,1
0.308,1.464,-0.013,60.425,136.353,53.650,1
0.375,1.435,0.056,43.213,135.620,44.495,1
0.373,1.473,0.065,37.537,135.193,31.616,1
0.460,1.366,-0.068,67.444,135.498,21.240,1
0.375,1.409,-0.014,87.769,133.972,10.559,1
0.422,1.429,0.032,95.642,132.324,4.883,1
0.381,1.457,0.128,101.013,132.019,-4.822,1
0.372,1.299,0.041,91.431,133.789,-13.611,1
0.404,1.236,0.046,39.246,137.207,-26.123,1
0.412,1.257,0.053,25.208,139.587,-36.865,1
0.502,1.272,0.011,48.462,143.188,-47.180,1
0.504,1.230,0.012,51.453,146.179,-56.702,1
0.471,1.231,0.013,39.551,147.827,-65.979,1
0.457,1.229,0.005,31.738,149.231,-75.256,1
0.513,1.212,-0.045,19.226,150.940,-86.426,1
0.555,1.195,-0.112,26.550,154.053,-97.473,1
0.537,1.138,-0.149,28.687,158.508,-108.521,1
0.496,1.084,-0.153,21.729,161.743,-119.080,1
0.447,1.059,-0.163,27.161,164.001,-128.967,1
0.518,0.960,-0.230,35.156,166.077,-136.780,1
0.557,0.869,-0.344,40.405,167.908,-143.433,1
0.479,0.850,-0.403,44.312,167.847,-149.231,1
0.446,0.799,-0.382,47.485,166.809,-154.053,1
0.495,0.774,-0.446,36.804,162.720,-157.654,1
0.318,0.678,-0.526,38.086,155.212,-160.339,1
0.479,0.725,-0.798,82.520,148.437,-159.241,1
0.410,0.633,-0.856,124.573,144.287,-154.175,1
0.526,0.492,-0.802,121.826,141.418,-148.682,1
0.377,0.463,-0.803,80.383,137.207,-143.860,1
0.350,0.516,-0.802,84.961,132.019,-139.709,1
0.272,0.532,-0.954,118.530,126.709,-136.230,1
0.203,0.509,-0.956,123.169,120.605,-134.460,1
0.230,0.461,-0.915,109.558,112.793,-134.033,1
0.331,0.383,-0.963,86.914,104.309,-132.935,1
0.441,0.356,-0.972,57.007,95.215,-131.042,1
0.396,0.358,-0.963,61.462,88.806,-129.883,1
0.431,0.354,-0.953,63.599,83.191,-129.272,1
0.394,0.348,-0.920,47.180,78.491,-130.737,1
0.373,0.299,-0.892,9.827,73.486,-135.559,1
0.421,0.306,-0.823,-5.737,67.749,-140.564,1
0.490,0.335,-0.770,4.028,64.209,-143.188,1
0.454,0.352,-0.751,-0.244,62.134,-146.118,1
0.438,0.368,-0.746,-26.367,61.096,-148.865,1
0.361,0.352,-0.691,-61.218,59.509,-152.893,1
0.281,0.311,-0.705,-83.252,58.533,-158.203,1
0.133,0.239,-0.673,-56.641,59.448,-163.818,1
0.023,0.104,-0.677,-14.771,63.965,-166.260,1
-0.040,-0.022,-0.698,-14.404,69.458,-167.053,1
-0.172,-0.108,-0.728,-35.522,72.510,-168.091,1
-0.302,-0.138,-0.768,-24.475,73.730,-168.091,1
-0.380,-0.228,-0.829,-11.230,73.059,-165.771,1
-0.430,-0.341,-0.876,-6.653,70.068,-160.217,1
-0.383,-0.462,-0.932,-10.376,66.345,-150.574,1
-0.370,-0.576,-0.971,-19.409,63.110,-139.526,1
-0.445,-0.646,-0.978,-40.955,59.448,-124.573,1
-0.435,-0.649,-0.944,-43.396,55.176,-105.530,1
-0.506,-0.737,-0.923,-4.028,52.124,-85.693,1
-0.480,-0.803,-0.866,19.470,50.476,-62.561,1
-0.412,-0.870,-0.939,14.404,48.157,-36.194,1
-0.485,-1.013,-1.018,-21.912,46.265,-5.371,1
-0.516,-1.059,-1.133,-47.607,43.823,27.954,1
-0.646,-1.213,-1.235,-38.086,39.490,66.956,1
