ax,ay,az,gx,gy,gz,label
-0.921,0.139,0.334,-0.732,-0.183,-0.305,0
-0.917,0.141,0.334,-0.427,0.000,-0.244,0
-0.919,0.141,0.339,0.610,0.061,-0.122,0
-0.919,0.140,0.335,0.671,0.305,-0.183,0
-0.918,0.135,0.335,0.305,-0.061,-0.244,0
-0.919,0.139,0.333,-0.305,-0.061,-0.305,0
-0.917,0.146,0.335,0.000,0.122,-0.305,0
-0.919,0.140,0.337,0.549,0.061,-0.366,0
-0.916,0.138,0.338,0.122,0.061,-0.427,0
-0.916,0.137,0.341,-0.122,0.000,-0.366,0
-0.917,0.140,0.337,-0.183,-0.061,-0.244,0
-0.916,0.140,0.338,-0.061,0.061,-0.122,0
-0.918,0.140,0.336,0.000,0.000,-0.122,0
-0.920,0.140,0.335,0.122,-0.183,-0.366,0
-0.918,0.142,0.334,-0.244,-0.183,-0.183,0
-0.918,0.138,0.336,0.061,-0.061,-0.244,0
-0.917,0.142,0.336,0.183,-0.122,-0.183,0
-0.918,0.138,0.334,0.061,0.061,-0.488,0
-0.916,0.140,0.333,-0.061,0.000,-0.244,0
-0.917,0.142,0.336,0.305,0.000,-0.244,0
-0.917,0.144,0.335,0.427,-0.122,-0.122,0
-0.919,0.141,0.338,0.122,0.061,-0.061,0
-0.919,0.142,0.339,0.122,0.000,-0.061,0
-0.919,0.140,0.337,0.000,0.000,-0.122,0
-0.919,0.138,0.336,0.183,-0.305,0.183,0
-0.916,0.139,0.337,0.366,-0.122,0.244,0
-0.916,0.140,0.341,0.305,0.000,0.061,0
-0.919,0.139,0.338,0.122,-0.122,-0.244,0
-0.917,0.142,0.336,0.000,-0.183,0.000,0
-0.917,0.139,0.336,0.061,-0.183,0.061,0
-0.917,0.139,0.335,0.000,-0.122,-0.183,0
-0.919,0.140,0.337,0.061,-0.122,0.183,0
-0.920,0.139,0.335,0.305,0.000,-0.183,0
-0.919,0.135,0.338,0.061,-0.183,0.000,0
-0.918,0.139,0.337,0.061,0.000,0.000,0
-0.918,0.141,0.340,0.000,-0.122,-0.305,0
-0.917,0.141,0.336,0.305,0.000,-0.061,0
-0.916,0.137,0.335,0.305,-0.061,-0.122,0
-0.916,0.137,0.340,-0.183,-0.244,-0.122,0
-0.920,0.142,0.337,-0.061,-0.122,-0.244,0
-0.916,0.138,0.334,0.305,0.122,-0.122,0
-0.915,0.138,0.337,0.000,0.061,-0.183,0
-0.920,0.142,0.341,0.000,0.000,0.000,0
-0.919,0.138,0.335,0.122,0.000,-0.122,0
-0.920,0.141,0.337,0.305,-0.061,-0.122,0
-0.917,0.140,0.336,0.122,0.061,0.000,0
-0.919,0.139,0.337,0.061,0.122,-0.244,0
-0.918,0.138,0.340,0.000,0.122,-0.183,0
-0.920,0.137,0.337,-0.061,-0.183,-0.244,0
-0.918,0.139,0.337,-0.122,0.061,-0.427,0
-0.919,0.138,0.335,0.305,0.000,-0.183,0
-0.919,0.137,0.336,0.061,0.000,-0.183,0
-0.921,0.139,0.341,0.122,0.183,-0.244,0
-0.917,0.137,0.337,0.183,-0.183,-0.183,0
-0.920,0.136,0.335,0.061,-0.122,-0.488,0
-0.913,0.136,0.337,0.122,0.122,-0.366,0
-0.918,0.140,0.337,0.061,0.122,-0.305,0
-0.915,0.134,0.336,0.183,0.122,-0.183,0
