ax,ay,az,gx,gy,gz,label
-0.848,0.616,-0.236,-38.818,19.043,0.610,1
-0.912,0.600,-0.285,-29.480,19.958,1.160,1
-0.902,0.623,-0.303,-70.251,19.653,-1.465,1
-0.948,0.725,-0.303,-89.905,20.081,-6.775,1
-0.943,0.827,-0.272,-61.951,20.996,-13.000,1
-0.952,0.881,-0.281,-9.460,21.423,-20.752,1
-0.953,0.873,-0.330,-0.793,21.667,-30.212,1
-0.939,0.904,-0.365,-38.330,21.484,-41.260,1
-0.925,1.006,-0.355,-58.716,19.531,-53.650,1
-0.908,1.091,-0.337,-32.898,16.602,-66.101,1
-0.875,1.112,-0.349,-0.916,14.893,-76.111,1
-0.871,1.086,-0.371,-8.240,12.451,-87.036,1
-0.873,1.103,-0.384,-36.011,10.254,-98.755,1
-0.821,1.132,-0.357,-43.457,7.690,-108.826,1
-0.800,1.143,-0.352,-33.203,5.432,-117.798,1
-0.789,1.127,-0.343,-24.475,3.662,-127.136,1
-0.780,1.097,-0.352,-26.550,2.747,-135.681,1
-0.797,1.086,-0.345,-43.884,1.343,-145.691,1
-0.803,1.090,-0.331,-57.068,-0.854,-154.419,1
-0.816,1.123,-0.295,-67.688,-3.662,-162.354,1
-0.825,1.181,-0.245,-43.518,-7.141,-169.739,1
-0.846,1.184,-0.217,-26.245,-9.888,-174.927,1
-0.868,1.177,-0.156,-38.635,-13.855,-181.213,1
-0.790,1.110,-0.086,-59.082,-20.569,-185.425,1
-1.021,1.279,-0.066,-32.227,-22.400,-189.636,1
-0.889,1.221,-0.105,19.592,-18.005,-195.190,1
-0.848,1.245,-0.112,37.598,-11.536,-199.707,1
-0.884,1.271,-0.091,52.490,-5.005,-204.773,1
-0.855,1.312,-0.098,69.519,0.610,-208.740,1
-0.821,1.315,-0.119,81.238,6.653,-212.280,1
-0.769,1.298,-0.119,79.102,11.536,-214.172,1
-0.715,1.274,-0.127,67.078,15.198,-215.637,1
-0.571,1.250,-0.116,70.801,19.653,-215.454,1
-0.375,1.164,-0.123,76.965,24.170,-211.914,1
-0.186,1.055,-0.154,66.956,28.259,-204.590,1
-0.076,0.982,-0.157,66.772,29.785,-195.740,1
-0.035,0.928,-0.156,92.468,30.640,-186.890,1
0.021,0.784,-0.349,103.394,34.424,-180.359,1
-0.078,0.651,-0.272,67.139,35.767,-176.758,1
0.124,0.500,-0.292,44.861,35.889,-173.157,1
0.170,0.489,-0.338,41.321,35.767,-166.992,1
0.247,0.378,-0.538,56.458,40.955,-162.231,1
0.237,0.388,-0.518,50.110,42.175,-158.264,1
0.227,0.451,-0.393,66.223,40.588,-151.855,1
0.268,0.467,-0.281,115.479,38.269,-143.188,1
0.304,0.456,-0.238,150.757,36.926,-133.911,1
0.360,0.359,-0.249,125.061,34.424,-124.207,1
0.321,0.272,-0.280,36.804,30.518,-116.638,1
0.361,0.323,-0.289,-9.277,27.161,-111.450,1
0.358,0.384,-0.275,24.414,26.672,-107.056,1
0.348,0.323,-0.281,68.237,28.381,-104.065,1
0.361,0.236,-0.237,66.833,30.701,-102.356,1
0.372,0.208,-0.218,40.527,32.043,-100.464,1
0.444,0.228,-0.220,17.151,32.898,-96.436,1
0.537,0.228,-0.243,-4.822,33.386,-91.980,1
0.596,0.271,-0.287,-22.461,32.898,-85.999,1
0.619,0.349,-0.319,-20.142,32.532,-80.139,1
0.727,0.377,-0.318,-5.798,31.738,-73.853,1
0.790,0.388,-0.304,7.263,31.494,-69.702,1
0.821,0.418,-0.288,6.348,31.433,-66.223,1
0.836,0.453,-0.272,-5.127,30.640,-63.660,1
0.910,0.497,-0.239,-15.991,27.710,-60.059,1
0.958,0.556,-0.209,-15.442,23.254,-57.007,1
0.949,0.573,-0.209,-1.709,19.104,-54.871,1
0.899,0.607,-0.178,20.508,15.686,-54.321,1
0.914,0.546,-0.147,40.833,13.794,-55.298,1
0.943,0.516,-0.136,32.593,12.878,-56.824,1
0.940,0.538,-0.107,24.963,11.719,-60.791,1
0.913,0.562,-0.090,34.729,9.949,-66.101,1
0.917,0.522,-0.108,42.542,7.996,-71.594,1
0.945,0.495,-0.119,57.861,6.165,-76.355,1
1.027,0.467,-0.112,77.576,5.737,-80.750,1
1.062,0.450,-0.136,88.867,5.493,-84.595,1
1.019,0.439,-0.135,72.266,5.371,-88.745,1
0.994,0.419,-0.146,58.533,5.554,-93.140,1
0.985,0.395,-0.135,50.598,5.798,-97.778,1
0.994,0.376,-0.121,59.937,7.080,-101.501,1
0.989,0.339,-0.083,72.449,9.399,-104.309,1
1.046,0.229,-0.132,66.711,13.000,-104.919,1
1.038,0.245,-0.076,70.557,18.066,-104.919,1
0.938,0.249,-0.032,75.256,23.376,-107.117,1
0.826,0.226,-0.098,58.411,29.114,-109.741,1
0.740,0.199,-0.111,33.630,33.569,-112.732,1
0.687,0.164,-0.103,25.574,36.621,-116.272,1
0.622,0.083,-0.120,35.034,39.246,-119.385,1
0.630,-0.038,-0.156,34.424,43.152,-120.972,1
0.638,-0.109,-0.156,20.447,46.448,-120.178,1
0.593,-0.174,-0.181,0.732,49.927,-118.164,1
0.554,-0.227,-0.180,-12.268,52.307,-115.967,1
0.484,-0.249,-0.195,-7.202,55.542,-113.403,1
0.426,-0.307,-0.170,15.442,59.082,-109.924,1
0.331,-0.374,-0.200,39.551,64.392,-104.431,1
0.240,-0.489,-0.240,32.166,70.496,-98.267,1
0.087,-0.595,-0.253,19.409,77.576,-89.661,1
-0.116,-0.698,-0.228,18.311,84.290,-78.125,1
-0.414,-0.798,-0.242,38.391,92.102,-60.791,1
-0.569,-0.973,-0.212,52.856,99.304,-38.635,1
-0.757,-1.143,-0.246,63.782,108.765,-8.972,1
-0.920,-1.299,-0.296,11.841,120.666,30.762,1
-1.065,-1.390,-0.300,-17.456,136.169,78.613,1
-1.398,-1.457,-0.388,-5.676,154.358,134.094,1
-1.806,-1.597,-0.653,51.331,170.105,197.449,1
-2.344,-1.635,-0.651,-21.545,176.331,270.081,1
-2.924,-1.647,-0.713,-62.927,185.608,348.206,1
-3.734,-1.418,-0.898,-15.015,189.697,451.111,1
-4.431,-1.445,-1.258,109.985,173.340,581.604,1
-5.793,-1.361,-1.433,184.753,130.249,710.022,1
-7.635,-1.203,-1.496,284.851,44.922,848.999,1
-8.000,-0.782,-1.358,405.212,-79.773,966.614,1
-8.000,-0.365,-1.149,501.648,-246.155,1053.284,1
-8.000,0.138,-0.880,494.812,-452.393,1096.985,1
-8.000,1.158,0.392,534.851,-640.991,1087.708,1
-8.000,2.001,1.436,845.215,-871.033,1002.197,1
-8.000,2.281,0.788,1215.210,-1091.125,807.556,1
-8.000,2.602,1.399,1807.068,-1243.835,223.816,1
-8.000,1.647,0.872,1449.829,-1117.737,-362.061,1
-8.000,1.008,1.005,1069.092,-870.789,-625.183,1
-8.000,0.102,0.940,910.889,-604.553,-772.400,1
-8.000,0.057,0.691,734.680,-392.639,-828.125,1
-8.000,0.198,0.526,648.193,-231.018,-826.599,1
-8.000,-0.073,0.420,460.632,-106.506,-784.607,1
-7.466,-0.281,0.796,339.966,-10.132,-724.365,1
-6.226,-0.795,0.578,288.635,66.650,-652.588,1
-5.027,-1.248,0.120,194.641,122.620,-587.036,1
-4.203,-1.147,0.277,192.505,159.485,-521.606,1
-3.625,-1.375,0.178,273.437,191.833,-457.031,1
-2.857,-1.607,-0.177,276.428,216.858,-393.555,1
-2.726,-1.479,0.058,168.457,224.487,-332.031,1
-2.703,-1.111,0.204,130.493,217.285,-268.372,1
-1.890,-1.255,0.054,123.169,207.703,-210.876,1
-1.187,-1.247,0.048,80.627,194.092,-155.762,1
-0.716,-1.075,0.117,107.300,180.481,-103.943,1
-0.541,-0.921,0.156,125.610,166.992,-57.739,1
-0.452,-0.733,0.167,129.700,155.273,-19.287,1
-0.406,-0.614,0.128,115.540,145.935,11.658,1
-0.339,-0.505,0.149,95.703,137.085,35.278,1
-0.318,-0.398,0.163,96.558,128.174,52.673,1
-0.302,-0.376,0.136,103.577,119.080,65.491,1
-0.187,-0.315,0.101,104.309,110.779,75.562,1
-0.079,-0.262,0.105,120.117,103.455,83.740,1
0.031,-0.265,0.107,130.859,97.351,89.600,1
0.187,-0.190,0.128,125.671,90.332,93.384,1
0.248,-0.118,0.136,126.831,85.083,95.093,1
0.329,-0.127,0.137,133.057,81.116,94.727,1
0.418,-0.201,0.073,122.986,78.796,91.492,1
0.629,-0.142,0.056,109.741,78.369,89.600,1
0.793,-0.039,0.099,112.244,78.796,90.393,1
0.801,0.017,0.148,118.530,77.271,90.942,1
0.832,0.037,0.102,129.517,75.500,91.797,1
1.032,0.136,0.054,132.874,74.280,91.187,1
0.991,0.143,0.010,129.028,74.036,89.294,1
0.966,0.190,-0.031,128.967,76.538,85.449,1
0.976,0.261,-0.008,126.221,79.407,84.045,1
0.971,0.337,0.034,134.155,81.848,82.703,1
1.028,0.403,0.012,156.433,84.473,81.421,1
1.048,0.499,-0.016,160.828,86.487,78.979,1
0.984,0.561,-0.052,153.809,88.013,75.623,1
0.915,0.640,-0.104,137.939,90.454,70.496,1
0.913,0.789,-0.094,137.695,91.492,64.880,1
0.944,0.901,-0.173,146.179,91.064,57.983,1
0.912,0.861,-0.280,132.263,92.346,50.842,1
0.841,0.873,-0.331,112.366,93.872,41.931,1
0.837,0.915,-0.353,107.056,93.872,34.241,1
0.839,0.929,-0.395,114.746,91.187,27.161,1
0.875,0.903,-0.402,127.380,88.806,21.057,1
0.769,0.868,-0.498,132.080,87.402,16.357,1
0.727,0.823,-0.561,108.215,86.304,10.315,1
0.675,0.803,-0.600,103.210,84.839,2.441,1
0.674,0.779,-0.631,111.206,82.703,-4.089,1
0.735,0.734,-0.643,122.498,80.444,-9.033,1
0.859,0.751,-0.620,145.874,77.271,-11.292,1
0.837,0.757,-0.636,165.100,73.608,-12.451,1
0.840,0.732,-0.682,152.954,68.909,-14.954,1
0.823,0.762,-0.694,132.263,64.880,-17.639,1
0.852,0.795,-0.701,126.526,59.753,-20.813,1
0.869,0.832,-0.787,135.376,54.626,-23.010,1
0.871,0.823,-0.801,144.226,49.500,-24.902,1
0.963,0.864,-0.731,139.282,43.274,-26.245,1
0.921,0.866,-0.769,116.028,35.156,-29.663,1
0.938,0.848,-0.737,77.026,25.513,-32.715,1
0.965,0.853,-0.729,70.862,16.846,-35.034,1
