ax,ay,az,gx,gy,gz,label
-0.903,0.669,-0.400,-52.429,3.540,-15.076,1
-0.871,0.662,-0.390,-72.998,4.944,-18.799,1
-0.832,0.662,-0.360,-93.445,7.507,-24.048,1
-0.818,0.719,-0.359,-89.416,11.353,-29.541,1
-0.799,0.708,-0.398,-83.374,17.334,-36.987,1
-0.806,0.675,-0.432,-94.177,24.902,-44.922,1
-0.843,0.606,-0.441,-133.667,31.921,-52.673,1
-0.921,0.596,-0.418,-189.758,36.865,-60.303,1
-1.065,0.663,-0.389,-213.379,39.612,-65.674,1
-1.112,0.721,-0.357,-196.716,39.429,-68.848,1
-1.125,0.772,-0.349,-153.442,38.147,-69.336,1
-1.177,0.797,-0.346,-97.656,35.950,-67.444,1
-1.188,0.769,-0.375,-47.424,34.546,-65.308,1
-1.126,0.729,-0.388,-21.790,32.104,-63.660,1
-1.122,0.713,-0.423,-21.362,28.931,-64.270,1
-1.054,0.738,-0.442,-15.015,26.794,-67.627,1
-1.066,0.760,-0.447,-4.883,25.024,-73.059,1
-1.034,0.765,-0.474,1.038,24.170,-80.505,1
-1.037,0.752,-0.483,-17.578,22.339,-90.454,1
-0.986,0.760,-0.486,-47.913,18.982,-100.647,1
-0.885,0.804,-0.476,-72.937,14.465,-109.863,1
-0.852,0.863,-0.459,-70.618,9.216,-117.126,1
-0.817,0.923,-0.445,-43.945,4.211,-123.230,1
-0.756,0.954,-0.429,3.113,0.244,-128.174,1
-0.757,0.950,-0.443,48.462,-2.136,-133.362,1
-0.709,0.918,-0.457,65.613,-3.052,-140.381,1
-0.695,0.886,-0.463,53.406,-4.333,-148.926,1
-0.672,0.903,-0.451,27.100,-5.798,-157.959,1
-0.653,0.972,-0.425,27.710,-7.019,-165.344,1
-0.664,1.040,-0.403,68.848,-6.042,-171.204,1
-0.635,1.034,-0.422,105.041,-2.991,-175.842,1
-0.597,0.986,-0.445,99.609,1.465,-182.312,1
-0.609,0.981,-0.417,38.513,4.395,-192.383,1
-0.653,1.030,-0.410,7.751,5.127,-198.914,1
-0.665,1.104,-0.356,3.967,4.883,-203.491,1
-0.686,1.167,-0.319,25.024,4.089,-205.627,1
-0.704,1.216,-0.310,55.725,5.676,-205.505,1
-0.715,1.205,-0.292,78.735,9.094,-205.566,1
-0.737,1.177,-0.271,81.299,12.390,-206.604,1
-0.786,1.180,-0.231,83.191,15.442,-207.520,1
-0.777,1.171,-0.228,88.806,18.188,-207.947,1
