ax,ay,az,gx,gy,gz,label
-0.948,0.273,0.116,8.362,0.488,0.793,0
-0.946,0.258,0.125,6.226,0.488,0.549,0
-0.949,0.250,0.125,1.587,0.366,0.671,0
-0.947,0.253,0.124,-2.686,0.366,0.488,0
-0.945,0.258,0.125,-3.723,0.244,0.427,0
-0.939,0.260,0.124,-2.014,0.244,0.427,0
-0.945,0.264,0.124,0.977,0.183,0.610,0
-0.946,0.264,0.123,4.395,0.488,0.549,0
-0.949,0.267,0.125,6.348,0.366,0.854,0
-0.948,0.261,0.129,6.287,0.244,0.854,0
-0.951,0.251,0.125,3.418,0.244,0.793,0
-0.951,0.247,0.120,-0.732,0.366,0.732,0
-0.948,0.250,0.124,-4.822,0.305,0.549,0
-0.948,0.255,0.126,-5.249,0.488,0.122,0
-0.948,0.266,0.126,-1.770,0.366,0.366,0
-0.946,0.259,0.129,1.648,0.183,0.549,0
-0.947,0.257,0.129,2.319,0.183,0.427,0
-0.949,0.253,0.127,1.526,0.183,0.305,0
-0.943,0.250,0.127,0.854,0.122,0.427,0
-0.950,0.253,0.126,0.671,0.061,0.061,0
-0.947,0.256,0.121,1.038,0.122,0.305,0
-0.949,0.254,0.120,0.122,0.366,0.366,0
-0.946,0.259,0.120,0.122,0.244,0.671,0
-0.945,0.254,0.125,-0.549,0.610,0.549,0
-0.950,0.252,0.130,-2.319,0.427,0.427,0
-0.947,0.255,0.129,-1.892,0.244,0.488,0
-0.948,0.262,0.131,0.488,0.366,0.427,0
-0.947,0.258,0.132,2.136,0.000,0.488,0
-0.951,0.259,0.127,2.686,0.000,0.732,0
-0.948,0.256,0.124,2.380,0.000,0.671,0
-0.948,0.249,0.125,1.587,0.061,0.793,0
-0.952,0.248,0.122,-0.732,-0.366,0.732,0
-0.948,0.253,0.130,-2.136,-0.244,0.244,0
-0.948,0.258,0.126,-0.916,-0.122,0.549,0
-0.945,0.262,0.125,1.892,-0.061,0.732,0
-0.946,0.259,0.124,3.357,-0.061,0.610,0
-0.948,0.255,0.122,3.296,0.122,0.671,0
-0.949,0.246,0.122,1.648,0.061,0.793,0
-0.951,0.249,0.123,0.977,0.183,0.916,0
-0.947,0.252,0.122,1.465,0.183,0.732,0
-0.946,0.252,0.127,1.587,0.000,0.732,0
-0.945,0.250,0.127,1.160,0.244,0.488,0
-0.944,0.255,0.124,1.526,0.427,0.610,0
-0.948,0.251,0.126,1.587,0.244,0.488,0
-0.947,0.249,0.124,1.282,0.305,0.610,0
-0.949,0.246,0.128,0.061,0.366,0.549,0
-0.952,0.248,0.128,-0.427,0.305,0.610,0
-0.950,0.250,0.125,-0.366,0.244,0.183,0
-0.948,0.249,0.129,0.488,0.366,0.366,0
-0.948,0.249,0.131,1.282,0.122,0.305,0
-0.949,0.253,0.130,1.038,0.244,0.427,0
-0.947,0.245,0.125,0.854,0.427,0.244,0
-0.949,0.248,0.125,0.305,0.061,0.122,0
-0.946,0.250,0.132,-0.793,0.366,0.122,0
-0.952,0.251,0.126,-0.854,0.305,0.305,0
-0.949,0.256,0.130,0.244,0.122,0.244,0
-0.948,0.254,0.131,1.465,-0.061,0.671,0
-0.948,0.260,0.131,2.686,0.000,0.793,0
-0.948,0.261,0.131,3.784,0.000,0.916,0
-0.952,0.259,0.131,4.944,-0.305,1.221,0
-0.949,0.250,0.128,5.737,-0.244,1.404,0
-0.947,0.244,0.128,5.798,-0.122,1.160,0
-0.948,0.238,0.127,5.798,-0.244,1.099,0
-0.946,0.237,0.129,5.127,-0.427,0.977,0
-0.949,0.236,0.131,2.869,-0.305,0.549,0
-0.951,0.233,0.130,-0.977,-0.488,0.488,0
-0.949,0.240,0.131,-2.686,-0.366,0.183,0
-0.951,0.240,0.127,-0.671,-0.488,-0.122,0
-0.951,0.247,0.127,1.648,-0.244,-0.244,0
-0.949,0.251,0.128,3.113,-0.244,-0.305,0
-0.949,0.241,0.126,2.991,-0.549,-0.122,0
-0.952,0.249,0.127,1.953,-0.061,-0.183,0
-0.950,0.243,0.123,-0.793,-0.061,-0.061,0
-0.948,0.243,0.130,-3.052,0.061,-0.244,0
-0.949,0.244,0.127,-2.808,-0.061,-0.244,0
-0.949,0.250,0.132,-0.671,-0.061,-0.183,0
-0.950,0.250,0.136,1.709,-0.183,-0.061,0
-0.951,0.242,0.129,2.258,-0.183,0.061,0
-0.947,0.241,0.129,0.427,-0.244,-0.244,0
-0.952,0.242,0.132,-2.258,-0.305,-0.305,0
-0.950,0.245,0.125,-3.601,-0.305,-0.488,0
-0.952,0.248,0.127,-4.089,-0.244,-0.427,0
-0.945,0.255,0.128,-1.770,-0.305,-0.427,0
-0.948,0.256,0.127,2.747,-0.183,0.000,0
-0.952,0.251,0.128,4.517,-0.061,0.122,0
-0.947,0.245,0.130,3.540,-0.244,0.427,0
-0.952,0.247,0.131,1.465,-0.305,0.061,0
-0.946,0.246,0.135,1.282,-0.366,0.244,0
-0.952,0.250,0.127,2.014,-0.183,0.183,0
-0.949,0.243,0.130,1.587,-0.488,0.122,0
-0.949,0.242,0.129,1.770,-0.305,0.122,0
-0.954,0.242,0.131,1.587,-0.305,-0.061,0
-0.954,0.238,0.136,0.427,-0.549,-0.366,0
-0.952,0.241,0.128,0.244,-0.366,-0.427,0
-0.950,0.243,0.127,1.404,-0.610,-0.488,0
-0.949,0.241,0.123,1.160,-0.366,-0.610,0
-0.951,0.245,0.125,-0.061,-0.183,-0.793,0
-0.951,0.244,0.129,-0.366,-0.244,-0.610,0
-0.949,0.248,0.130,0.427,-0.122,-0.488,0
-0.948,0.248,0.125,1.099,-0.122,-0.427,0
-0.949,0.244,0.129,0.610,-0.122,-0.549,0
-0.950,0.233,0.129,-0.793,-0.305,-0.793,0
-0.950,0.235,0.133,0.549,-0.427,-0.916,0
-0.952,0.252,0.129,4.700,-0.366,-1.404,0
-0.949,0.267,0.128,10.437,-0.305,-0.916,0
-0.947,0.253,0.126,11.536,-0.427,-0.610,0
-0.950,0.253,0.129,6.531,-0.488,-0.244,0
-0.946,0.248,0.118,0.244,-0.244,0.427,0
-0.948,0.254,0.122,-2.502,-0.305,0.427,0
-0.949,0.254,0.126,-1.709,0.244,0.610,0
-0.949,0.242,0.135,-0.549,-0.061,0.732,0
-0.951,0.240,0.137,0.183,-0.488,0.671,0
-0.952,0.242,0.132,1.526,-0.427,0.488,0
-0.954,0.247,0.130,1.953,-0.549,0.244,0
-0.950,0.242,0.128,1.892,-0.427,0.122,0
-0.949,0.238,0.120,0.610,-0.122,0.183,0
-0.952,0.242,0.124,-1.160,0.000,0.000,0
-0.951,0.246,0.129,-0.549,-0.061,0.122,0
-0.949,0.246,0.126,0.793,0.183,0.000,0
-0.948,0.243,0.135,0.793,0.000,0.000,0
-0.948,0.249,0.130,0.427,0.122,0.122,0
-0.952,0.249,0.130,-0.244,0.000,0.183,0
-0.948,0.244,0.133,-0.488,0.061,0.427,0
-0.953,0.244,0.129,0.549,0.183,0.122,0
-0.951,0.248,0.131,1.465,0.000,0.061,0
-0.946,0.240,0.133,0.610,0.183,0.244,0
-0.947,0.239,0.132,-0.366,-0.061,0.244,0
-0.947,0.240,0.129,0.244,-0.122,0.244,0
-0.952,0.237,0.133,0.671,-0.122,-0.061,0
-0.950,0.239,0.129,0.854,0.000,0.000,0
-0.949,0.244,0.130,0.732,-0.122,-0.305,0
-0.949,0.248,0.124,1.343,-0.305,-0.305,0
-0.951,0.243,0.130,0.610,-0.122,-0.305,0
-0.951,0.242,0.126,0.000,-0.122,-0.183,0
-0.950,0.244,0.124,0.366,-0.183,-0.122,0
-0.950,0.247,0.125,1.099,0.061,-0.366,0
-0.948,0.239,0.127,1.160,0.122,-0.244,0
-0.949,0.240,0.128,0.183,0.122,-0.183,0
-0.950,0.238,0.129,-0.671,0.183,-0.305,0
-0.950,0.244,0.130,-0.854,0.122,-0.244,0
-0.953,0.246,0.126,-0.854,-0.061,-0.244,0
-0.948,0.250,0.132,-0.427,0.000,-0.244,0
-0.951,0.248,0.127,-0.183,0.061,0.244,0
-0.952,0.248,0.131,-1.221,0.061,0.061,0
-0.952,0.246,0.130,-0.916,0.000,0.061,0
-0.952,0.244,0.131,0.183,-0.122,0.000,0
-0.950,0.245,0.129,0.732,-0.061,0.183,0
-0.951,0.241,0.130,0.000,0.061,0.061,0
-0.951,0.244,0.129,-0.793,0.122,0.183,0
-0.950,0.244,0.132,-0.488,0.000,-0.061,0
-0.951,0.246,0.131,1.099,-0.061,0.061,0
-0.951,0.242,0.132,2.075,-0.122,-0.061,0
-0.951,0.246,0.125,2.319,-0.183,-0.122,0
-0.951,0.239,0.128,0.549,-0.061,0.122,0
-0.951,0.241,0.130,-1.831,0.244,-0.122,0
-0.952,0.239,0.130,-2.625,-0.122,-0.305,0
-0.950,0.250,0.127,0.183,0.000,-0.183,0
-0.948,0.248,0.130,2.502,0.061,-0.183,0
-0.950,0.245,0.129,2.075,0.000,-0.183,0
-0.952,0.242,0.124,0.671,0.122,0.000,0
-0.948,0.238,0.134,-1.465,0.122,-0.061,0
-0.951,0.241,0.133,-1.404,0.000,-0.183,0
-0.951,0.241,0.135,0.183,-0.366,-0.427,0
-0.951,0.245,0.135,1.709,-0.427,-0.183,0
-0.951,0.247,0.127,1.953,-0.427,-0.305,0
-0.952,0.246,0.127,1.465,-0.366,-0.244,0
-0.949,0.246,0.122,-0.244,-0.183,0.000,0
-0.950,0.244,0.127,-1.282,-0.122,-0.061,0
-0.953,0.247,0.130,-1.221,0.122,0.061,0
-0.951,0.246,0.128,0.305,0.061,0.000,0
-0.953,0.245,0.125,0.916,0.183,0.000,0
-0.947,0.243,0.124,0.427,0.244,0.122,0
-0.950,0.243,0.130,-0.549,0.305,0.061,0
-0.952,0.238,0.130,-0.977,0.244,0.122,0
-0.951,0.238,0.131,-0.427,0.000,-0.183,0
-0.955,0.241,0.129,0.000,-0.061,-0.183,0
-0.950,0.244,0.126,-0.671,0.000,-0.122,0
-0.948,0.249,0.130,-2.197,0.122,-0.305,0
-0.948,0.245,0.124,-3.418,-0.061,0.000,0
-0.948,0.242,0.128,-2.136,0.061,0.000,0
-0.955,0.247,0.123,1.160,0.122,0.000,0
-0.947,0.246,0.123,2.991,0.061,0.183,0
-0.944,0.245,0.128,1.526,0.427,-0.061,0
-0.953,0.250,0.128,-0.549,0.305,0.244,0
-0.947,0.245,0.130,-0.671,0.732,0.427,0
-0.952,0.242,0.132,0.366,0.427,0.610,0
-0.950,0.239,0.132,0.732,0.549,0.366,0
-0.952,0.242,0.131,0.854,0.549,0.427,0
-0.952,0.242,0.133,0.732,0.366,0.427,0
-0.950,0.242,0.134,0.122,0.000,0.305,0
-0.949,0.246,0.136,-0.427,0.244,0.366,0
-0.949,0.246,0.134,0.610,-0.122,0.305,0
-0.949,0.243,0.136,2.075,-0.305,0.122,0
-0.952,0.238,0.131,3.052,-0.305,0.122,0
-0.955,0.232,0.129,2.441,-0.183,-0.061,0
-0.950,0.235,0.127,1.099,-0.061,-0.061,0
