timestamp_s,ax,ay,az,gx,gy,gz,label
0.0,0.409,0.071,-0.933,-0.427,-1.831,0.061,3
0.008641999999999928,0.409,0.065,-0.932,-0.61,-1.953,0.061,3
0.01573099999999994,0.411,0.061,-0.928,-0.854,-2.075,-0.183,3
0.023932999999999982,0.409,0.062,-0.924,-0.854,-2.075,-0.244,3
0.030980999999999925,0.408,0.059,-0.921,-0.61,-2.258,-0.366,3
0.03951399999999994,0.412,0.059,-0.914,-0.488,-2.258,-0.549,3
0.046626999999999974,0.41,0.062,-0.907,0.122,-2.319,-0.671,3
0.05481499999999995,0.408,0.06,-0.9,0.549,-2.258,-0.488,3
0.06179299999999999,0.42,0.056,-0.904,1.159,-2.258,-0.549,3
0.070523,0.422,0.054,-0.904,1.403,-2.136,-0.671,3
0.07724399999999998,0.423,0.062,-0.903,1.098,-2.075,-0.732,3
0.08422099999999999,0.418,0.061,-0.906,0.427,-2.075,-0.671,3
0.09257099999999996,0.416,0.059,-0.904,-0.122,-1.892,-0.732,3
0.10075099999999992,0.417,0.054,-0.904,-1.22,-1.586,-0.671,3
0.10731400000000002,0.417,0.057,-0.906,-1.647,-1.342,-0.915,3
0.11548799999999992,0.416,0.059,-0.905,-2.197,-1.342,-0.915,3
0.12386999999999992,0.412,0.055,-0.907,-2.075,-1.464,-1.037,3
0.13015599999999994,0.412,0.053,-0.905,-1.525,-1.647,-1.037,3
0.13811700000000005,0.412,0.052,-0.904,-0.732,-1.586,-1.037,3
0.14580599999999988,0.414,0.047,-0.901,-0.244,-1.708,-1.281,3
0.15289799999999998,0.42,0.048,-0.902,0.427,-1.953,-1.098,3
0.1605939999999999,0.416,0.041,-0.903,0.244,-1.647,-1.037,3
0.16938199999999992,0.412,0.045,-0.902,0.244,-1.464,-1.098,3
0.17561899999999997,0.409,0.041,-0.904,0.122,-1.525,-0.732,3
0.184029,0.411,0.039,-0.906,0.061,-1.464,-0.793,3
0.19198500000000007,0.417,0.04,-0.911,-0.183,-1.281,-0.732,3
0.19891499999999995,0.416,0.04,-0.912,-0.305,-1.342,-0.61,3
0.205519,0.416,0.037,-0.911,-0.671,-1.464,-0.549,3
0.21340999999999988,0.411,0.036,-0.911,-1.037,-1.342,-0.549,3
0.22111799999999993,0.417,0.034,-0.907,-1.464,-1.525,-0.305,3
0.22918499999999997,0.417,0.036,-0.901,-1.098,-1.403,-0.122,3
0.23549299999999995,0.422,0.036,-0.895,-0.671,-1.464,-0.061,3
0.24399100000000007,0.419,0.034,-0.894,0.366,-1.403,0.122,3
0.2509699999999999,0.421,0.035,-0.898,1.22,-1.342,0.061,3
0.25775499999999996,0.418,0.033,-0.904,2.014,-1.159,0.244,3
0.2664009999999999,0.412,0.031,-0.902,2.746,-1.098,0.0,3
0.272567,0.415,0.035,-0.904,2.807,-1.281,0.366,3
0.28077299999999994,0.413,0.039,-0.905,2.38,-1.098,0.427,3
0.287469,0.413,0.043,-0.903,2.136,-1.22,0.305,3
0.294354,0.417,0.048,-0.902,1.953,-1.342,0.671,3
0.3030409999999999,0.415,0.046,-0.905,2.075,-1.098,0.488,3
0.3099049999999999,0.421,0.048,-0.9,1.953,-1.098,0.61,3
0.31643,0.419,0.049,-0.903,1.464,-1.037,0.732,3
0.32426299999999997,0.426,0.049,-0.9,1.342,-0.976,0.732,3
0.332268,0.428,0.045,-0.898,1.22,-0.976,0.915,3
0.338527,0.423,0.047,-0.898,1.708,-0.915,1.037,3
0.3465480000000001,0.422,0.047,-0.899,2.197,-0.671,0.854,3
0.35273599999999994,0.419,0.051,-0.898,2.441,-0.854,1.159,3
0.361337,0.421,0.046,-0.897,2.746,-0.732,1.098,3
0.36782500000000007,0.424,0.048,-0.895,2.929,-0.671,1.281,3
0.374541,0.42,0.051,-0.9,2.258,-0.549,1.403,3
0.382854,0.416,0.051,-0.901,1.098,-0.183,1.22,3
0.389062,0.418,0.052,-0.903,0.0,-0.061,0.915,3
0.39773900000000006,0.414,0.05,-0.901,-1.525,0.0,1.159,3
0.40504300000000004,0.42,0.05,-0.9,-1.892,0.183,1.037,3
0.411832,0.423,0.051,-0.897,-1.831,0.305,1.098,3
0.4187179999999999,0.425,0.047,-0.901,-0.427,0.732,1.281,3
0.42648700000000006,0.419,0.046,-0.898,0.793,0.366,1.098,3
0.43476899999999996,0.417,0.045,-0.9,1.22,0.488,1.22,3
0.441856,0.412,0.043,-0.901,1.159,0.732,1.281,3
0.44880699999999996,0.409,0.041,-0.903,0.427,0.671,1.22,3
0.45521299999999987,0.41,0.047,-0.901,0.122,0.427,1.281,3
0.463398,0.412,0.046,-0.898,-0.549,0.488,1.037,3
0.4701249999999999,0.412,0.049,-0.903,-0.793,0.549,1.159,3
0.4771589999999999,0.42,0.056,-0.899,-0.488,0.61,1.098,3
0.48541100000000004,0.425,0.062,-0.898,0.61,0.488,0.915,3
0.4924249999999999,0.428,0.062,-0.9,1.525,0.427,1.098,3
0.500335,0.42,0.061,-0.903,2.38,0.305,0.854,3
0.506855,0.419,0.066,-0.906,2.624,0.366,0.915,3
0.5146919999999999,0.417,0.065,-0.904,2.563,0.61,0.915,3
0.522516,0.417,0.064,-0.908,2.014,0.671,0.915,3
0.52911,0.417,0.066,-0.911,1.22,0.61,0.671,3
0.53579,0.414,0.065,-0.908,0.854,0.488,0.671,3
0.542851,0.417,0.072,-0.912,0.61,0.793,0.366,3
0.550549,0.417,0.069,-0.912,0.671,0.854,0.427,3
0.5595349999999999,0.418,0.066,-0.915,1.403,0.61,0.427,3
0.566038,0.415,0.069,-0.914,1.22,0.671,0.0,3
0.57283,0.416,0.068,-0.913,0.976,0.793,0.183,3
0.580797,0.415,0.066,-0.912,0.427,0.61,0.366,3
0.587356,0.418,0.074,-0.922,-0.305,0.793,0.122,3
0.595745,0.414,0.075,-0.928,-0.732,0.854,0.122,3
0.6021799999999999,0.414,0.073,-0.93,-0.732,0.427,-0.305,3
0.610622,0.417,0.075,-0.925,-0.427,0.488,-0.183,3
0.617407,0.419,0.072,-0.928,-0.183,0.366,-0.366,3
0.6255930000000001,0.42,0.07,-0.927,0.305,0.122,-0.366,3
0.632735,0.42,0.069,-0.926,0.244,0.061,-0.732,3
0.640682,0.417,0.065,-0.93,0.732,-0.244,-0.488,3
0.6492249999999999,0.417,0.061,-0.925,0.671,-0.244,-0.61,3
0.655108,0.415,0.064,-0.928,0.549,-0.427,-0.61,3
0.663254,0.421,0.058,-0.929,0.488,-0.305,-0.671,3
0.6706909999999999,0.422,0.061,-0.931,0.366,-0.488,-0.732,3
0.6788529999999999,0.42,0.065,-0.931,0.061,-0.549,-0.793,3
0.6853149999999999,0.424,0.064,-0.931,-0.61,-0.488,-0.793,3
0.6936469999999999,0.423,0.058,-0.926,-1.281,-0.732,-0.793,3
0.700566,0.422,0.053,-0.926,-1.647,-0.549,-0.793,3
0.708493,0.422,0.048,-0.919,-1.586,-0.732,-0.488,3
0.7163010000000001,0.423,0.044,-0.916,-1.342,-0.671,-0.671,3
0.7229399999999999,0.432,0.039,-0.915,-0.976,-0.61,-0.366,3
0.731643,0.43,0.04,-0.919,-0.305,-0.671,-0.061,3
0.7378879999999999,0.422,0.039,-0.915,0.427,-0.671,0.061,3
0.746122,0.416,0.038,-0.916,0.732,-0.671,0.305,3
