timestamp_s,ax,ay,az,gx,gy,gz,label
0.0,-0.917,0.355,0.062,-1.281,0.305,-0.671,3
0.006463,-0.92,0.356,0.061,-2.319,0.488,-0.732,3
0.013998,-0.919,0.353,0.06,-3.295,0.244,-0.427,3
0.022271,-0.923,0.355,0.065,-3.784,0.244,-0.183,3
0.030892000000000003,-0.928,0.356,0.059,-3.967,0.061,-0.061,3
0.037342,-0.922,0.356,0.065,-4.028,0.061,0.122,3
0.045562,-0.919,0.351,0.061,-3.295,-0.244,0.183,3
0.053261,-0.921,0.355,0.062,-2.807,-0.244,0.61,3
0.061086,-0.921,0.359,0.061,-1.892,-0.549,0.671,3
0.06854299999999999,-0.923,0.359,0.061,-1.403,-0.793,0.732,3
0.075665,-0.921,0.359,0.062,-1.037,-0.976,0.915,3
0.083837,-0.921,0.362,0.062,-0.366,-1.098,0.854,3
0.091385,-0.917,0.36,0.06,0.061,-1.342,0.976,3
0.09893,-0.922,0.36,0.065,0.61,-1.342,1.037,3
0.107762,-0.923,0.362,0.061,0.671,-1.525,1.037,3
0.116247,-0.931,0.356,0.063,0.122,-1.464,1.098,3
0.123326,-0.928,0.36,0.067,-0.671,-1.403,1.464,3
0.13218799999999997,-0.934,0.36,0.07,-1.464,-1.281,1.403,3
0.13916099999999998,-0.935,0.356,0.068,-1.77,-1.22,1.647,3
0.147397,-0.925,0.357,0.071,-2.258,-1.098,1.647,3
0.156314,-0.915,0.36,0.069,-3.173,-1.037,2.014,3
0.16336299999999998,-0.91,0.357,0.071,-4.211,-0.915,1.953,3
0.172238,-0.905,0.361,0.068,-4.821,-0.854,2.197,3
0.17924099999999998,-0.906,0.363,0.068,-5.371,-1.098,2.38,3
0.187689,-0.906,0.36,0.069,-5.798,-1.037,2.38,3
0.19475399999999998,-0.914,0.361,0.069,-5.737,-1.281,2.319,3
0.204181,-0.917,0.366,0.069,-5.31,-1.342,2.685,3
0.211111,-0.921,0.37,0.067,-4.943,-1.159,2.38,3
0.218916,-0.919,0.371,0.07,-4.333,-1.586,2.746,3
0.22798000000000002,-0.924,0.373,0.072,-3.54,-1.647,2.685,3
0.236317,-0.926,0.372,0.072,-2.746,-1.525,2.746,3
0.24332700000000002,-0.927,0.377,0.073,-2.746,-1.525,2.807,3
0.253105,-0.925,0.383,0.076,-2.38,-1.525,2.685,3
0.260239,-0.925,0.388,0.075,-2.38,-1.464,2.624,3
0.26804100000000003,-0.92,0.389,0.076,-2.38,-1.464,2.258,3
0.275777,-0.918,0.394,0.071,-3.051,-1.342,1.892,3
0.28450800000000004,-0.912,0.395,0.075,-3.479,-1.22,1.708,3
0.29239200000000004,-0.914,0.396,0.076,-3.906,-1.159,1.525,3
0.300094,-0.917,0.404,0.076,-3.906,-1.22,0.915,3
0.307992,-0.922,0.406,0.077,-4.699,-1.098,0.549,3
0.316246,-0.92,0.412,0.078,-4.638,-1.037,0.427,3
0.32561100000000004,-0.922,0.416,0.079,-4.455,-0.793,-0.183,3
0.33168000000000003,-0.927,0.418,0.079,-3.356,-0.854,-0.488,3
0.340606,-0.922,0.426,0.079,-1.892,-1.098,-1.037,3
0.347715,-0.924,0.434,0.08,0.183,-1.037,-1.281,3
0.356984,-0.925,0.44,0.081,2.319,-1.464,-1.586,3
0.365997,-0.918,0.455,0.081,4.76,-1.525,-2.136,3
0.371732,-0.923,0.464,0.08,7.202,-1.831,-2.99,3
0.38128,-0.93,0.488,0.082,10.925,-1.892,-3.54,3
0.38887,-0.931,0.509,0.086,15.197,-2.319,-4.15,3
0.396034,-0.937,0.538,0.082,21.545,-2.685,-5.371,3
0.404582,-0.937,0.555,0.086,32.531,-3.479,-6.896,3
0.41153100000000004,-0.932,0.561,0.083,42.907,-4.455,-8.056,3
0.420253,-0.926,0.561,0.081,51.879,-4.943,-9.216,3
0.42771600000000004,-0.914,0.552,0.078,57.495,-5.432,-10.253,3
0.436699,-0.911,0.549,0.071,60.668,-5.249,-11.657,3
0.444288,-0.904,0.537,0.07,60.119,-5.187,-12.451,3
0.45164,-0.897,0.527,0.064,55.786,-4.76,-13.0,3
0.46012600000000003,-0.89,0.521,0.064,49.499,-4.272,-13.732,3
0.467685,-0.889,0.512,0.063,41.442,-3.54,-14.099,3
0.475898,-0.879,0.509,0.062,32.104,-2.563,-14.343,3
0.485045,-0.881,0.509,0.062,20.507,-1.586,-14.892,3
0.492525,-0.88,0.517,0.065,11.535,-0.61,-15.258,3
0.500532,-0.889,0.54,0.066,5.859,0.061,-15.624,3
0.507702,-0.875,0.554,0.072,5.004,0.305,-16.052,3
0.514925,-0.858,0.567,0.073,10.253,0.061,-17.517,3
0.5227620000000001,-0.895,0.582,0.066,15.93,-0.549,-18.127,3
0.531496,-0.899,0.588,0.057,20.446,-1.159,-19.226,3
0.540473,-0.9,0.589,0.058,24.597,-1.77,-20.751,3
0.547176,-0.887,0.586,0.055,29.663,-2.38,-22.46,3
0.5550120000000001,-0.885,0.573,0.058,33.386,-3.112,-23.437,3
0.563921,-0.902,0.572,0.057,35.827,-3.417,-24.658,3
0.5711430000000001,-0.91,0.571,0.057,37.109,-3.234,-25.939,3
0.578846,-0.913,0.564,0.057,36.437,-3.356,-26.916,3
