timestamp_s,ax,ay,az,gx,gy,gz,label
0.0,0.702,0.686,0.3,5.737,0.366,1.098,1
0.008068999999999882,0.705,0.686,0.289,5.615,0.549,1.037,1
0.015883999999999787,0.706,0.69,0.292,5.004,0.488,0.732,1
0.023603000000000485,0.707,0.69,0.292,4.028,0.61,0.671,1
0.032737000000000016,0.711,0.688,0.296,3.356,0.671,0.366,1
0.03958800000000018,0.714,0.685,0.304,3.234,0.549,0.122,1
0.04746600000000001,0.713,0.684,0.311,3.54,0.671,0.183,1
0.055155000000000065,0.711,0.675,0.309,3.54,0.732,0.061,1
0.062269999999999825,0.712,0.671,0.307,3.662,0.976,0.244,1
0.07108899999999974,0.709,0.672,0.305,4.15,1.281,0.122,1
0.07935300000000023,0.711,0.672,0.299,4.272,1.403,-0.183,1
0.08614100000000047,0.71,0.68,0.298,4.516,1.037,0.061,1
0.09423199999999987,0.705,0.678,0.293,4.577,1.098,0.244,1
0.10292700000000021,0.706,0.679,0.295,4.821,1.22,-0.061,1
0.11091500000000032,0.705,0.677,0.298,5.187,1.037,-0.244,1
0.11768399999999968,0.708,0.671,0.302,4.882,0.915,-0.122,1
0.1267100000000001,0.707,0.669,0.307,3.784,1.281,-0.305,1
0.1336700000000004,0.704,0.671,0.316,3.173,1.342,-0.488,1
0.14264600000000005,0.702,0.669,0.32,2.563,1.403,-0.61,1
0.14960400000000007,0.693,0.664,0.332,2.441,1.77,-0.427,1
0.15749000000000013,0.695,0.661,0.332,2.258,1.892,-0.305,1
0.16500200000000032,0.699,0.659,0.343,2.38,2.258,-0.488,1
0.17342600000000008,0.704,0.659,0.347,2.563,2.807,-0.244,1
0.18108099999999983,0.703,0.657,0.339,1.77,3.234,-0.183,1
0.19020700000000001,0.706,0.659,0.333,1.403,3.662,-0.122,1
0.1974210000000003,0.709,0.664,0.324,1.464,3.906,0.0,1
0.2064250000000003,0.711,0.663,0.315,1.586,4.455,0.061,1
0.21379899999999985,0.709,0.664,0.307,2.319,4.272,0.183,1
0.22098700000000004,0.71,0.662,0.298,1.953,4.394,0.366,1
0.22837200000000024,0.708,0.662,0.29,2.014,4.211,0.366,1
0.2372209999999999,0.704,0.659,0.284,1.953,4.455,0.549,1
0.24440799999999996,0.705,0.657,0.284,1.159,4.272,0.366,1
0.2511929999999998,0.701,0.654,0.285,0.732,4.577,0.732,1
0.260116,0.697,0.657,0.278,0.671,4.577,0.793,1
