timestamp_s,ax,ay,az,gx,gy,gz,label
0.006029,-0.747,0.7,0.011,4.272,2.685,-21.301,2
0.011993,-0.74,0.699,0.006,4.821,2.807,-21.484,2
0.020012,-0.737,0.699,0.004,4.577,3.173,-21.423,2
0.027413,-0.732,0.704,0.0,2.99,3.54,-21.545,2
0.03538,-0.732,0.71,0.0,0.061,4.333,-21.728,2
0.042891,-0.731,0.711,0.0,-4.699,4.882,-21.85,2
0.050548,-0.732,0.716,0.003,-9.033,5.615,-22.155,2
0.059458,-0.736,0.728,0.002,-13.061,6.225,-22.216,2
0.066503,-0.732,0.73,0.004,-16.174,6.835,-22.705,2
0.075231,-0.729,0.738,0.008,-17.822,7.202,-23.071,2
0.082837,-0.726,0.743,0.011,-17.272,7.324,-23.742,2
0.091166,-0.724,0.752,0.014,-15.075,7.324,-24.23,2
0.100027,-0.726,0.75,0.009,-11.23,6.958,-24.719,2
0.107952,-0.724,0.761,0.014,-7.141,6.835,-25.268,2
0.115557,-0.722,0.763,0.013,-3.112,6.591,-25.756,2
0.122894,-0.714,0.764,0.011,0.244,6.652,-26.367,2
0.130392,-0.713,0.768,0.011,1.22,6.347,-27.16,2
0.139123,-0.708,0.765,0.009,-0.183,7.019,-28.137,2
0.146902,-0.704,0.771,0.009,-2.807,7.263,-28.747,2
0.155765,-0.71,0.773,0.007,-6.713,8.056,-29.663,2
0.162651,-0.712,0.782,0.006,-10.681,8.728,-30.395,2
0.171239,-0.711,0.79,0.006,-15.136,9.643,-31.188,2
0.178143,-0.705,0.793,0.006,-18.676,10.192,-32.043,2
0.186466,-0.708,0.802,0.007,-22.338,10.864,-32.592,2
0.19479,-0.708,0.813,0.003,-25.939,11.596,-33.386,2
0.201945,-0.7,0.822,0.005,-29.846,12.207,-34.301,2
0.209735,-0.695,0.835,0.002,-32.897,12.695,-35.156,2
0.216749,-0.685,0.843,0.01,-33.447,12.756,-36.315,2
0.224481,-0.682,0.851,0.008,-31.066,12.573,-37.109,2
0.232064,-0.672,0.865,0.011,-25.512,11.962,-37.841,2
0.242213,-0.678,0.87,0.011,-18.371,11.352,-38.879,2
0.24918,-0.673,0.873,0.013,-9.216,10.437,-40.039,2
0.256478,-0.664,0.875,0.011,-2.929,10.131,-40.954,2
0.265446,-0.663,0.881,0.011,1.831,9.887,-41.992,2
0.272393,-0.665,0.887,0.003,2.502,9.765,-42.785,2
0.280064,-0.653,0.886,0.006,0.0,10.07,-43.64,2
0.288326,-0.641,0.898,0.005,-5.065,11.047,-44.372,2
0.297669,-0.629,0.922,0.009,-12.145,12.329,-45.41,2
0.305613,-0.622,0.952,0.016,-18.493,13.427,-46.874,2
0.313397,-0.618,0.984,0.024,-21.24,14.038,-48.034,2
0.320912,-0.615,1.017,0.033,-19.958,14.465,-49.621,2
0.329614,-0.607,1.05,0.039,-14.77,14.709,-50.842,2
0.336849,-0.603,1.075,0.042,-8.117,14.526,-52.062,2
0.345766,-0.594,1.102,0.048,-1.403,14.343,-53.466,2
0.354057,-0.568,1.131,0.062,5.432,14.526,-54.931,2
0.362395,-0.546,1.169,0.066,10.559,14.831,-56.64,2
0.369969,-0.546,1.204,0.076,12.329,15.563,-58.837,2
0.379092,-0.547,1.245,0.082,10.009,17.028,-61.401,2
0.387528,-0.539,1.286,0.095,6.713,18.432,-63.659,2
0.396827,-0.541,1.324,0.11,2.502,20.874,-66.65,2
0.405828,-0.536,1.354,0.12,-2.685,23.071,-70.068,2
0.414139,-0.523,1.398,0.134,-5.737,25.634,-74.34,2
0.422518,-0.52,1.421,0.145,-4.699,27.465,-77.209,2
0.431011,-0.506,1.44,0.149,-1.037,28.503,-80.505,2
0.437175,-0.477,1.452,0.157,7.08,29.663,-83.923,2
0.445268,-0.445,1.453,0.161,14.038,30.273,-86.486,2
0.4532,-0.43,1.455,0.166,18.737,31.433,-89.172,2
0.46073,-0.405,1.463,0.167,20.08,32.592,-91.43,2
0.469767,-0.401,1.477,0.176,16.845,34.667,-94.055,2
0.477178,-0.418,1.497,0.183,9.521,36.926,-97.656,2
0.485563,-0.433,1.526,0.196,2.441,39.184,-100.585,2
0.494422,-0.451,1.553,0.205,-5.31,41.503,-104.37,2
0.501869,-0.464,1.578,0.219,-8.85,43.09,-107.91,2
0.510959,-0.477,1.592,0.228,-9.521,45.227,-112.182,2
0.519211,-0.48,1.604,0.229,-7.263,46.386,-116.943,2
0.527801,-0.486,1.613,0.23,-5.126,47.485,-120.239,2
0.536024,-0.49,1.611,0.236,-0.427,48.461,-124.45,2
0.542899,-0.49,1.615,0.229,5.126,48.889,-127.746,2
0.550199,-0.496,1.612,0.227,8.728,49.682,-131.469,2
0.558888,-0.496,1.609,0.225,7.995,50.72,-134.704,2
